"subject" "radius" "speed" "number" "speedMatch" "speedMatchMin" "speedMatchMax" "freq" "tf" "freqMatch" "freqMatchMin" "freqMatchMax" "tfMatch" "tfMatchMin" "tfMatchMax" "freqMatchDif" "freqMatchMinDif" "freqMatchMaxDif"
"1" "AB" 2 3.981 1 4.94796232496649 3.95834268310205 6.20433600828206 0.316797914224418 0.316797914224418 0.262497554083628 0.209996601489109 0.329150248107043 0.262497554083628 0.209996601489109 0.329150248107043 -0.0543003601407895 -0.106801312735309 0.0123523338826249
"2" "AB" 2 3.981 2 5.1927872837084 4.56754439036153 5.91117202692314 0.316797914224418 0.633595828448835 0.275485921542309 0.242315755839232 0.313597415850452 0.275485921542309 0.242315755839232 0.313597415850452 -0.0413119926821082 -0.074482158385186 -0.00320049837396558
"3" "AB" 2 6.31 1 7.36779560647782 6.44245179302864 8.51470050420616 0.50213384545493 0.50213384545493 0.390873696820565 0.341782682830584 0.451718891397155 0.390873696820565 0.341782682830584 0.451718891397155 -0.111260148634365 -0.160351162624345 -0.0504149540577751
"4" "AB" 2 6.31 2 11.42507822732 10.4358042375985 12.903080008347 0.50213384545493 1.00426769090986 0.606119225029857 0.553636609851051 0.68452965481288 0.606119225029857 0.553636609851051 0.68452965481288 0.103985379574927 0.0515027643961213 0.18239580935795
"5" "AB" 2 10 1 13.0706377281482 10.510274346266 16.1711828816132 0.795774715459477 0.795774715459477 0.693418867932734 0.557587371820059 0.857907897083929 0.693418867932734 0.557587371820059 0.857907897083929 -0.102355847526743 -0.238187343639418 0.062133181624452
"6" "AB" 2 10 2 15.4435040064337 14.1641630973157 16.9146097014867 0.795774715459477 1.59154943091895 0.819303333761138 0.75143219056587 0.89734791482058 0.819303333761138 0.75143219056587 0.89734791482058 0.0235286183016609 -0.0443425248936063 0.101573199361103
"7" "AB" 2 15.849 1 21.983668118443 18.9073515822556 25.1598031735918 1.26122334653172 1.26122334653172 1.16626981611397 1.00306615503078 1.33476901409876 1.16626981611397 1.00306615503078 1.33476901409876 -0.0949535304177545 -0.258157191500944 0.0735456675670363
"8" "AB" 2 15.849 2 25.1740189959826 22.6617620159052 27.823320691511 1.26122334653172 2.52244669306345 1.33552318689997 1.20224381466782 1.476073007095 1.33552318689997 1.20224381466782 1.476073007095 0.0742998403682424 -0.0589795318638999 0.214849660563272
"9" "AB" 2 25.119 1 35.4227991719645 30.1972580434347 40.6710930509941 1.99890650776266 1.99890650776266 1.87923786212321 1.60201429514471 2.15766850000538 1.87923786212321 1.60201429514471 2.15766850000538 -0.119668645639445 -0.39689221261795 0.158761992242721
"10" "AB" 2 25.119 2 44.0660623449028 42.4303009322219 46.4254335238384 1.99890650776266 3.99781301552532 2.33777721492897 2.25099737674659 2.46294574350102 2.33777721492897 2.25099737674659 2.46294574350102 0.338870707166312 0.252090868983929 0.464039235738362
"11" "AB" 2 39.182 1 50.6713055485579 46.8940055166052 54.5486651448711 3.11800449011332 3.11800449011332 2.68819625032426 2.48780425978211 2.8938965656236 2.68819625032426 2.48780425978211 2.8938965656236 -0.429808239789063 -0.630200230331215 -0.224107924489718
"12" "AB" 2 39.182 2 58.4370787211717 52.845253833901 63.0725459004902 3.11800449011332 6.23600898022664 3.1001833127749 2.80352778887042 3.34610248448449 3.1001833127749 2.80352778887042 3.34610248448449 -0.0178211773384236 -0.314476701242898 0.228097994371169
"13" "AB" 4 3.981 1 3.63192356335342 2.63841300510629 4.88938151159308 0.158398957112209 0.158398957112209 0.192679529346542 0.139972157226869 0.25938974541072 0.192679529346542 0.139972157226869 0.25938974541072 0.0342805722343335 -0.0184267998853394 0.100990788298512
"14" "AB" 4 3.981 2 5.25775709382226 4.69203070821281 5.96116510764577 0.158398957112209 0.316797914224418 0.278932677019431 0.248919960117012 0.316249631156252 0.278932677019431 0.248919960117012 0.316249631156252 0.120533719907222 0.0905210030048027 0.157850674044043
"15" "AB" 4 6.31 1 6.01690089865665 5.25440176143681 6.77551154357283 0.251066922727465 0.251066922727465 0.319206506705091 0.27875467110781 0.359452051378604 0.319206506705091 0.27875467110781 0.359452051378604 0.0681395839776263 0.0276877483803452 0.10838512865114
"16" "AB" 4 6.31 2 7.54338467319236 6.26269236949155 8.99955052180187 0.251066922727465 0.50213384545493 0.400188986127402 0.332246149222825 0.477440983716671 0.400188986127402 0.332246149222825 0.477440983716671 0.149122063399937 0.0811792264953601 0.226374060989207
"17" "AB" 4 10 1 9.28422893381118 8.31558220298608 10.1791042526256 0.397887357729738 0.397887357729738 0.492543642537615 0.441155337430742 0.540018252684368 0.492543642537615 0.441155337430742 0.540018252684368 0.094656284807877 0.043267979701004 0.142130894954629
"18" "AB" 4 10 2 10.6411956689465 9.45253990917493 11.8825617153343 0.397887357729738 0.795774715459477 0.564532963706969 0.501472817106202 0.63038947786332 0.564532963706969 0.501472817106202 0.63038947786332 0.166645605977231 0.103585459376464 0.232502120133582
"19" "AB" 4 15.849 1 13.2218567334743 11.478154577754 15.202660428095 0.630611673265862 0.630611673265862 0.701441285328431 0.608935012874141 0.806526185092958 0.701441285328431 0.608935012874141 0.806526185092958 0.0708296120625685 -0.0216766603917212 0.175914511827096
"20" "AB" 4 15.849 2 15.2255952017002 13.2679409924477 17.5138998371272 0.630611673265862 1.26122334653172 0.807742912622275 0.703886131199882 0.929141243965043 0.807742912622275 0.703886131199882 0.929141243965043 0.177131239356413 0.07327445793402 0.298529570699181
"21" "AB" 4 25.119 1 24.2081940952454 22.6644713160845 25.9731427767916 0.99945325388133 0.99945325388133 1.28428458452878 1.20238754750644 1.37791802018598 1.28428458452878 1.20238754750644 1.37791802018598 0.284831330647451 0.202934293625109 0.378464766304652
"22" "AB" 4 25.119 2 20.7992290517128 18.9039585897253 22.9717576890517 0.99945325388133 1.99890650776266 1.10343337202688 1.00288615118643 1.21868959590728 1.10343337202688 1.00288615118643 1.21868959590728 0.103980118145553 0.00343289730509644 0.219236342025946
"23" "AB" 4 39.182 1 32.7271308550138 30.484959438145 34.9736663309906 1.55900224505666 1.55900224505666 1.73622821626358 1.6172773281789 1.85541062487458 1.73622821626358 1.6172773281789 1.85541062487458 0.177225971206917 0.0582750831222396 0.296408379817923
"24" "AB" 4 39.182 2 32.7596784249062 30.1188816508597 35.6804871847857 1.55900224505666 3.11800449011332 1.73795491847492 1.59785629837803 1.89290863579522 1.73795491847492 1.59785629837803 1.89290863579522 0.178952673418254 0.0388540533213733 0.33390639073856
