"subject" "radius" "speed" "number" "speedMatch" "speedMatchMin" "speedMatchMax" "freq" "tf" "freqMatch" "freqMatchMin" "freqMatchMax" "tfMatch" "tfMatchMin" "tfMatchMax" "freqMatchDif" "freqMatchMinDif" "freqMatchMaxDif"
"25" "FE" 2 3.981 1 3.13943221972073 2.66774926197347 3.64926883191859 0.316797914224418 0.316797914224418 0.166552052090172 0.141528493990945 0.193599724423677 0.166552052090172 0.141528493990945 0.193599724423677 -0.150245862134246 -0.175269420233473 -0.123198189800741
"26" "FE" 2 3.981 2 4.76883216331673 4.30818890341042 5.24403401376045 0.316797914224418 0.633595828448835 0.252994403855825 0.22855651991714 0.278204645010669 0.252994403855825 0.22855651991714 0.278204645010669 -0.0638035103685931 -0.0882413943072777 -0.0385932692137485
"27" "FE" 2 6.31 1 6.03873573726337 4.53738543403753 7.76870379910799 0.50213384545493 0.50213384545493 0.320364880870382 0.240715773513413 0.412142537014941 0.320364880870382 0.240715773513413 0.412142537014941 -0.181768964584548 -0.261418071941517 -0.0899913084399888
"28" "FE" 2 6.31 2 8.62894005884073 7.52764792642307 9.98174832774051 0.50213384545493 1.00426769090986 0.457779488002724 0.399354125781896 0.529548195686387 0.457779488002724 0.399354125781896 0.529548195686387 -0.0443543574522057 -0.102779719673034 0.0274143502314576
"29" "FE" 2 10 1 9.40131879360728 8.31969272381778 10.5796307986576 0.795774715459477 0.795774715459477 0.498755452528444 0.441373407333758 0.561266845897871 0.498755452528444 0.441373407333758 0.561266845897871 -0.297019262931033 -0.354401308125719 -0.234507869561606
"30" "FE" 2 10 2 12.5414616127008 10.7248361684683 14.3228232183748 0.795774715459477 1.59154943091895 0.665345203086195 0.568970230020823 0.759849371411908 0.665345203086195 0.568970230020823 0.759849371411908 -0.130429512373282 -0.226804485438654 -0.0359253440475689
"31" "FE" 2 15.849 1 17.2882083816664 15.2519749802448 20.2397912678497 1.26122334653172 1.26122334653172 0.91716794038165 0.80914240333996 1.07375427580882 0.91716794038165 0.80914240333996 1.07375427580882 -0.344055406150075 -0.452080943191765 -0.187469070722906
"32" "FE" 2 15.849 2 19.821424767496 18.1990468090943 21.8028164442187 1.26122334653172 2.52244669306345 1.05155924362371 0.965489419742714 1.15667533680756 1.05155924362371 0.965489419742714 1.15667533680756 -0.209664102908019 -0.29573392678901 -0.104548009724169
"33" "FE" 2 25.119 1 24.1500926640672 21.6245481273037 27.4490566492533 1.99890650776266 1.99890650776266 1.2812022078712 1.14721790886299 1.45621768297937 1.2812022078712 1.14721790886299 1.45621768297937 -0.717704299891456 -0.85168859889967 -0.542688824783286
"34" "FE" 2 25.119 2 28.1814860658623 26.4830336248578 29.6806448121629 1.99890650776266 3.99781301552532 1.49507427035245 1.40496856982166 1.57460711200352 1.49507427035245 1.40496856982166 1.57460711200352 -0.50383223741021 -0.593937937940995 -0.424299395759144
"35" "FE" 2 39.182 1 39.4570205743145 35.5662982880499 43.6947875473244 3.11800449011332 3.11800449011332 2.09325995469359 1.88685072667465 2.31808047516896 2.09325995469359 1.88685072667465 2.31808047516896 -1.02474453541973 -1.23115376343867 -0.799924014944364
"36" "FE" 2 39.182 2 46.4474962461851 43.1186897319505 50.0778685757583 3.11800449011332 6.23600898022664 2.46411620727421 2.28751753682856 2.65671344111274 2.46411620727421 2.28751753682856 2.65671344111274 -0.653888282839116 -0.830486953284764 -0.461291049000582
"37" "FE" 4 3.981 1 5.71588417707134 4.8237413146437 7.0169767487527 0.158398957112209 0.158398957112209 0.303237073640551 0.255907424807381 0.372262178374963 0.303237073640551 0.255907424807381 0.372262178374963 0.144838116528342 0.097508467695172 0.213863221262754
"38" "FE" 4 3.981 2 6.85518579144495 5.61755640434543 8.2870382173515 0.158398957112209 0.316797914224418 0.363678901507263 0.298020623283036 0.43964103196098 0.363678901507263 0.298020623283036 0.43964103196098 0.205279944395054 0.139621666170827 0.281242074848771
"39" "FE" 4 6.31 1 8.00086154871768 7.15299185224105 8.92549758505073 0.251066922727465 0.251066922727465 0.424458888157432 0.379478003726739 0.473512353405199 0.424458888157432 0.379478003726739 0.473512353405199 0.173391965429967 0.128411080999274 0.222445430677734
"40" "FE" 4 6.31 2 10.9924287796544 9.97889446437877 12.2402915246618 0.251066922727465 0.50213384545493 0.58316645895587 0.529396793532744 0.649367633678588 0.58316645895587 0.529396793532744 0.649367633678588 0.332099536228406 0.278329870805279 0.398300710951123
"41" "FE" 4 10 1 11.3756102478905 10.5097938621491 12.173076722283 0.397887357729738 0.397887357729738 0.603494867212866 0.557561881345965 0.645801777662742 0.603494867212866 0.557561881345965 0.645801777662742 0.205607509483128 0.159674523616227 0.247914419933004
"42" "FE" 4 10 2 14.3139130931924 10.9341186646274 17.5750138046981 0.397887357729738 0.795774715459477 0.75937667458979 0.580073011276268 0.932383440642003 0.75937667458979 0.580073011276268 0.932383440642003 0.361489316860052 0.182185653546529 0.534496082912264
"43" "FE" 4 15.849 1 16.5696391244732 15.6598065395993 17.7129382040583 0.630611673265862 0.630611673265862 0.879046657302927 0.830778539546673 0.939700557285721 0.879046657302927 0.830778539546673 0.939700557285721 0.248434984037065 0.200166866280811 0.309088884019859
"44" "FE" 4 15.849 2 19.2648247892324 15.7304998319258 23.5500051111201 0.630611673265862 1.26122334653172 1.02203069766854 0.83452893518574 1.24936657442472 1.02203069766854 0.83452893518574 1.24936657442472 0.391419024402674 0.203917261919878 0.618754901158861
"45" "FE" 4 25.119 1 27.219246922881 25.9452603899424 28.608553309472 0.99945325388133 0.99945325388133 1.44402589833846 1.3764388136219 1.51773089130349 1.44402589833846 1.3764388136219 1.51773089130349 0.444572644457126 0.376985559740566 0.51827763742216
"46" "FE" 4 25.119 2 29.0197851515178 25.900381937727 31.9033235884939 0.99945325388133 1.99890650776266 1.53954741810961 1.37405793778577 1.69252388338969 1.53954741810961 1.37405793778577 1.69252388338969 0.540094164228283 0.374604683904438 0.693070629508359
"47" "FE" 4 39.182 1 39.9943359200526 38.121602434242 42.5148346692193 1.55900224505666 1.55900224505666 2.12176541911804 2.02241382199788 2.25548203078031 2.12176541911804 2.02241382199788 2.25548203078031 0.56276317406138 0.463411576941221 0.696479785723653
"48" "FE" 4 39.182 2 45.4103794197709 39.5307909280651 51.1046620092174 1.55900224505666 3.11800449011332 2.40909545077834 2.09717359351127 2.71118652460251 2.40909545077834 2.09717359351127 2.71118652460251 0.850093205721678 0.538171348454613 1.15218427954585
"49" "MC" 2 3.981 1 5.69647348576017 5.0483597323536 6.67928125359164 0.316797914224418 0.316797914224418 0.30220730448355 0.267823801970051 0.354346875936713 0.30220730448355 0.267823801970051 0.354346875936713 -0.0145906097408677 -0.0489741122543665 0.0375489617122958
"50" "MC" 2 3.981 2 5.28459552809041 4.65779931546356 6.27137642155452 0.316797914224418 0.633595828448835 0.280356500178971 0.247103928328691 0.332706852493454 0.280356500178971 0.247103928328691 0.332706852493454 -0.0364414140454465 -0.069693985895727 0.0159089382690368
"51" "MC" 2 6.31 1 8.95285532412459 8.16447023860613 10.1898626059404 0.50213384545493 0.50213384545493 0.474963726540341 0.433138598733611 0.540589001054228 0.474963726540341 0.433138598733611 0.540589001054228 -0.0271701189145891 -0.0689952467213191 0.0384551555992981
"52" "MC" 2 6.31 2 8.78962527343434 8.05404196089531 9.98360163473554 0.50213384545493 1.00426769090986 0.466304103397509 0.427280196648677 0.529646516676162 0.466304103397509 0.427280196648677 0.529646516676162 -0.0358297420574209 -0.0748536488062532 0.0275126712212327
"53" "MC" 2 10 1 12.9294821194041 12.5410312341208 13.3397997648854 0.795774715459477 0.795774715459477 0.685930330307144 0.665322370793394 0.707698357479202 0.685930330307144 0.665322370793394 0.707698357479202 -0.109844385152333 -0.130452344666083 -0.0880763579802744
"54" "MC" 2 10 2 13.5077616914474 12.4884594418046 14.4237080139231 0.795774715459477 1.59154943091895 0.716609014433732 0.662533350588616 0.765201476043347 0.716609014433732 0.662533350588616 0.765201476043347 -0.0791657010257445 -0.133241364870861 -0.0305732394161298
"55" "MC" 2 15.849 1 22.2002837818154 21.208290785766 23.2277594385797 1.26122334653172 1.26122334653172 1.17776163397292 1.12513477102832 1.23227091053313 1.17776163397292 1.12513477102832 1.23227091053313 -0.0834617125588073 -0.136088575503405 -0.0289524359985953
"56" "MC" 2 15.849 2 26.1406977287567 22.3158140131092 31.7977793160707 1.26122334653172 2.52244669306345 1.38680708646757 1.18389070310191 1.68692458583263 1.38680708646757 1.18389070310191 1.68692458583263 0.125583739935846 -0.0773326434298196 0.425701239300901
"57" "MC" 2 25.119 1 37.2013569017024 34.571260208456 39.7481743299039 1.99890650776266 1.99890650776266 1.97359328021058 1.83406231703064 2.10870614116086 1.97359328021058 1.83406231703064 2.10870614116086 -0.0253132275520795 -0.164844190732019 0.109799633398201
"58" "MC" 2 25.119 2 40.4482036315304 33.4848811145691 48.7845881600749 1.99890650776266 3.99781301552532 2.14584384904854 1.77642811607604 2.58810278412609 2.14584384904854 1.77642811607604 2.58810278412609 0.146937341285877 -0.22247839168662 0.589196276363433
"59" "MC" 2 39.182 1 44.7660200379512 42.7737709878702 46.927497699573 3.11800449011332 3.11800449011332 2.37491112386359 2.26921902913342 2.48958107527353 2.37491112386359 2.26921902913342 2.48958107527353 -0.743093366249731 -0.848785460979905 -0.62842341483979
"60" "MC" 2 39.182 2 51.5698934838156 45.0348144201286 58.1980658509715 3.11800449011332 6.23600898022664 2.73586782089059 2.38917110872988 3.08750328618992 2.73586782089059 2.38917110872988 3.08750328618992 -0.382136669222728 -0.728833381383441 -0.0305012039234041
"61" "MC" 4 3.981 1 3.23632003664934 2.6399104095609 4.08839867085593 0.158398957112209 0.158398957112209 0.171692110420029 0.140051597000456 0.216896285932352 0.171692110420029 0.140051597000456 0.216896285932352 0.0132931533078198 -0.0183473601117531 0.0584973288201434
"62" "MC" 4 3.981 2 3.96311303811425 3.77471849414054 4.14253042685633 0.158398957112209 0.316797914224418 0.210249676682607 0.200255035707621 0.219768064780921 0.210249676682607 0.200255035707621 0.219768064780921 0.0518507195703985 0.0418560785954118 0.0613691076687126
"63" "MC" 4 6.31 1 5.27645760613619 4.64758805675899 5.95328077017425 0.251066922727465 0.251066922727465 0.279924770010468 0.24656220422935 0.315831354062386 0.279924770010468 0.24656220422935 0.315831354062386 0.0288578472830031 -0.00450471849811482 0.0647644313349208
"64" "MC" 4 6.31 2 5.50899638938514 4.5740390109711 6.72195148315296 0.251066922727465 0.50213384545493 0.29226133561535 0.242660306163738 0.356610601922564 0.29226133561535 0.242660306163738 0.356610601922564 0.0411944128878849 -0.00840661656372665 0.105543679195099
"65" "MC" 4 10 1 8.14991363647719 7.41457455324862 8.91559780758676 0.397887357729738 0.397887357729738 0.432366347005796 0.3933553970243 0.472987153898899 0.432366347005796 0.3933553970243 0.472987153898899 0.0344789892760578 -0.00453196070543871 0.0750997961691608
"66" "MC" 4 10 2 8.02629013448469 7.34244387692933 8.60559198677705 0.397887357729738 0.795774715459477 0.425807916530984 0.389528745796041 0.456540834309191 0.425807916530984 0.389528745796041 0.456540834309191 0.0279205588012458 -0.00835861193369725 0.0586534765794525
"67" "MC" 4 15.849 1 12.452797065191 11.9020867451989 12.9617387992734 0.630611673265862 0.630611673265862 0.660641402748465 0.631425312868976 0.687641600323457 0.660641402748465 0.631425312868976 0.687641600323457 0.0300297294826024 0.000813639603114091 0.0570299270575949
"68" "MC" 4 15.849 2 10.4833093453556 9.1060618612199 11.7460473867095 0.630611673265862 1.26122334653172 0.556156834091604 0.483091585771244 0.623147167795486 0.556156834091604 0.483091585771244 0.623147167795486 -0.0744548391742588 -0.147520087494619 -0.00746450547037636
"69" "MC" 4 25.119 1 16.5594764468921 15.5589296630793 17.6742265183019 0.99945325388133 0.99945325388133 0.878507510512231 0.82542685503273 0.937646838571201 0.878507510512231 0.82542685503273 0.937646838571201 -0.120945743369099 -0.1740263988486 -0.0618064153101291
"70" "MC" 4 25.119 2 16.3917406893154 14.6576434571123 18.3553609700669 0.99945325388133 1.99890650776266 0.869608852195032 0.777612136759334 0.973782143540731 0.869608852195032 0.777612136759334 0.973782143540731 -0.129844401686298 -0.221841117121996 -0.025671110340599
"71" "MC" 4 39.182 1 29.3256466801744 26.5768259488237 32.9107770810176 1.55900224505666 1.55900224505666 1.55577387617206 1.40994440714942 1.74597095114647 1.55577387617206 1.40994440714942 1.74597095114647 -0.00322836888459888 -0.149057837907244 0.186968706089807
"72" "MC" 4 39.182 2 27.0575110634895 25.3359073359943 29.0976328118495 1.55900224505666 3.11800449011332 1.435445544506 1.34411163008057 1.54367736475959 1.435445544506 1.34411163008057 1.54367736475959 -0.123556700550659 -0.214890614976089 -0.0153248802970716
"73" "SY" 2 3.981 1 7.59341050332033 6.69797499170907 8.86402936008488 0.316797914224418 0.316797914224418 0.402842938843116 0.355338609545465 0.470251362789733 0.402842938843116 0.355338609545465 0.470251362789733 0.0860450246186979 0.0385406953210473 0.153453448565315
"74" "SY" 2 3.981 2 6.80165966858421 6.03525635453357 7.52682347218225 0.316797914224418 0.633595828448835 0.360839252494653 0.320180293883597 0.399310387125969 0.360839252494653 0.320180293883597 0.399310387125969 0.0440413382702357 0.00338237965917898 0.0825124729015517
"75" "SY" 2 6.31 1 10.6128418682457 10.0111987036833 11.2660460022492 0.50213384545493 0.50213384545493 0.56302874786131 0.531110586655457 0.597682303452884 0.56302874786131 0.531110586655457 0.597682303452884 0.0608949024063798 0.028976741200527 0.0955484579979542
"76" "SY" 2 6.31 2 10.7896091999187 9.7771042538257 12.0273880628522 0.50213384545493 1.00426769090986 0.572406546065618 0.518691490373719 0.638072754229127 0.572406546065618 0.518691490373719 0.638072754229127 0.0702727006106887 0.0165576449187892 0.135938908774197
"77" "SY" 2 10 1 16.9479394879762 15.3846023373084 18.900839086566 0.795774715459477 0.795774715459477 0.899116114911248 0.816178503161917 1.00272065640383 0.899116114911248 0.816178503161917 1.00272065640383 0.103341399451771 0.0204037877024407 0.206945940944349
"78" "SY" 2 10 2 15.4602031329659 14.3106620938913 17.226648265987 0.795774715459477 1.59154943091895 0.820189249938777 0.759204203720206 0.913902074812419 0.820189249938777 0.759204203720206 0.913902074812419 0.0244145344793006 -0.0365705117392705 0.118127359352942
"79" "SY" 2 15.849 1 24.0485125822415 22.7477626514801 25.4764934542647 1.26122334653172 1.26122334653172 1.27581321715713 1.20680629008809 1.35156995529818 1.27581321715713 1.20680629008809 1.35156995529818 0.0145898706254031 -0.0544170564436375 0.0903466087664568
"80" "SY" 2 15.849 2 24.6100326666198 20.2665204144972 29.0318354802956 1.26122334653172 2.52244669306345 1.30560278284852 1.07517230108001 1.54018670790657 1.30560278284852 1.07517230108001 1.54018670790657 0.0443794363167949 -0.186051045451713 0.278963361374846
"81" "SY" 2 25.119 1 41.1522193692785 35.4825957300155 47.2781336683571 1.99890650776266 1.99890650776266 2.18319304394091 1.88241016805445 2.50818289115947 2.18319304394091 1.88241016805445 2.50818289115947 0.184286536178246 -0.116496339708212 0.509276383396808
"82" "SY" 2 25.119 2 50.3672330254468 44.6520951438282 56.3829110424257 1.99890650776266 3.99781301552532 2.67206470195374 2.36886722051663 2.99120633277089 2.67206470195374 2.36886722051663 2.99120633277089 0.673158194191079 0.369960712753967 0.992299825008228
"83" "SY" 2 39.182 1 64.7417715231776 60.0890881306052 69.5303206543556 3.11800449011332 3.11800449011332 3.43465765414661 3.18782513395679 3.68869807563507 3.43465765414661 3.18782513395679 3.68869807563507 0.316653164033287 0.0698206438434634 0.570693585521747
"84" "SY" 2 39.182 2 80.7161273325727 71.5108343757731 88.1400453619301 3.11800449011332 6.23600898022664 4.28212355073793 3.79376759184337 4.67597463456502 4.28212355073793 3.79376759184337 4.67597463456502 1.1641190606246 0.675763101730052 1.5579701444517
"85" "SY" 4 3.981 1 3.23299474712987 3.0053524625161 3.44397732283012 0.158398957112209 0.158398957112209 0.17151569833195 0.159438900047612 0.182708671608269 0.17151569833195 0.159438900047612 0.182708671608269 0.0131167412197415 0.00103994293540344 0.0243097144960597
"86" "SY" 4 3.981 2 3.13226102976834 2.93718238531283 3.30224693187822 0.158398957112209 0.316797914224418 0.166171608647247 0.155822365128327 0.175189640839488 0.166171608647247 0.155822365128327 0.175189640839488 0.00777265153503812 -0.00257659198388213 0.016790683727279
"87" "SY" 4 6.31 1 4.79249208265067 4.44302451444215 5.16745647044274 0.251066922727465 0.251066922727465 0.254249601560876 0.235709771250646 0.274142080161054 0.254249601560876 0.235709771250646 0.274142080161054 0.00318267883341061 -0.0153571514768192 0.0230751574335887
"88" "SY" 4 6.31 2 5.15479360173803 3.96207072410547 6.89531567058059 0.251066922727465 0.50213384545493 0.273470294111694 0.210194380207023 0.365807857717303 0.273470294111694 0.210194380207023 0.365807857717303 0.0224033713842295 -0.0408725425204414 0.114740934989838
"89" "SY" 4 10 1 7.09196429995823 6.60417042685057 7.6926977522217 0.397887357729738 0.397887357729738 0.376240391523202 0.350362122818193 0.408110290992666 0.376240391523202 0.350362122818193 0.408110290992666 -0.0216469662065364 -0.047525234911545 0.0102229332629272
"90" "SY" 4 10 2 6.92415045014067 6.70322048531172 7.18247837386274 0.397887357729738 0.795774715459477 0.367337590283953 0.355616891624071 0.381042312283631 0.367337590283953 0.355616891624071 0.381042312283631 -0.0305497674457849 -0.0422704661056672 -0.0168450454461075
"91" "SY" 4 15.849 1 11.2197647238112 10.2437040367216 11.9665670022409 0.630611673265862 0.630611673265862 0.595227005374208 0.543445377671547 0.634846096749001 0.595227005374208 0.543445377671547 0.634846096749001 -0.0353846678916542 -0.0871662955943151 0.00423442348313907
"92" "SY" 4 15.849 2 10.4556315515946 8.94410943417511 12.0484450346838 0.630611673265862 1.26122334653172 0.554688481527956 0.474499742667942 0.63918986128031 0.554688481527956 0.474499742667942 0.63918986128031 -0.0759231917379064 -0.156111930597921 0.00857818801444743
"93" "SY" 4 25.119 1 17.3567101069045 16.1764506637727 18.3035975117949 0.99945325388133 0.99945325388133 0.920802069775635 0.858187361607199 0.971036006788891 0.920802069775635 0.858187361607199 0.971036006788891 -0.078651184105695 -0.141265892274131 -0.0284172470924388
"94" "SY" 4 25.119 2 16.7791763863372 14.4685309473127 18.8873443077965 0.99945325388133 1.99890650776266 0.890162954298791 0.767579406514295 1.0020047361548 0.890162954298791 0.767579406514295 1.0020047361548 -0.109290299582539 -0.231873847367035 0.00255148227346613
"95" "SY" 4 39.182 1 28.2717201007061 27.1384969919748 29.9350333932916 1.55900224505666 1.55900224505666 1.49986133457929 1.43974198145244 1.58810284538777 1.49986133457929 1.43974198145244 1.58810284538777 -0.059140910477369 -0.119260263604218 0.0291006003311118
"96" "SY" 4 39.182 2 26.8923136876834 23.9569771049682 31.116477800026 1.55900224505666 3.11800449011332 1.42668155152422 1.27095710926502 1.65078041782779 1.42668155152422 1.27095710926502 1.65078041782779 -0.132320693532445 -0.288045135791645 0.0917781727711291
