"subject" "radius" "number" "durationTest" "sample" "tf" "psesample"
"6994" "FE" 2 1 112 24 1.99890650776266 1.20413892802867
"6995" "FE" 2 1 112 24 2.52244669306345 1.16316414938635
"6996" "FE" 2 1 112 24 3.11800449011332 1.11655292528556
"6997" "FE" 2 1 112 25 0.316797914224418 0.605739840004532
"6998" "FE" 2 1 112 25 0.397887357729738 0.737710554357508
"6999" "FE" 2 1 112 25 0.50213384545493 0.907368685665065
"7000" "FE" 2 1 112 25 0.630611673265862 0.911890533092653
"7001" "FE" 2 1 112 25 0.633595828448835 0.911995562066661
"7002" "FE" 2 1 112 25 0.795774715459477 0.91770353670737
"7003" "FE" 2 1 112 25 0.99945325388133 0.990033985116409
"7004" "FE" 2 1 112 25 1.00426769090986 0.991743690968625
"7005" "FE" 2 1 112 25 1.26122334653172 1.08299394215549
"7006" "FE" 2 1 112 25 1.55900224505666 1.11146041015853
"7007" "FE" 2 1 112 25 1.59154943091895 1.11457179054689
"7008" "FE" 2 1 112 25 1.99890650776266 1.15351349276697
"7009" "FE" 2 1 112 25 2.52244669306345 1.13741431320091
"7010" "FE" 2 1 112 25 3.11800449011332 1.11910054821042
"7011" "FE" 2 1 112 26 0.316797914224418 0.723282111751501
"7012" "FE" 2 1 112 26 0.397887357729738 0.806797423288109
"7013" "FE" 2 1 112 26 0.50213384545493 0.914162544105535
"7014" "FE" 2 1 112 26 0.630611673265862 0.951123287049806
"7015" "FE" 2 1 112 26 0.633595828448835 0.951981774420763
"7016" "FE" 2 1 112 26 0.795774715459477 0.998637701407709
"7017" "FE" 2 1 112 26 0.99945325388133 1.01455398324983
"7018" "FE" 2 1 112 26 1.00426769090986 1.01493020323477
"7019" "FE" 2 1 112 26 1.26122334653172 1.0350097789598
"7020" "FE" 2 1 112 26 1.55900224505666 1.1083612541804
"7021" "FE" 2 1 112 26 1.59154943091895 1.11637855866069
"7022" "FE" 2 1 112 26 1.99890650776266 1.21672227903863
"7023" "FE" 2 1 112 26 2.52244669306345 1.1855220604224
"7024" "FE" 2 1 112 26 3.11800449011332 1.15002997406827
"7025" "FE" 2 1 112 27 0.316797914224418 0.654196664153208
"7026" "FE" 2 1 112 27 0.397887357729738 0.782273608420884
"7027" "FE" 2 1 112 27 0.50213384545493 0.946926009785612
"7028" "FE" 2 1 112 27 0.630611673265862 0.94590407341499
"7029" "FE" 2 1 112 27 0.633595828448835 0.945880336893529
"7030" "FE" 2 1 112 27 0.795774715459477 0.944590336073877
"7031" "FE" 2 1 112 27 0.99945325388133 0.990251720189106
"7032" "FE" 2 1 112 27 1.00426769090986 0.991331037922636
"7033" "FE" 2 1 112 27 1.26122334653172 1.04893627695685
"7034" "FE" 2 1 112 27 1.55900224505666 1.07914158856993
"7035" "FE" 2 1 112 27 1.59154943091895 1.08244302428606
"7036" "FE" 2 1 112 27 1.99890650776266 1.12376343854244
"7037" "FE" 2 1 112 27 2.52244669306345 1.143291673252
"7038" "FE" 2 1 112 27 3.11800449011332 1.16550619043795
"7039" "FE" 2 1 112 28 0.316797914224418 0.625714235744426
"7040" "FE" 2 1 112 28 0.397887357729738 0.76103370696652
"7041" "FE" 2 1 112 28 0.50213384545493 0.934996913346251
"7042" "FE" 2 1 112 28 0.630611673265862 0.955664325018148
"7043" "FE" 2 1 112 28 0.633595828448835 0.956144367097861
"7044" "FE" 2 1 112 28 0.795774715459477 0.982233053989981
"7045" "FE" 2 1 112 28 0.99945325388133 1.01017126002761
"7046" "FE" 2 1 112 28 1.00426769090986 1.01083164739439
"7047" "FE" 2 1 112 28 1.26122334653172 1.04607777644127
"7048" "FE" 2 1 112 28 1.55900224505666 1.09366563529304
"7049" "FE" 2 1 112 28 1.59154943091895 1.09886698063521
"7050" "FE" 2 1 112 28 1.99890650776266 1.16396645937979
"7051" "FE" 2 1 112 28 2.52244669306345 1.15941453483652
"7052" "FE" 2 1 112 28 3.11800449011332 1.15423645256235
"7053" "FE" 2 1 112 29 0.316797914224418 0.471757157398643
"7054" "FE" 2 1 112 29 0.397887357729738 0.657664790205913
"7055" "FE" 2 1 112 29 0.50213384545493 0.896662826493968
"7056" "FE" 2 1 112 29 0.630611673265862 0.915430872669551
"7057" "FE" 2 1 112 29 0.633595828448835 0.915866798176882
"7058" "FE" 2 1 112 29 0.795774715459477 0.939557896415246
"7059" "FE" 2 1 112 29 0.99945325388133 0.979430091626356
"7060" "FE" 2 1 112 29 1.00426769090986 0.980372567817124
"7061" "FE" 2 1 112 29 1.26122334653172 1.03067431360211
"7062" "FE" 2 1 112 29 1.55900224505666 1.08085008767859
"7063" "FE" 2 1 112 29 1.59154943091895 1.08633429173986
"7064" "FE" 2 1 112 29 1.99890650776266 1.15497399978301
"7065" "FE" 2 1 112 29 2.52244669306345 1.14777816246529
"7066" "FE" 2 1 112 29 3.11800449011332 1.13959247368495
"7067" "FE" 2 1 112 30 0.316797914224418 0.691160429683553
"7068" "FE" 2 1 112 30 0.397887357729738 0.805622594177167
"7069" "FE" 2 1 112 30 0.50213384545493 0.952772187392708
"7070" "FE" 2 1 112 30 0.630611673265862 0.946215401779913
"7071" "FE" 2 1 112 30 0.633595828448835 0.946063107285965
"7072" "FE" 2 1 112 30 0.795774715459477 0.937786409188178
"7073" "FE" 2 1 112 30 0.99945325388133 0.985249578857662
"7074" "FE" 2 1 112 30 1.00426769090986 0.986371486169638
"7075" "FE" 2 1 112 30 1.26122334653172 1.04624981196091
"7076" "FE" 2 1 112 30 1.55900224505666 1.07238531488955
"7077" "FE" 2 1 112 30 1.59154943091895 1.07524192116903
"7078" "FE" 2 1 112 30 1.99890650776266 1.11099489805084
"7079" "FE" 2 1 112 30 2.52244669306345 1.12986742985059
"7080" "FE" 2 1 112 30 3.11800449011332 1.15133604635604
"7081" "FE" 2 2 56 1 0.633595828448835 0.887589581032755
"7082" "FE" 2 2 56 1 0.795774715459477 0.897735071472659
"7083" "FE" 2 2 56 1 0.99945325388133 0.910476672444657
"7084" "FE" 2 2 56 1 1.00426769090986 0.910777851135341
"7085" "FE" 2 2 56 1 1.26122334653172 0.962433393806148
"7086" "FE" 2 2 56 1 1.55900224505666 1.0222955928381
"7087" "FE" 2 2 56 1 1.59154943091895 1.02883852159386
"7088" "FE" 2 2 56 1 1.99890650776266 1.1027978537977
"7089" "FE" 2 2 56 1 2.52244669306345 1.19785127176391
"7090" "FE" 2 2 56 1 3.11800449011332 1.14017918523697
"7091" "FE" 2 2 56 1 3.99781301552532 1.05498108413571
"7092" "FE" 2 2 56 1 6.23600898022664 1.14076482256955
"7093" "FE" 2 2 56 2 0.633595828448835 0.855176180200927
"7094" "FE" 2 2 56 2 0.795774715459477 0.902524319209698
"7095" "FE" 2 2 56 2 0.99945325388133 0.961988284760704
"7096" "FE" 2 2 56 2 1.00426769090986 0.963393860035498
"7097" "FE" 2 2 56 2 1.26122334653172 0.982211763232721
"7098" "FE" 2 2 56 2 1.55900224505666 1.00401931782052
"7099" "FE" 2 2 56 2 1.59154943091895 1.0064028800403
"7100" "FE" 2 2 56 2 1.99890650776266 1.082796688982
"7101" "FE" 2 2 56 2 2.52244669306345 1.18097892555701
"7102" "FE" 2 2 56 2 3.11800449011332 1.15933699733315
"7103" "FE" 2 2 56 2 3.99781301552532 1.12736570411523
"7104" "FE" 2 2 56 2 6.23600898022664 1.04708001535816
"7105" "FE" 2 2 56 3 0.633595828448835 0.853118709921158
"7106" "FE" 2 2 56 3 0.795774715459477 0.875950877020157
"7107" "FE" 2 2 56 3 0.99945325388133 0.90462552456181
"7108" "FE" 2 2 56 3 1.00426769090986 0.905303319512492
"7109" "FE" 2 2 56 3 1.26122334653172 0.98311092884866
"7110" "FE" 2 2 56 3 1.55900224505666 1.0732800444064
"7111" "FE" 2 2 56 3 1.59154943091895 1.08313551427896
"7112" "FE" 2 2 56 3 1.99890650776266 1.13675712063402
"7113" "FE" 2 2 56 3 2.52244669306345 1.20567225019252
"7114" "FE" 2 2 56 3 3.11800449011332 1.17574119191415
"7115" "FE" 2 2 56 3 3.99781301552532 1.13152449224477
"7116" "FE" 2 2 56 3 6.23600898022664 1.10703916914605
"7117" "FE" 2 2 56 4 0.633595828448835 0.853366149187671
"7118" "FE" 2 2 56 4 0.795774715459477 0.889156968124813
"7119" "FE" 2 2 56 4 0.99945325388133 0.934106232633946
"7120" "FE" 2 2 56 4 1.00426769090986 0.935168717690716
"7121" "FE" 2 2 56 4 1.26122334653172 1.00580917297968
"7122" "FE" 2 2 56 4 1.55900224505666 1.08767246926066
"7123" "FE" 2 2 56 4 1.59154943091895 1.09662011441804
"7124" "FE" 2 2 56 4 1.99890650776266 1.12253860034166
"7125" "FE" 2 2 56 4 2.52244669306345 1.15584934831811
"7126" "FE" 2 2 56 4 3.11800449011332 1.14078094975511
"7127" "FE" 2 2 56 4 3.99781301552532 1.11852063247658
"7128" "FE" 2 2 56 4 6.23600898022664 1.08677783100493
"7129" "FE" 2 2 56 5 0.633595828448835 0.862313385697874
"7130" "FE" 2 2 56 5 0.795774715459477 0.881157529177937
"7131" "FE" 2 2 56 5 0.99945325388133 0.904823665211901
"7132" "FE" 2 2 56 5 1.00426769090986 0.905383071826496
"7133" "FE" 2 2 56 5 1.26122334653172 0.977422599601676
"7134" "FE" 2 2 56 5 1.55900224505666 1.06090724281466
"7135" "FE" 2 2 56 5 1.59154943091895 1.07003210093174
"7136" "FE" 2 2 56 5 1.99890650776266 1.1370304064967
"7137" "FE" 2 2 56 5 2.52244669306345 1.22313742980436
"7138" "FE" 2 2 56 5 3.11800449011332 1.17953463932049
"7139" "FE" 2 2 56 5 3.99781301552532 1.1151208964571
"7140" "FE" 2 2 56 5 6.23600898022664 1.13590260457744
"7141" "FE" 2 2 56 6 0.633595828448835 0.939144394942318
"7142" "FE" 2 2 56 6 0.795774715459477 0.949158850762289
"7143" "FE" 2 2 56 6 0.99945325388133 0.96173588691107
"7144" "FE" 2 2 56 6 1.00426769090986 0.962033175712399
"7145" "FE" 2 2 56 6 1.26122334653172 1.00136564831673
"7146" "FE" 2 2 56 6 1.55900224505666 1.04694697767115
"7147" "FE" 2 2 56 6 1.59154943091895 1.05192900966098
"7148" "FE" 2 2 56 6 1.99890650776266 1.09132735309839
"7149" "FE" 2 2 56 6 2.52244669306345 1.14196257510948
"7150" "FE" 2 2 56 6 3.11800449011332 1.10430343045285
"7151" "FE" 2 2 56 6 3.99781301552532 1.04867014566882
"7152" "FE" 2 2 56 6 6.23600898022664 1.16372927582663
"7153" "FE" 2 2 56 7 0.633595828448835 0.834929948243503
"7154" "FE" 2 2 56 7 0.795774715459477 0.846724455965699
"7155" "FE" 2 2 56 7 0.99945325388133 0.861537038161461
"7156" "FE" 2 2 56 7 1.00426769090986 0.861887169524166
"7157" "FE" 2 2 56 7 1.26122334653172 0.974249985189487
"7158" "FE" 2 2 56 7 1.55900224505666 1.10446418655822
"7159" "FE" 2 2 56 7 1.59154943091895 1.11869657788901
"7160" "FE" 2 2 56 7 1.99890650776266 1.13727467990675
"7161" "FE" 2 2 56 7 2.52244669306345 1.1611514787297
"7162" "FE" 2 2 56 7 3.11800449011332 1.13089768388219
"7163" "FE" 2 2 56 7 3.99781301552532 1.08620421036081
"7164" "FE" 2 2 56 7 6.23600898022664 1.06681439868946
"7165" "FE" 2 2 56 8 0.633595828448835 0.878106889924839
"7166" "FE" 2 2 56 8 0.795774715459477 0.917181541586057
"7167" "FE" 2 2 56 8 0.99945325388133 0.966254932619859
"7168" "FE" 2 2 56 8 1.00426769090986 0.967414901425307
"7169" "FE" 2 2 56 8 1.26122334653172 0.985789354438443
"7170" "FE" 2 2 56 8 1.55900224505666 1.007083006707
"7171" "FE" 2 2 56 8 1.59154943091895 1.00941039948568
"7172" "FE" 2 2 56 8 1.99890650776266 1.113646577896
"7173" "FE" 2 2 56 8 2.52244669306345 1.24761216058041
"7174" "FE" 2 2 56 8 3.11800449011332 1.17754442538558
"7175" "FE" 2 2 56 8 3.99781301552532 1.07403441999887
"7176" "FE" 2 2 56 8 6.23600898022664 1.18342031320343
"7177" "FE" 2 2 56 9 0.633595828448835 0.71198309808674
"7178" "FE" 2 2 56 9 0.795774715459477 0.828063719302269
"7179" "FE" 2 2 56 9 0.99945325388133 0.973847993100673
"7180" "FE" 2 2 56 9 1.00426769090986 0.977293958548926
"7181" "FE" 2 2 56 9 1.26122334653172 1.04443103178256
"7182" "FE" 2 2 56 9 1.55900224505666 1.12223435418587
"7183" "FE" 2 2 56 9 1.59154943091895 1.1307382448494
"7184" "FE" 2 2 56 9 1.99890650776266 1.15243428299133
"7185" "FE" 2 2 56 9 2.52244669306345 1.18031829059745
"7186" "FE" 2 2 56 9 3.11800449011332 1.15576274746638
"7187" "FE" 2 2 56 9 3.99781301552532 1.11948721501621
"7188" "FE" 2 2 56 9 6.23600898022664 1.13076614206623
"7189" "FE" 2 2 56 10 0.633595828448835 0.846940341473177
"7190" "FE" 2 2 56 10 0.795774715459477 0.878686303759321
"7191" "FE" 2 2 56 10 0.99945325388133 0.918555680830658
"7192" "FE" 2 2 56 10 1.00426769090986 0.919498090407847
"7193" "FE" 2 2 56 10 1.26122334653172 1.00494524821729
"7194" "FE" 2 2 56 10 1.55900224505666 1.10396762806336
"7195" "FE" 2 2 56 10 1.59154943091895 1.11479075830308
"7196" "FE" 2 2 56 10 1.99890650776266 1.14606173395778
"7197" "FE" 2 2 56 10 2.52244669306345 1.1862515657281
"7198" "FE" 2 2 56 10 3.11800449011332 1.1497784700869
"7199" "FE" 2 2 56 10 3.99781301552532 1.09589731757365
"7200" "FE" 2 2 56 10 6.23600898022664 1.05128266973746
"7201" "FE" 2 2 56 11 0.633595828448835 0.852151324690893
"7202" "FE" 2 2 56 11 0.795774715459477 0.851127030960243
"7203" "FE" 2 2 56 11 0.99945325388133 0.849840632626779
"7204" "FE" 2 2 56 11 1.00426769090986 0.849810225477268
"7205" "FE" 2 2 56 11 1.26122334653172 0.961444615193531
"7206" "FE" 2 2 56 11 1.55900224505666 1.09081466360427
"7207" "FE" 2 2 56 11 1.59154943091895 1.1049547891521
"7208" "FE" 2 2 56 11 1.99890650776266 1.12574264801336
"7209" "FE" 2 2 56 11 2.52244669306345 1.15245945275026
"7210" "FE" 2 2 56 11 3.11800449011332 1.12189745149524
"7211" "FE" 2 2 56 11 3.99781301552532 1.07674866930985
"7212" "FE" 2 2 56 11 6.23600898022664 1.13053865770198
"7213" "FE" 2 2 56 12 0.633595828448835 0.877026549317903
"7214" "FE" 2 2 56 12 0.795774715459477 0.902019006642024
"7215" "FE" 2 2 56 12 0.99945325388133 0.933406737025286
"7216" "FE" 2 2 56 12 1.00426769090986 0.93414866227951
"7217" "FE" 2 2 56 12 1.26122334653172 1.01219904926165
"7218" "FE" 2 2 56 12 1.55900224505666 1.10264951320937
"7219" "FE" 2 2 56 12 1.59154943091895 1.11253573441584
"7220" "FE" 2 2 56 12 1.99890650776266 1.13188980718391
"7221" "FE" 2 2 56 12 2.52244669306345 1.15676389289227
"7222" "FE" 2 2 56 12 3.11800449011332 1.11521061125831
"7223" "FE" 2 2 56 12 3.99781301552532 1.05382457681882
"7224" "FE" 2 2 56 12 6.23600898022664 1.13422588073667
"7225" "FE" 2 2 56 13 0.633595828448835 0.900388723416126
"7226" "FE" 2 2 56 13 0.795774715459477 0.898719443262297
"7227" "FE" 2 2 56 13 0.99945325388133 0.89662301413878
"7228" "FE" 2 2 56 13 1.00426769090986 0.896573459943831
"7229" "FE" 2 2 56 13 1.26122334653172 0.956782461317196
"7230" "FE" 2 2 56 13 1.55900224505666 1.02655703026707
"7231" "FE" 2 2 56 13 1.59154943091895 1.03418337946549
"7232" "FE" 2 2 56 13 1.99890650776266 1.15082477424809
"7233" "FE" 2 2 56 13 2.52244669306345 1.30073368932422
"7234" "FE" 2 2 56 13 3.11800449011332 1.22317244983347
"7235" "FE" 2 2 56 13 3.99781301552532 1.10859240389417
"7236" "FE" 2 2 56 13 6.23600898022664 1.11130648002842
"7237" "FE" 2 2 56 14 0.633595828448835 0.784566494394547
"7238" "FE" 2 2 56 14 0.795774715459477 0.867094596788712
"7239" "FE" 2 2 56 14 0.99945325388133 0.970740660614946
"7240" "FE" 2 2 56 14 1.00426769090986 0.973190587108983
"7241" "FE" 2 2 56 14 1.26122334653172 0.984282687391843
"7242" "FE" 2 2 56 14 1.55900224505666 0.99713701977291
"7243" "FE" 2 2 56 14 1.59154943091895 0.99854199624107
"7244" "FE" 2 2 56 14 1.99890650776266 1.09808369174746
"7245" "FE" 2 2 56 14 2.52244669306345 1.22601586887903
"7246" "FE" 2 2 56 14 3.11800449011332 1.16325772511815
"7247" "FE" 2 2 56 14 3.99781301552532 1.07054606859486
"7248" "FE" 2 2 56 14 6.23600898022664 1.13683473194871
"7249" "FE" 2 2 56 15 0.633595828448835 0.920108590022136
"7250" "FE" 2 2 56 15 0.795774715459477 0.926873190725874
"7251" "FE" 2 2 56 15 0.99945325388133 0.935368772424215
"7252" "FE" 2 2 56 15 1.00426769090986 0.935569586134998
"7253" "FE" 2 2 56 15 1.26122334653172 0.984045868599504
"7254" "FE" 2 2 56 15 1.55900224505666 1.04022370972127
"7255" "FE" 2 2 56 15 1.59154943091895 1.04636393874821
"7256" "FE" 2 2 56 15 1.99890650776266 1.11106843844456
"7257" "FE" 2 2 56 15 2.52244669306345 1.19422743502638
"7258" "FE" 2 2 56 15 3.11800449011332 1.15521079869753
"7259" "FE" 2 2 56 15 3.99781301552532 1.09757211199901
"7260" "FE" 2 2 56 15 6.23600898022664 1.09870804407145
"7261" "FE" 2 2 56 16 0.633595828448835 0.838067367260199
"7262" "FE" 2 2 56 16 0.795774715459477 0.890731743245029
"7263" "FE" 2 2 56 16 0.99945325388133 0.956872307687214
"7264" "FE" 2 2 56 16 1.00426769090986 0.958435700595498
"7265" "FE" 2 2 56 16 1.26122334653172 1.0130598001295
"7266" "FE" 2 2 56 16 1.55900224505666 1.07636217871614
"7267" "FE" 2 2 56 16 1.59154943091895 1.08328111854563
"7268" "FE" 2 2 56 16 1.99890650776266 1.13999476891872
"7269" "FE" 2 2 56 16 2.52244669306345 1.212883830416
"7270" "FE" 2 2 56 16 3.11800449011332 1.17211425292745
"7271" "FE" 2 2 56 16 3.99781301552532 1.11188597276799
"7272" "FE" 2 2 56 16 6.23600898022664 1.08679162510316
"7273" "FE" 2 2 56 17 0.633595828448835 0.811260312878301
"7274" "FE" 2 2 56 17 0.795774715459477 0.868436400365528
"7275" "FE" 2 2 56 17 0.99945325388133 0.940243169709767
"7276" "FE" 2 2 56 17 1.00426769090986 0.941940497135173
"7277" "FE" 2 2 56 17 1.26122334653172 0.995313517735401
"7278" "FE" 2 2 56 17 1.55900224505666 1.05716605508011
"7279" "FE" 2 2 56 17 1.59154943091895 1.06392652749432
"7280" "FE" 2 2 56 17 1.99890650776266 1.14863188896637
"7281" "FE" 2 2 56 17 2.52244669306345 1.25749623222181
"7282" "FE" 2 2 56 17 3.11800449011332 1.18679728594957
"7283" "FE" 2 2 56 17 3.99781301552532 1.08235480198565
"7284" "FE" 2 2 56 17 6.23600898022664 1.09557704595334
"7285" "FE" 2 2 56 18 0.633595828448835 0.888194021030096
"7286" "FE" 2 2 56 18 0.795774715459477 0.866674558295923
"7287" "FE" 2 2 56 18 0.99945325388133 0.839648520578497
"7288" "FE" 2 2 56 18 1.00426769090986 0.83900969452579
"7289" "FE" 2 2 56 18 1.26122334653172 0.980817146622474
"7290" "FE" 2 2 56 18 1.55900224505666 1.14515393378438
"7291" "FE" 2 2 56 18 1.59154943091895 1.16311591827108
"7292" "FE" 2 2 56 18 1.99890650776266 1.1875000042459
"7293" "FE" 2 2 56 18 2.52244669306345 1.21883872306371
"7294" "FE" 2 2 56 18 3.11800449011332 1.16914129892112
"7295" "FE" 2 2 56 18 3.99781301552532 1.09572404593869
"7296" "FE" 2 2 56 18 6.23600898022664 1.12479902802508
"7297" "FE" 2 2 56 19 0.633595828448835 0.895631395725429
"7298" "FE" 2 2 56 19 0.795774715459477 0.92826713651251
"7299" "FE" 2 2 56 19 0.99945325388133 0.9692539758376
"7300" "FE" 2 2 56 19 1.00426769090986 0.97022279934968
"7301" "FE" 2 2 56 19 1.26122334653172 0.999120098865035
"7302" "FE" 2 2 56 19 1.55900224505666 1.03260839083978
"7303" "FE" 2 2 56 19 1.59154943091895 1.03626865578304
"7304" "FE" 2 2 56 19 1.99890650776266 1.10509672416696
"7305" "FE" 2 2 56 19 2.52244669306345 1.19355538052519
"7306" "FE" 2 2 56 19 3.11800449011332 1.14835468804555
"7307" "FE" 2 2 56 19 3.99781301552532 1.08158038873304
"7308" "FE" 2 2 56 19 6.23600898022664 1.06749718483131
"7309" "FE" 2 2 56 20 0.633595828448835 0.808717909092169
"7310" "FE" 2 2 56 20 0.795774715459477 0.881678127789955
"7311" "FE" 2 2 56 20 0.99945325388133 0.973308000094657
"7312" "FE" 2 2 56 20 1.00426769090986 0.975473894712526
"7313" "FE" 2 2 56 20 1.26122334653172 1.01403543751548
"7314" "FE" 2 2 56 20 1.55900224505666 1.05872335735711
"7315" "FE" 2 2 56 20 1.59154943091895 1.06360773983045
"7316" "FE" 2 2 56 20 1.99890650776266 1.14889867083215
"7317" "FE" 2 2 56 20 2.52244669306345 1.25851559504786
"7318" "FE" 2 2 56 20 3.11800449011332 1.1826727690103
"7319" "FE" 2 2 56 20 3.99781301552532 1.07063130927336
"7320" "FE" 2 2 56 20 6.23600898022664 1.08213929976484
"7321" "FE" 2 2 56 21 0.633595828448835 0.910158501646666
"7322" "FE" 2 2 56 21 0.795774715459477 0.919984694764815
"7323" "FE" 2 2 56 21 0.99945325388133 0.932325294021881
"7324" "FE" 2 2 56 21 1.00426769090986 0.932616994062925
"7325" "FE" 2 2 56 21 1.26122334653172 0.982659541566162
"7326" "FE" 2 2 56 21 1.55900224505666 1.04065248450736
"7327" "FE" 2 2 56 21 1.59154943091895 1.04699110387212
"7328" "FE" 2 2 56 21 1.99890650776266 1.1079184172858
"7329" "FE" 2 2 56 21 2.52244669306345 1.18622292889912
"7330" "FE" 2 2 56 21 3.11800449011332 1.14155126865074
"7331" "FE" 2 2 56 21 3.99781301552532 1.07555850065154
"7332" "FE" 2 2 56 21 6.23600898022664 1.1529143805503
"7333" "FE" 2 2 56 22 0.633595828448835 0.702392389016954
"7334" "FE" 2 2 56 22 0.795774715459477 0.803033737257693
"7335" "FE" 2 2 56 22 0.99945325388133 0.929428011458954
"7336" "FE" 2 2 56 22 1.00426769090986 0.932415647164825
"7337" "FE" 2 2 56 22 1.26122334653172 1.01065939062041
"7338" "FE" 2 2 56 22 1.55900224505666 1.10133393010966
"7339" "FE" 2 2 56 22 1.59154943091895 1.11124464273689
"7340" "FE" 2 2 56 22 1.99890650776266 1.18302939577112
"7341" "FE" 2 2 56 22 2.52244669306345 1.27528801859047
"7342" "FE" 2 2 56 22 3.11800449011332 1.20288627370981
"7343" "FE" 2 2 56 22 3.99781301552532 1.09592827111753
"7344" "FE" 2 2 56 22 6.23600898022664 1.11183119343654
"7345" "FE" 2 2 56 23 0.633595828448835 0.906334368529282
"7346" "FE" 2 2 56 23 0.795774715459477 0.92221055695706
"7347" "FE" 2 2 56 23 0.99945325388133 0.942149273483506
"7348" "FE" 2 2 56 23 1.00426769090986 0.942620573483447
"7349" "FE" 2 2 56 23 1.26122334653172 0.991012919360944
"7350" "FE" 2 2 56 23 1.55900224505666 1.04709348866215
"7351" "FE" 2 2 56 23 1.59154943091895 1.0532230858947
"7352" "FE" 2 2 56 23 1.99890650776266 1.10419605160355
"7353" "FE" 2 2 56 23 2.52244669306345 1.16970711653783
"7354" "FE" 2 2 56 23 3.11800449011332 1.12900577998216
"7355" "FE" 2 2 56 23 3.99781301552532 1.06887831112065
"7356" "FE" 2 2 56 23 6.23600898022664 1.11951643567305
"7357" "FE" 2 2 56 24 0.633595828448835 0.871050775753365
"7358" "FE" 2 2 56 24 0.795774715459477 0.912318729752758
"7359" "FE" 2 2 56 24 0.99945325388133 0.964146663148953
"7360" "FE" 2 2 56 24 1.00426769090986 0.965371742254431
"7361" "FE" 2 2 56 24 1.26122334653172 0.992455155588886
"7362" "FE" 2 2 56 24 1.55900224505666 1.02384138435864
"7363" "FE" 2 2 56 24 1.59154943091895 1.02727189413064
"7364" "FE" 2 2 56 24 1.99890650776266 1.06109818364225
"7365" "FE" 2 2 56 24 2.52244669306345 1.10457213533143
"7366" "FE" 2 2 56 24 3.11800449011332 1.10065988687319
"7367" "FE" 2 2 56 24 3.99781301552532 1.09488038140094
"7368" "FE" 2 2 56 24 6.23600898022664 1.15000163128999
"7369" "FE" 2 2 56 25 0.633595828448835 0.816705368508917
"7370" "FE" 2 2 56 25 0.795774715459477 0.874417420469113
"7371" "FE" 2 2 56 25 0.99945325388133 0.946897301230703
"7372" "FE" 2 2 56 25 1.00426769090986 0.948610539279571
"7373" "FE" 2 2 56 25 1.26122334653172 1.01942734379356
"7374" "FE" 2 2 56 25 1.55900224505666 1.10149500637993
"7375" "FE" 2 2 56 25 1.59154943091895 1.11046498874172
"7376" "FE" 2 2 56 25 1.99890650776266 1.11503918208044
"7377" "FE" 2 2 56 25 2.52244669306345 1.12091799004594
"7378" "FE" 2 2 56 25 3.11800449011332 1.10953310163211
"7379" "FE" 2 2 56 25 3.99781301552532 1.09271437818165
"7380" "FE" 2 2 56 25 6.23600898022664 1.10051284994887
"7381" "FE" 2 2 56 26 0.633595828448835 0.846959713093276
"7382" "FE" 2 2 56 26 0.795774715459477 0.867396501244307
"7383" "FE" 2 2 56 26 0.99945325388133 0.893062820808861
"7384" "FE" 2 2 56 26 1.00426769090986 0.893669506620018
"7385" "FE" 2 2 56 26 1.26122334653172 0.980598388311512
"7386" "FE" 2 2 56 26 1.55900224505666 1.08133789753715
"7387" "FE" 2 2 56 26 1.59154943091895 1.09234870974273
"7388" "FE" 2 2 56 26 1.99890650776266 1.14117970782643
"7389" "FE" 2 2 56 26 2.52244669306345 1.20393789036064
"7390" "FE" 2 2 56 26 3.11800449011332 1.15373616614967
"7391" "FE" 2 2 56 26 3.99781301552532 1.07957391830406
"7392" "FE" 2 2 56 26 6.23600898022664 1.10830296634854
"7393" "FE" 2 2 56 27 0.633595828448835 0.7974552446542
"7394" "FE" 2 2 56 27 0.795774715459477 0.8587545560374
"7395" "FE" 2 2 56 27 0.99945325388133 0.935739633311835
"7396" "FE" 2 2 56 27 1.00426769090986 0.937559362624241
"7397" "FE" 2 2 56 27 1.26122334653172 1.02548703851392
"7398" "FE" 2 2 56 27 1.55900224505666 1.12738402308474
"7399" "FE" 2 2 56 27 1.59154943091895 1.13852134715996
"7400" "FE" 2 2 56 27 1.99890650776266 1.16044816102133
"7401" "FE" 2 2 56 27 2.52244669306345 1.18862876434112
"7402" "FE" 2 2 56 27 3.11800449011332 1.13193643899129
"7403" "FE" 2 2 56 27 3.99781301552532 1.04818572425749
"7404" "FE" 2 2 56 27 6.23600898022664 1.10715239606658
"7405" "FE" 2 2 56 28 0.633595828448835 0.871691827236521
"7406" "FE" 2 2 56 28 0.795774715459477 0.905547014436419
"7407" "FE" 2 2 56 28 0.99945325388133 0.948065342031188
"7408" "FE" 2 2 56 28 1.00426769090986 0.94907036598879
"7409" "FE" 2 2 56 28 1.26122334653172 0.995157136270499
"7410" "FE" 2 2 56 28 1.55900224505666 1.04856583691905
"7411" "FE" 2 2 56 28 1.59154943091895 1.05440339933627
"7412" "FE" 2 2 56 28 1.99890650776266 1.13026547143936
"7413" "FE" 2 2 56 28 2.52244669306345 1.22776431347223
"7414" "FE" 2 2 56 28 3.11800449011332 1.1683429551588
"7415" "FE" 2 2 56 28 3.99781301552532 1.08056068130615
"7416" "FE" 2 2 56 28 6.23600898022664 1.10396832778555
