"subject" "radius" "number" "durationTest" "freq" "pse"
"465" "MP" 4 2 56 0.50213384545493 0.846954139581985
"466" "MP" 4 2 56 0.630611673265862 0.897277750541478
"467" "MP" 4 2 56 0.795774715459477 0.927265552862921
"468" "MP" 4 2 56 0.99945325388133 0.964246415325814
"469" "MP" 4 2 56 1.26122334653172 0.948682477874822
"470" "MP" 4 2 56 1.55900224505666 0.930977582315735
"471" "MP" 4 2 112 0.158398957112209 1.0710517715993
"472" "MP" 4 2 112 0.251066922727465 1.05230455105918
"473" "MP" 4 2 112 0.316797914224418 1.06164427766929
"474" "MP" 4 2 112 0.397887357729738 1.07316628906845
"475" "MP" 4 2 112 0.50213384545493 1.0862103639854
"476" "MP" 4 2 112 0.630611673265862 1.10228643952235
"477" "MP" 4 2 112 0.795774715459477 1.12589373386524
"478" "MP" 4 2 112 0.99945325388133 1.15500617417872
"479" "MP" 4 2 112 1.26122334653172 1.16345328258613
"480" "MP" 4 2 112 1.55900224505666 1.17306236593026
"481" "SY" 2 1 56 0.316797914224418 0.794942835534694
"482" "SY" 2 1 56 0.397887357729738 0.878294711179183
"483" "SY" 2 1 56 0.50213384545493 0.985449723047958
"484" "SY" 2 1 56 0.630611673265862 1.02824901308428
"485" "SY" 2 1 56 0.795774715459477 1.08326909761223
"486" "SY" 2 1 56 0.99945325388133 1.03273401976553
"487" "SY" 2 1 56 1.26122334653172 0.967785733546858
"488" "SY" 2 1 56 1.55900224505666 1.0017924566086
"489" "SY" 2 1 56 1.99890650776266 1.05203007421557
"490" "SY" 2 1 56 3.11800449011332 1.07420042546003
"491" "SY" 2 1 112 0.316797914224418 0.911610390822843
"492" "SY" 2 1 112 0.397887357729738 0.929164520356133
"493" "SY" 2 1 112 0.50213384545493 0.951731654496084
"494" "SY" 2 1 112 0.630611673265862 0.958002874536998
"495" "SY" 2 1 112 0.795774715459477 0.966064761929329
"496" "SY" 2 1 112 0.99945325388133 0.962278965228975
"497" "SY" 2 1 112 1.26122334653172 0.957413414048738
"498" "SY" 2 1 112 1.55900224505666 0.955519025956147
"499" "SY" 2 1 112 1.99890650776266 0.952720475080721
"500" "SY" 2 1 112 3.11800449011332 0.976882854467061
"501" "SY" 2 2 56 0.316797914224418 0.81644019657374
"502" "SY" 2 2 56 0.397887357729738 0.827052465126044
"503" "SY" 2 2 56 0.50213384545493 0.840695322636856
"504" "SY" 2 2 56 0.630611673265862 0.915086066745801
"505" "SY" 2 2 56 0.795774715459477 1.01071814441574
"506" "SY" 2 2 56 0.99945325388133 1.02677251714956
"507" "SY" 2 2 56 1.26122334653172 1.04740578892448
"508" "SY" 2 2 56 1.55900224505666 1.05570301367151
"509" "SY" 2 2 56 1.99890650776266 1.06796037828979
"510" "SY" 2 2 56 3.11800449011332 1.13911848926065
"511" "SY" 2 2 112 0.316797914224418 0.834399244046035
"512" "SY" 2 2 112 0.397887357729738 0.875678644498069
"513" "SY" 2 2 112 0.50213384545493 0.928746372262706
"514" "SY" 2 2 112 0.630611673265862 0.926531596945836
"515" "SY" 2 2 112 0.795774715459477 0.923684420624892
"516" "SY" 2 2 112 0.99945325388133 0.934692067470088
"517" "SY" 2 2 112 1.26122334653172 0.948839226797015
"518" "SY" 2 2 112 1.55900224505666 0.960885967695153
"519" "SY" 2 2 112 1.99890650776266 0.978682435809772
"520" "SY" 2 2 112 3.11800449011332 0.918370073401223
"521" "SY" 4 1 56 0.158398957112209 0.696084299098775
"522" "SY" 4 1 56 0.251066922727465 0.839390187356276
"523" "SY" 4 1 56 0.316797914224418 0.938079878443414
"524" "SY" 4 1 56 0.397887357729738 1.05982902519619
"525" "SY" 4 1 56 0.50213384545493 1.06329653306667
"526" "SY" 4 1 56 0.630611673265862 1.0675700379956
"527" "SY" 4 1 56 0.795774715459477 1.03681453884138
"528" "SY" 4 1 56 0.99945325388133 0.998886955085545
"529" "SY" 4 1 56 1.26122334653172 1.02789826602831
"530" "SY" 4 1 56 1.55900224505666 1.06090034097826
"531" "SY" 4 1 112 0.158398957112209 0.862464676139671
"532" "SY" 4 1 112 0.251066922727465 0.920508351645188
"533" "SY" 4 1 112 0.316797914224418 0.920848200139626
"534" "SY" 4 1 112 0.397887357729738 0.921267456333128
"535" "SY" 4 1 112 0.50213384545493 0.945177937656575
"536" "SY" 4 1 112 0.630611673265862 0.974646236967036
"537" "SY" 4 1 112 0.795774715459477 0.953374457463079
"538" "SY" 4 1 112 0.99945325388133 0.927142166622135
"539" "SY" 4 1 112 1.26122334653172 0.929101899218548
"540" "SY" 4 1 112 1.55900224505666 0.931331210474294
"541" "SY" 4 2 56 0.158398957112209 0.770243203976837
"542" "SY" 4 2 56 0.251066922727465 0.985747780358871
"543" "SY" 4 2 56 0.316797914224418 1.01949638314231
"544" "SY" 4 2 56 0.397887357729738 1.06113055534124
"545" "SY" 4 2 56 0.50213384545493 1.05830277596747
"546" "SY" 4 2 56 0.630611673265862 1.05481769978507
"547" "SY" 4 2 56 0.795774715459477 1.04187021969012
"548" "SY" 4 2 56 0.99945325388133 1.02590342840945
"549" "SY" 4 2 56 1.26122334653172 1.03983095967268
"550" "SY" 4 2 56 1.55900224505666 1.05567434680963
"551" "SY" 4 2 112 0.158398957112209 0.915050594438201
"552" "SY" 4 2 112 0.251066922727465 0.965777291667936
"553" "SY" 4 2 112 0.316797914224418 0.968143596911014
"554" "SY" 4 2 112 0.397887357729738 0.971062803984496
"555" "SY" 4 2 112 0.50213384545493 0.962493420262644
"556" "SY" 4 2 112 0.630611673265862 0.951932145439034
"557" "SY" 4 2 112 0.795774715459477 0.932817212211497
"558" "SY" 4 2 112 0.99945325388133 0.909244737339958
"559" "SY" 4 2 112 1.26122334653172 0.904792854260302
"560" "SY" 4 2 112 1.55900224505666 0.899728575043377
