"subject" "radius" "number" "durationTest" "speed" "pse"
"171" "AD" 4 2 112 39.182 1.09196462798613
"172" "AD" 4 2 112 5.01199660813932 1.00342216060581
"173" "AD" 4 2 112 7.94415940652074 0.945218653292945
"174" "AD" 4 2 112 12.5897930372753 0.933457274303273
"175" "AD" 4 2 112 19.9535629847777 0.99132181330083
"176" "AD" 4 2 112 31.6243011303319 1.06097968585975
"177" "FE" 2 1 56 3.981 0.800047290656188
"178" "FE" 2 1 56 6.31 0.964300556647287
"179" "FE" 2 1 56 10 1.03090652918031
"180" "FE" 2 1 56 15.849 1.09633263505696
"181" "FE" 2 1 56 25.119 1.09176514888189
"182" "FE" 2 1 56 39.182 1.01266391146234
"183" "FE" 2 1 56 5.01199660813932 0.872758565929965
"184" "FE" 2 1 56 7.94415940652074 0.993797786063358
"185" "FE" 2 1 56 12.5897930372753 1.05987559627817
"186" "FE" 2 1 56 19.9535629847777 1.09431024728051
"187" "FE" 2 1 56 31.6243011303319 1.05517428141435
"188" "FE" 2 1 112 3.981 0.611381453016424
"189" "FE" 2 1 112 6.31 0.924860248469715
"190" "FE" 2 1 112 10 0.965444855314109
"191" "FE" 2 1 112 15.849 1.04574025930742
"192" "FE" 2 1 112 25.119 1.15238053334846
"193" "FE" 2 1 112 39.182 1.13961974559191
"194" "FE" 2 1 112 5.01199660813932 0.750151558141345
"195" "FE" 2 1 112 7.94415940652074 0.942833613519773
"196" "FE" 2 1 112 12.5897930372753 1.00099768112828
"197" "FE" 2 1 112 19.9535629847777 1.09295835224328
"198" "FE" 2 1 112 31.6243011303319 1.14647761313111
"199" "FE" 2 2 56 3.981 0.854971459339327
"200" "FE" 2 2 56 6.31 0.9299930627949
"201" "FE" 2 2 56 10 1.05721020845374
"202" "FE" 2 2 56 15.849 1.19229501952788
"203" "FE" 2 2 56 25.119 1.09408267183064
"204" "FE" 2 2 56 39.182 1.12290526743214
"205" "FE" 2 2 56 5.01199660813932 0.888181858094101
"206" "FE" 2 2 56 7.94415940652074 0.986332655003332
"207" "FE" 2 2 56 12.5897930372753 1.1170224333061
"208" "FE" 2 2 56 19.9535629847777 1.14880863689506
"209" "FE" 2 2 56 31.6243011303319 1.10741550719618
"210" "FE" 2 2 112 3.981 0.810427276524083
"211" "FE" 2 2 112 6.31 0.902654700850953
"212" "FE" 2 2 112 10 1.04870192172802
"213" "FE" 2 2 112 15.849 1.10795983188126
"214" "FE" 2 2 112 25.119 1.21869618490613
"215" "FE" 2 2 112 39.182 1.25288713593823
"216" "FE" 2 2 112 5.01199660813932 0.85125431029756
"217" "FE" 2 2 112 7.94415940652074 0.967333410821813
"218" "FE" 2 2 112 12.5897930372753 1.07493986378963
"219" "FE" 2 2 112 19.9535629847777 1.15699158330469
"220" "FE" 2 2 112 31.6243011303319 1.23451232885808
"221" "FE" 4 1 56 3.981 0.730174796027405
"222" "FE" 4 1 56 6.31 0.988829265924654
"223" "FE" 4 1 56 10 1.04501081632325
"224" "FE" 4 1 56 15.849 1.03083076730568
"225" "FE" 4 1 56 25.119 1.08080304859673
"226" "FE" 4 1 56 39.182 1.08782399689722
"227" "FE" 4 1 56 5.01199660813932 0.844675389047644
"228" "FE" 4 1 56 7.94415940652074 1.01370991878557
"229" "FE" 4 1 56 12.5897930372753 1.03873224011981
"230" "FE" 4 1 56 19.9535629847777 1.05295745296395
"231" "FE" 4 1 56 31.6243011303319 1.08405081812778
"232" "FE" 4 1 112 3.981 0.779589797845167
"233" "FE" 4 1 112 6.31 0.653149725153685
"234" "FE" 4 1 112 10 0.894514350745766
"235" "FE" 4 1 112 15.849 0.981943914243552
"236" "FE" 4 1 112 25.119 1.08824801003002
"237" "FE" 4 1 112 39.182 1.12016968531783
"238" "FE" 4 1 112 5.01199660813932 0.723617583986083
"239" "FE" 4 1 112 7.94415940652074 0.760040856132725
"240" "FE" 4 1 112 12.5897930372753 0.933226006549936
"241" "FE" 4 1 112 19.9535629847777 1.02901315444802
"242" "FE" 4 1 112 31.6243011303319 1.10301442618105
"243" "FE" 4 2 56 3.981 0.828758379728737
"244" "FE" 4 2 56 6.31 0.939145402436714
"245" "FE" 4 2 56 10 1.02301700734512
"246" "FE" 4 2 56 15.849 1.05356426269971
"247" "FE" 4 2 56 25.119 1.15458398411278
"248" "FE" 4 2 56 39.182 1.07837292195803
"249" "FE" 4 2 56 5.01199660813932 0.877624264655539
"250" "FE" 4 2 56 7.94415940652074 0.976288917911257
"251" "FE" 4 2 56 12.5897930372753 1.03654257910528
"252" "FE" 4 2 56 19.9535629847777 1.09829369196019
"253" "FE" 4 2 56 31.6243011303319 1.11933006185017
"254" "FE" 4 2 112 3.981 0.698622055758353
"255" "FE" 4 2 112 6.31 0.819922082820845
"256" "FE" 4 2 112 10 0.919431000911611
"257" "FE" 4 2 112 15.849 1.07197859351079
"258" "FE" 4 2 112 25.119 1.11434422638658
"259" "FE" 4 2 112 39.182 1.22686622704323
"260" "FE" 4 2 112 5.01199660813932 0.752318885500146
"261" "FE" 4 2 112 7.94415940652074 0.863990764265487
"262" "FE" 4 2 112 12.5897930372753 0.986975315010854
"263" "FE" 4 2 112 19.9535629847777 1.09073721363254
"264" "FE" 4 2 112 31.6243011303319 1.16639496222238
"265" "MA" 2 1 56 3.981 0.906325435657847
"266" "MA" 2 1 56 6.31 0.937639537644477
"267" "MA" 2 1 56 10 1.01521943646996
"268" "MA" 2 1 56 15.849 0.98920472450285
"269" "MA" 2 1 56 25.119 1.14971765813449
"270" "MA" 2 1 56 39.182 1.06300333630154
"271" "MA" 2 1 56 5.01199660813932 0.920187493594792
"272" "MA" 2 1 56 7.94415940652074 0.971996697921602
"273" "MA" 2 1 56 12.5897930372753 1.0037007632063
"274" "MA" 2 1 56 19.9535629847777 1.06027650939632
"275" "MA" 2 1 56 31.6243011303319 1.1096051091879
"276" "MA" 2 1 112 3.981 0.963534252487004
"277" "MA" 2 1 112 6.31 0.98870941892814
"278" "MA" 2 1 112 10 0.999054438789456
"279" "MA" 2 1 112 15.849 1.06921220639816
"280" "MA" 2 1 112 25.119 1.08088997486183
"281" "MA" 2 1 112 39.182 1.07652975304288
"282" "MA" 2 1 112 5.01199660813932 0.974678739910857
"283" "MA" 2 1 112 7.94415940652074 0.993290831263374
"284" "MA" 2 1 112 12.5897930372753 1.03011856907904
"285" "MA" 2 1 112 19.9535629847777 1.07438287912532
"286" "MA" 2 1 112 31.6243011303319 1.07887301148792
"287" "MA" 2 2 56 3.981 1.00783593176509
"288" "MA" 2 2 56 6.31 1.02642867254438
"289" "MA" 2 2 56 10 1.10721222102964
"290" "MA" 2 2 56 15.849 1.07555391818072
"291" "MA" 2 2 56 25.119 1.03667732978467
"292" "MA" 2 2 56 39.182 1.05202914344227
"293" "MA" 2 2 56 5.01199660813932 1.01606652544455
"294" "MA" 2 2 56 7.94415940652074 1.06220460632468
"295" "MA" 2 2 56 12.5897930372753 1.09319470482344
"296" "MA" 2 2 56 19.9535629847777 1.05834017430749
"297" "MA" 2 2 56 31.6243011303319 1.04377881387337
"298" "MA" 2 2 112 3.981 0.987950173548933
"299" "MA" 2 2 112 6.31 1.01387073488233
"300" "MA" 2 2 112 10 1.10286987144544
"301" "MA" 2 2 112 15.849 1.12129252370119
"302" "MA" 2 2 112 25.119 1.05762860173793
"303" "MA" 2 2 112 39.182 1.03032544666609
"304" "MA" 2 2 112 5.01199660813932 0.999424630747645
"305" "MA" 2 2 112 7.94415940652074 1.05328503737199
"306" "MA" 2 2 112 12.5897930372753 1.11102696779355
"307" "MA" 2 2 112 19.9535629847777 1.09310346463364
"308" "MA" 2 2 112 31.6243011303319 1.04499863334211
"309" "MA" 4 1 56 3.981 0.930303889306208
"310" "MA" 4 1 56 6.31 0.949735798700537
"311" "MA" 4 1 56 10 0.978973262598041
"312" "MA" 4 1 56 15.849 0.954336440940506
"313" "MA" 4 1 56 25.119 0.974113995030371
"314" "MA" 4 1 56 39.182 1.05530783572445
"315" "MA" 4 1 56 5.01199660813932 0.938905964306304
"316" "MA" 4 1 56 7.94415940652074 0.962683949554444
"317" "MA" 4 1 56 12.5897930372753 0.968064685202028
"318" "MA" 4 1 56 19.9535629847777 0.963093530093332
"319" "MA" 4 1 56 31.6243011303319 1.01167286466297
"320" "MA" 4 1 112 3.981 0.928542772290344
"321" "MA" 4 1 112 6.31 0.925340143338977
"322" "MA" 4 1 112 10 0.97976663099967
"323" "MA" 4 1 112 15.849 1.00333826973902
"324" "MA" 4 1 112 25.119 1.04838172393739
"325" "MA" 4 1 112 39.182 1.12131562794266
"326" "MA" 4 1 112 5.01199660813932 0.927125039535519
"327" "MA" 4 1 112 7.94415940652074 0.949443546258925
"328" "MA" 4 1 112 12.5897930372753 0.990203571653515
"329" "MA" 4 1 112 19.9535629847777 1.02328257338618
"330" "MA" 4 1 112 31.6243011303319 1.08211968939035
"331" "MA" 4 2 56 3.981 0.948259828699342
"332" "MA" 4 2 56 6.31 0.911998919261461
"333" "MA" 4 2 56 10 1.01064862075153
"334" "MA" 4 2 56 15.849 1.03502917640816
"335" "MA" 4 2 56 25.119 1.04586803435048
"336" "MA" 4 2 56 39.182 1.11460781879938
"337" "MA" 4 2 56 5.01199660813932 0.932207928897495
"338" "MA" 4 2 56 7.94415940652074 0.955687086643699
"339" "MA" 4 2 56 12.5897930372753 1.02144372987864
"340" "MA" 4 2 56 19.9535629847777 1.03982839702384
"341" "MA" 4 2 56 31.6243011303319 1.07766587246996
"342" "MA" 4 2 112 3.981 0.954576724406808
"343" "MA" 4 2 112 6.31 0.935667682012773
"344" "MA" 4 2 112 10 0.967112032519667
"345" "MA" 4 2 112 15.849 1.04890815037968
"346" "MA" 4 2 112 25.119 1.06135129368506
"347" "MA" 4 2 112 39.182 1.0679233742705
"348" "MA" 4 2 112 5.01199660813932 0.946206111022775
"349" "MA" 4 2 112 7.94415940652074 0.949593178262848
"350" "MA" 4 2 112 12.5897930372753 1.0033293374453
"351" "MA" 4 2 112 19.9535629847777 1.0544177151505
"352" "MA" 4 2 112 31.6243011303319 1.06439142475674
"353" "MC" 2 1 56 3.981 0.642658726920564
"354" "MC" 2 1 56 6.31 0.741669049341225
"355" "MC" 2 1 56 10 1.00185295705004
"356" "MC" 2 1 56 15.849 1.20897923181456
"357" "MC" 2 1 56 25.119 1.33136965577297
"358" "MC" 2 1 56 39.182 1.40800210060054
"359" "MC" 2 1 56 5.01199660813932 0.686488399134596
"360" "MC" 2 1 56 7.94415940652074 0.856894518232197
"361" "MC" 2 1 56 12.5897930372753 1.09356336638872
"362" "MC" 2 1 56 19.9535629847777 1.26317116319222
"363" "MC" 2 1 56 31.6243011303319 1.36681850238869
"364" "MC" 2 1 112 3.981 0.880544901002897
"365" "MC" 2 1 112 6.31 0.970966537991012
"366" "MC" 2 1 112 10 0.962990145417697
"367" "MC" 2 1 112 15.849 1.03062198444991
"368" "MC" 2 1 112 25.119 1.16060978110972
"369" "MC" 2 1 112 39.182 1.17946039052097
"370" "MC" 2 1 112 5.01199660813932 0.920572552800729
"371" "MC" 2 1 112 7.94415940652074 0.967434099792154
"372" "MC" 2 1 112 12.5897930372753 0.992935856791223
"373" "MC" 2 1 112 19.9535629847777 1.08817787427113
"374" "MC" 2 1 112 31.6243011303319 1.16932974773921
"375" "MC" 2 2 56 3.981 0.782622271294179
"376" "MC" 2 2 56 6.31 1.00132115508289
"377" "MC" 2 2 56 10 1.15279870710306
"378" "MC" 2 2 56 15.849 1.25025933041503
"379" "MC" 2 2 56 25.119 1.40339312170249
"380" "MC" 2 2 56 39.182 1.39145132468463
"381" "MC" 2 2 56 5.01199660813932 0.879435413153353
"382" "MC" 2 2 56 7.94415940652074 1.06840475034319
"383" "MC" 2 2 56 12.5897930372753 1.19595186895327
"384" "MC" 2 2 56 19.9535629847777 1.31806378472325
"385" "MC" 2 2 56 31.6243011303319 1.39786905246844
"386" "MC" 2 2 112 3.981 0.952896281309761
"387" "MC" 2 2 112 6.31 0.963643245462047
"388" "MC" 2 2 112 10 1.05670530242567
"389" "MC" 2 2 112 15.849 1.10480741611821
"390" "MC" 2 2 112 25.119 1.11537047979137
"391" "MC" 2 2 112 39.182 1.17217232169108
"392" "MC" 2 2 112 5.01199660813932 0.957653723812467
"393" "MC" 2 2 112 7.94415940652074 1.00485685949383
"394" "MC" 2 2 112 12.5897930372753 1.07800373277602
"395" "MC" 2 2 112 19.9535629847777 1.10948452077395
"396" "MC" 2 2 112 31.6243011303319 1.14164603168749
"397" "MC" 4 1 56 3.981 0.635069813046501
"398" "MC" 4 1 56 6.31 0.733370154090144
"399" "MC" 4 1 56 10 0.858679120663893
"400" "MC" 4 1 56 15.849 1.00977194493148
"401" "MC" 4 1 56 25.119 1.13787566792141
"402" "MC" 4 1 56 39.182 1.2747934023705
"403" "MC" 4 1 56 5.01199660813932 0.678585192262875
"404" "MC" 4 1 56 7.94415940652074 0.78886468700285
"405" "MC" 4 1 56 12.5897930372753 0.925579299202184
"406" "MC" 4 1 56 19.9535629847777 1.0664936061609
"407" "MC" 4 1 56 31.6243011303319 1.20121144923935
"408" "MC" 4 1 112 3.981 0.872342921135414
"409" "MC" 4 1 112 6.31 0.943852892303435
"410" "MC" 4 1 112 10 0.9691936481236
"411" "MC" 4 1 112 15.849 0.966787854966174
"412" "MC" 4 1 112 25.119 0.996821153792904
"413" "MC" 4 1 112 39.182 1.11965853155173
"414" "MC" 4 1 112 5.01199660813932 0.903998798216724
"415" "MC" 4 1 112 7.94415940652074 0.955075340675215
"416" "MC" 4 1 112 12.5897930372753 0.968128422210072
"417" "MC" 4 1 112 19.9535629847777 0.980085974348586
"418" "MC" 4 1 112 31.6243011303319 1.0536436050751
"419" "MC" 4 2 56 3.981 0.62506536283115
"420" "MC" 4 2 56 6.31 0.801476559608283
"421" "MC" 4 2 56 10 0.989868465810317
"422" "MC" 4 2 56 15.849 1.1544859096179
"423" "MC" 4 2 56 25.119 1.23365268924294
"424" "MC" 4 2 56 39.182 1.34129128566613
"425" "MC" 4 2 56 5.01199660813932 0.703158684220167
"426" "MC" 4 2 56 7.94415940652074 0.884908105850133
"427" "MC" 4 2 56 12.5897930372753 1.06275701253402
"428" "MC" 4 2 56 19.9535629847777 1.18953931126547
"429" "MC" 4 2 56 31.6243011303319 1.28344444654786
"430" "MC" 4 2 112 3.981 0.853160208619683
"431" "MC" 4 2 112 6.31 0.959292205432612
"432" "MC" 4 2 112 10 0.979993741838803
"433" "MC" 4 2 112 15.849 1.02042377256788
"434" "MC" 4 2 112 25.119 1.07359425287334
"435" "MC" 4 2 112 39.182 1.13213160451391
"436" "MC" 4 2 112 5.01199660813932 0.900142488022509
"437" "MC" 4 2 112 7.94415940652074 0.968460121543075
"438" "MC" 4 2 112 12.5897930372753 0.997895162949932
"439" "MC" 4 2 112 19.9535629847777 1.04396655415846
"440" "MC" 4 2 112 31.6243011303319 1.1006726216278
"441" "MP" 2 1 56 3.981 0.809562915305919
"442" "MP" 2 1 56 6.31 0.86865982378381
"443" "MP" 2 1 56 10 0.88524968147421
"444" "MP" 2 1 56 15.849 0.947692887653462
"445" "MP" 2 1 56 25.119 0.997462548988781
"446" "MP" 2 1 56 39.182 1.01655533244869
"447" "MP" 2 1 56 5.01199660813932 0.835723805040666
"448" "MP" 2 1 56 7.94415940652074 0.876006835165276
"449" "MP" 2 1 56 12.5897930372753 0.912897994106827
"450" "MP" 2 1 56 19.9535629847777 0.969729857414182
"451" "MP" 2 1 56 31.6243011303319 1.00629454115425
"452" "MP" 2 1 112 3.981 1.10596661347174
"453" "MP" 2 1 112 6.31 1.06623883253356
"454" "MP" 2 1 112 10 1.12906194129442
"455" "MP" 2 1 112 15.849 1.1357829084275
"456" "MP" 2 1 112 25.119 1.23579731206581
"457" "MP" 2 1 112 39.182 1.23505155927119
"458" "MP" 2 1 112 5.01199660813932 1.08838000660349
"459" "MP" 2 1 112 7.94415940652074 1.09406077674181
"460" "MP" 2 1 112 12.5897930372753 1.13203781988649
"461" "MP" 2 1 112 19.9535629847777 1.18006720390953
"462" "MP" 2 1 112 31.6243011303319 1.23545233969165
"463" "MP" 2 2 56 3.981 0.852376344913723
"464" "MP" 2 2 56 6.31 0.879514398839782
"465" "MP" 2 2 56 10 0.882125351998323
"466" "MP" 2 2 56 15.849 0.958619759190424
"467" "MP" 2 2 56 25.119 0.97877269261248
"468" "MP" 2 2 56 39.182 1.068717074494
"469" "MP" 2 2 56 5.01199660813932 0.864389759061112
"470" "MP" 2 2 56 7.94415940652074 0.88067068980564
"471" "MP" 2 2 56 12.5897930372753 0.91599519011366
"472" "MP" 2 2 56 19.9535629847777 0.967543058495587
"473" "MP" 2 2 56 31.6243011303319 1.02037941159995
"474" "MP" 2 2 112 3.981 1.06992233915277
"475" "MP" 2 2 112 6.31 1.13406767493924
"476" "MP" 2 2 112 10 1.1530806285884
"477" "MP" 2 2 112 15.849 1.18033824288013
"478" "MP" 2 2 112 25.119 1.17089401671786
"479" "MP" 2 2 112 39.182 1.18876496616785
"480" "MP" 2 2 112 5.01199660813932 1.09831805560782
"481" "MP" 2 2 112 7.94415940652074 1.14248778254128
"482" "MP" 2 2 112 12.5897930372753 1.16514962836707
"483" "MP" 2 2 112 19.9535629847777 1.17615653617835
"484" "MP" 2 2 112 31.6243011303319 1.17916080955418
"485" "MP" 4 1 56 3.981 0.83954102373649
"486" "MP" 4 1 56 6.31 0.792524484077189
"487" "MP" 4 1 56 10 0.853979051021185
"488" "MP" 4 1 56 15.849 0.867224388382211
"489" "MP" 4 1 56 25.119 0.910598457900608
"490" "MP" 4 1 56 39.182 0.933194857717767
"491" "MP" 4 1 56 5.01199660813932 0.818727845155474
"492" "MP" 4 1 56 7.94415940652074 0.819740353628731
"493" "MP" 4 1 56 12.5897930372753 0.859843759941333
"494" "MP" 4 1 56 19.9535629847777 0.886429523252156
"495" "MP" 4 1 56 31.6243011303319 0.921051162534896
"496" "MP" 4 1 112 3.981 1.05385565069725
"497" "MP" 4 1 112 6.31 1.04289109354427
"498" "MP" 4 1 112 10 1.05414858449637
"499" "MP" 4 1 112 15.849 1.10323549738746
"500" "MP" 4 1 112 25.119 1.1363410523182
"501" "MP" 4 1 112 39.182 1.1647312110091
"502" "MP" 4 1 112 5.01199660813932 1.04900188460259
"503" "MP" 4 1 112 7.94415940652074 1.04787660431207
