"subject" "radius" "number" "durationTest" "speedMatch" "pse"
"464" "MP" 2 2 56 18.0996288728952 0.966377324898182
"465" "MP" 2 2 56 25.1087211522822 0.998892178739177
"466" "MP" 2 2 112 3.92170437570779 1.06992233915277
"467" "MP" 2 2 112 6.06525559148159 1.13406767493924
"468" "MP" 2 2 112 8.66663620185264 1.1530806285884
"469" "MP" 2 2 112 15.4359414251913 1.18033824288013
"470" "MP" 2 2 112 22.3557817221364 1.17089401671786
"471" "MP" 2 2 112 34.6628274310807 1.18876496616785
"472" "MP" 2 2 112 5.2376425674387 1.10930152289313
"473" "MP" 2 2 112 8.33355939409299 1.15064623898686
"474" "MP" 2 2 112 10.698457486517 1.16126205918724
"475" "MP" 2 2 112 18.0996288728952 1.17670283142521
"476" "MP" 2 2 112 25.1087211522822 1.17489153509542
"477" "MP" 4 1 56 5.69220034625091 0.818175636266069
"478" "MP" 4 1 56 8.9404973966165 0.860094272486295
"479" "MP" 4 1 56 15.7255965861081 0.897970100135388
"480" "MP" 4 1 56 20.5618707512775 0.917443509488642
"481" "MP" 4 1 56 3.13697800358115 0.83954102373649
"482" "MP" 4 1 56 4.56699442793573 0.792524484077189
"483" "MP" 4 1 56 7.26274243659078 0.853979051021185
"484" "MP" 4 1 56 10.8966959379421 0.867224388382211
"485" "MP" 4 1 56 17.7089978970712 0.910598457900608
"486" "MP" 4 1 56 27.1266998401599 0.933194857717767
"487" "MP" 4 1 112 5.69220034625091 1.04758997318881
"488" "MP" 4 1 112 8.9404973966165 1.07681145333736
"489" "MP" 4 1 112 15.7255965861081 1.12670237196555
"490" "MP" 4 1 112 20.5618707512775 1.1449411878444
"491" "MP" 4 1 112 3.13697800358115 1.05385565069725
"492" "MP" 4 1 112 4.56699442793573 1.04289109354427
"493" "MP" 4 1 112 7.26274243659078 1.05414858449637
"494" "MP" 4 1 112 10.8966959379421 1.10323549738746
"495" "MP" 4 1 112 17.7089978970712 1.1363410523182
"496" "MP" 4 1 112 27.1266998401599 1.1647312110091
"497" "MP" 4 2 56 3.92170437570779 0.844620103016701
"498" "MP" 4 2 56 6.06525559148159 0.817467526220404
"499" "MP" 4 2 56 8.66663620185264 0.818960317009569
"500" "MP" 4 2 56 15.4359414251913 0.940144339794387
"501" "MP" 4 2 56 22.3557817221364 0.944044478646624
"502" "MP" 4 2 56 3.05988572094951 0.859691471632968
"503" "MP" 4 2 56 5.2376425674387 0.821607153071491
"504" "MP" 4 2 56 8.33355939409299 0.80612172684929
"505" "MP" 4 2 56 10.698457486517 0.897277750541478
"506" "MP" 4 2 56 18.0996288728952 0.964246415325814
"507" "MP" 4 2 56 25.1087211522822 0.930977582315735
"508" "MP" 4 2 112 3.92170437570779 1.06363280542207
"509" "MP" 4 2 112 6.06525559148159 1.05788139535034
"510" "MP" 4 2 112 8.66663620185264 1.0772676272131
"511" "MP" 4 2 112 15.4359414251913 1.13603229989324
"512" "MP" 4 2 112 22.3557817221364 1.16597049151205
"513" "MP" 4 2 112 3.05988572094951 1.0710517715993
"514" "MP" 4 2 112 5.2376425674387 1.05230455105918
"515" "MP" 4 2 112 8.33355939409299 1.07316628906845
"516" "MP" 4 2 112 10.698457486517 1.10228643952235
"517" "MP" 4 2 112 18.0996288728952 1.15500617417872
"518" "MP" 4 2 112 25.1087211522822 1.17306236593026
"519" "SY" 2 1 56 7.59341050332033 0.794942835534694
"520" "SY" 2 1 56 10.6128418682457 0.985449723047958
"521" "SY" 2 1 56 16.9479394879762 1.08326909761223
"522" "SY" 2 1 56 24.0485125822415 0.967785733546858
"523" "SY" 2 1 56 41.1522193692785 1.05203007421557
"524" "SY" 2 1 56 64.7417715231776 1.07420042546003
"525" "SY" 2 1 56 11.2197647238112 0.994821135724422
"526" "SY" 2 1 56 17.3567101069045 1.07662087280302
"527" "SY" 2 1 56 28.2717201007061 0.988587150299971
"528" "SY" 2 1 112 7.59341050332033 0.911610390822843
"529" "SY" 2 1 112 10.6128418682457 0.951731654496084
"530" "SY" 2 1 112 16.9479394879762 0.966064761929329
"531" "SY" 2 1 112 24.0485125822415 0.957413414048738
"532" "SY" 2 1 112 41.1522193692785 0.952720475080721
"533" "SY" 2 1 112 64.7417715231776 0.976882854467061
"534" "SY" 2 1 112 11.2197647238112 0.953104812577408
"535" "SY" 2 1 112 17.3567101069045 0.96556671525327
"536" "SY" 2 1 112 28.2717201007061 0.956254644468541
"537" "SY" 2 2 56 6.80165966858421 0.81644019657374
"538" "SY" 2 2 56 10.7896091999187 0.840695322636856
"539" "SY" 2 2 56 15.4602031329659 1.01071814441574
"540" "SY" 2 2 56 24.6100326666198 1.04740578892448
"541" "SY" 2 2 56 50.3672330254468 1.06796037828979
"542" "SY" 2 2 56 80.7161273325727 1.13911848926065
"543" "SY" 2 2 56 6.92415045014067 0.817185198315833
"544" "SY" 2 2 56 10.4556315515946 0.838664035656237
"545" "SY" 2 2 56 16.7791763863372 1.01600676992054
"546" "SY" 2 2 56 26.8923136876834 1.0492270796141
"547" "SY" 2 2 112 6.80165966858421 0.834399244046035
"548" "SY" 2 2 112 10.7896091999187 0.928746372262706
"549" "SY" 2 2 112 15.4602031329659 0.923684420624892
"550" "SY" 2 2 112 24.6100326666198 0.948839226797015
"551" "SY" 2 2 112 50.3672330254468 0.978682435809772
"552" "SY" 2 2 112 80.7161273325727 0.918370073401223
"553" "SY" 2 2 112 6.92415045014067 0.837297137658295
"554" "SY" 2 2 112 10.4556315515946 0.920845110784757
"555" "SY" 2 2 112 16.7791763863372 0.927310555561367
"556" "SY" 2 2 112 26.8923136876834 0.951483558812474
"557" "SY" 4 1 56 7.59341050332033 1.06076940532116
"558" "SY" 4 1 56 10.6128418682457 1.06643185370596
"559" "SY" 4 1 56 16.9479394879762 1.00346180862561
"560" "SY" 4 1 56 24.0485125822415 1.0369062816328
"561" "SY" 4 1 56 3.23299474712987 0.696084299098775
"562" "SY" 4 1 56 4.79249208265067 0.839390187356276
"563" "SY" 4 1 56 7.09196429995823 1.05982902519619
"564" "SY" 4 1 56 11.2197647238112 1.0675700379956
"565" "SY" 4 1 56 17.3567101069045 0.998886955085545
"566" "SY" 4 1 56 28.2717201007061 1.06090034097826
"567" "SY" 4 1 112 7.59341050332033 0.927751923637869
"568" "SY" 4 1 112 10.6128418682457 0.96679779502645
"569" "SY" 4 1 112 16.9479394879762 0.930306325177301
"570" "SY" 4 1 112 24.0485125822415 0.929710396429995
"571" "SY" 4 1 112 3.23299474712987 0.862464676139671
"572" "SY" 4 1 112 4.79249208265067 0.920508351645188
"573" "SY" 4 1 112 7.09196429995823 0.921267456333128
"574" "SY" 4 1 112 11.2197647238112 0.974646236967036
"575" "SY" 4 1 112 17.3567101069045 0.927142166622135
"576" "SY" 4 1 112 28.2717201007061 0.931331210474294
"577" "SY" 4 2 56 6.80165966858421 1.05591188222178
"578" "SY" 4 2 56 10.7896091999187 1.05329059424389
"579" "SY" 4 2 56 15.4602031329659 1.03193440495533
"580" "SY" 4 2 56 24.6100326666198 1.04895579844825
"581" "SY" 4 2 56 3.13226102976834 0.770243203976837
"582" "SY" 4 2 56 5.15479360173803 0.985747780358871
"583" "SY" 4 2 56 6.92415045014067 1.06113055534124
"584" "SY" 4 2 56 10.4556315515946 1.05481769978507
"585" "SY" 4 2 56 16.7791763863372 1.02590342840945
"586" "SY" 4 2 56 26.8923136876834 1.05567434680963
"587" "SY" 4 2 112 6.80165966858421 0.970696893323135
"588" "SY" 4 2 112 10.7896091999187 0.949677612492315
"589" "SY" 4 2 112 15.4602031329659 0.918148532760066
"590" "SY" 4 2 112 24.6100326666198 0.901876133803403
"591" "SY" 4 2 112 3.13226102976834 0.915050594438201
"592" "SY" 4 2 112 5.15479360173803 0.965777291667936
"593" "SY" 4 2 112 6.92415045014067 0.971062803984496
"594" "SY" 4 2 112 10.4556315515946 0.951932145439034
"595" "SY" 4 2 112 16.7791763863372 0.909244737339958
"596" "SY" 4 2 112 26.8923136876834 0.899728575043377
