"subject" "radius" "number" "durationTest" "speedMatch" "pse"
"162" "AD" 4 2 112 6.18968998899636 1.00379359669941
"163" "AD" 4 2 112 9.83001827909247 0.966667886339994
"164" "AD" 4 2 112 13.1570635459449 0.960214823815591
"165" "AD" 4 2 112 19.0310357475796 1.00318305024546
"166" "AD" 4 2 112 26.5522810575907 1.0488209139686
"167" "AD" 4 2 112 5.66541125646452 1.03033399535651
"168" "AD" 4 2 112 8.34885492331197 0.969540717629346
"169" "AD" 4 2 112 7.95121465293476 0.914620483383409
"170" "AD" 4 2 112 14.7304958999504 0.957163029642703
"171" "AD" 4 2 112 21.9397672931848 1.03430934843113
"172" "AD" 4 2 112 40.2655481919691 1.09196462798613
"173" "FE" 2 1 56 3.13943221972073 0.800047290656188
"174" "FE" 2 1 56 6.03873573726337 0.964300556647287
"175" "FE" 2 1 56 9.40131879360728 1.03090652918031
"176" "FE" 2 1 56 17.2882083816664 1.09633263505696
"177" "FE" 2 1 56 24.1500926640672 1.09176514888189
"178" "FE" 2 1 56 39.4570205743145 1.01266391146234
"179" "FE" 2 1 56 5.71588417707134 0.946010155911041
"180" "FE" 2 1 56 8.00086154871768 1.00316630232976
"181" "FE" 2 1 56 11.3756102478905 1.04728436739867
"182" "FE" 2 1 56 16.5696391244732 1.09037170612853
"183" "FE" 2 1 56 27.219246922881 1.07590475539685
"184" "FE" 2 1 112 3.13943221972073 0.611381453016424
"185" "FE" 2 1 112 6.03873573726337 0.924860248469715
"186" "FE" 2 1 112 9.40131879360728 0.965444855314109
"187" "FE" 2 1 112 17.2882083816664 1.04574025930742
"188" "FE" 2 1 112 24.1500926640672 1.15238053334846
"189" "FE" 2 1 112 39.4570205743145 1.13961974559191
"190" "FE" 2 1 112 5.71588417707134 0.889952858613204
"191" "FE" 2 1 112 8.00086154871768 0.94854207381136
"192" "FE" 2 1 112 11.3756102478905 0.985544861552592
"193" "FE" 2 1 112 16.5696391244732 1.03842459853148
"194" "FE" 2 1 112 27.219246922881 1.14982189935485
"195" "FE" 2 2 56 4.76883216331673 0.854971459339327
"196" "FE" 2 2 56 8.62894005884073 0.9299930627949
"197" "FE" 2 2 56 12.5414616127008 1.05721020845374
"198" "FE" 2 2 56 19.821424767496 1.19229501952788
"199" "FE" 2 2 56 28.1814860658623 1.09408267183064
"200" "FE" 2 2 56 46.4474962461851 1.12290526743214
"201" "FE" 2 2 56 6.85518579144495 0.895519961814873
"202" "FE" 2 2 56 10.9924287796544 1.00684280910802
"203" "FE" 2 2 56 14.3139130931924 1.09009928608905
"204" "FE" 2 2 56 19.2648247892324 1.18196691740581
"205" "FE" 2 2 56 29.0197851515178 1.09540545416244
"206" "FE" 2 2 56 45.4103794197709 1.12126876342365
"207" "FE" 2 2 112 4.76883216331673 0.810427276524083
"208" "FE" 2 2 112 8.62894005884073 0.902654700850953
"209" "FE" 2 2 112 12.5414616127008 1.04870192172802
"210" "FE" 2 2 112 19.821424767496 1.10795983188126
"211" "FE" 2 2 112 28.1814860658623 1.21869618490613
"212" "FE" 2 2 112 46.4474962461851 1.25288713593823
"213" "FE" 2 2 112 6.85518579144495 0.860275370558036
"214" "FE" 2 2 112 10.9924287796544 0.990879380126797
"215" "FE" 2 2 112 14.3139130931924 1.0631294357619
"216" "FE" 2 2 112 19.2648247892324 1.10342918374446
"217" "FE" 2 2 112 29.0197851515178 1.22026534219362
"218" "FE" 2 2 112 45.4103794197709 1.25094582471173
"219" "FE" 4 1 56 6.03873573726337 0.766720890615993
"220" "FE" 4 1 56 9.40131879360728 1.01214355279411
"221" "FE" 4 1 56 17.2882083816664 1.03420258584842
"222" "FE" 4 1 56 24.1500926640672 1.06640133138326
"223" "FE" 4 1 56 39.4570205743145 1.08752869850327
"224" "FE" 4 1 56 5.71588417707134 0.730174796027405
"225" "FE" 4 1 56 8.00086154871768 0.988829265924654
"226" "FE" 4 1 56 11.3756102478905 1.04501081632325
"227" "FE" 4 1 56 16.5696391244732 1.03083076730568
"228" "FE" 4 1 56 27.219246922881 1.08080304859673
"229" "FE" 4 1 56 39.9943359200526 1.08782399689722
"230" "FE" 4 1 112 6.03873573726337 0.761724686686615
"231" "FE" 4 1 112 9.40131879360728 0.753311505689625
"232" "FE" 4 1 112 17.2882083816664 0.989116653051576
"233" "FE" 4 1 112 24.1500926640672 1.05761179558077
"234" "FE" 4 1 112 39.4570205743145 1.11882707189278
"235" "FE" 4 1 112 5.71588417707134 0.779589797845167
"236" "FE" 4 1 112 8.00086154871768 0.653149725153685
"237" "FE" 4 1 112 11.3756102478905 0.894514350745766
"238" "FE" 4 1 112 16.5696391244732 0.981943914243552
"239" "FE" 4 1 112 27.219246922881 1.08824801003002
"240" "FE" 4 1 112 39.9943359200526 1.12016968531783
"241" "FE" 4 2 56 8.62894005884073 0.876084450049332
"242" "FE" 4 2 56 12.5414616127008 0.978260405700128
"243" "FE" 4 2 56 19.821424767496 1.059328260979
"244" "FE" 4 2 56 28.1814860658623 1.14590278634788
"245" "FE" 4 2 56 6.85518579144495 0.828758379728737
"246" "FE" 4 2 56 10.9924287796544 0.939145402436714
"247" "FE" 4 2 56 14.3139130931924 1.02301700734512
"248" "FE" 4 2 56 19.2648247892324 1.05356426269971
"249" "FE" 4 2 56 29.0197851515178 1.15458398411278
"250" "FE" 4 2 56 45.4103794197709 1.07837292195803
"251" "FE" 4 2 112 8.62894005884073 0.750626842823189
"252" "FE" 4 2 112 12.5414616127008 0.866329823081804
"253" "FE" 4 2 112 19.821424767496 1.07439589808836
"254" "FE" 4 2 112 28.1814860658623 1.11070350720536
"255" "FE" 4 2 112 6.85518579144495 0.698622055758353
"256" "FE" 4 2 112 10.9924287796544 0.819922082820845
"257" "FE" 4 2 112 14.3139130931924 0.919431000911611
"258" "FE" 4 2 112 19.2648247892324 1.07197859351079
"259" "FE" 4 2 112 29.0197851515178 1.11434422638658
"260" "FE" 4 2 112 45.4103794197709 1.22686622704323
"261" "MA" 2 1 56 3.51015079720055 0.906325435657847
"262" "MA" 2 1 56 6.49136095865141 0.937639537644477
"263" "MA" 2 1 56 8.96275627046939 1.01521943646996
"264" "MA" 2 1 56 14.6431857206676 0.98920472450285
"265" "MA" 2 1 56 27.2285284872824 1.14971765813449
"266" "MA" 2 1 56 52.9817597321351 1.06300333630154
"267" "MA" 2 1 56 4.04775917421211 0.911972378555161
"268" "MA" 2 1 56 5.26064563835994 0.924712322530813
"269" "MA" 2 1 56 8.85629760362432 1.01187757830448
"270" "MA" 2 1 56 16.1076791402996 1.00788281213451
"271" "MA" 2 1 56 21.8531479781055 1.0811602806427
"272" "MA" 2 1 56 34.2615292062405 1.12603667294095
"273" "MA" 2 1 112 3.51015079720055 0.963534252487004
"274" "MA" 2 1 112 6.49136095865141 0.98870941892814
"275" "MA" 2 1 112 8.96275627046939 0.999054438789456
"276" "MA" 2 1 112 14.6431857206676 1.06921220639816
"277" "MA" 2 1 112 27.2285284872824 1.08088997486183
"278" "MA" 2 1 112 52.9817597321351 1.07652975304288
"279" "MA" 2 1 112 4.04775917421211 0.968074147240626
"280" "MA" 2 1 112 5.26064563835994 0.978316504188136
"281" "MA" 2 1 112 8.85629760362432 0.998608813187734
"282" "MA" 2 1 112 16.1076791402996 1.07057108993341
"283" "MA" 2 1 112 21.8531479781055 1.07590223236213
"284" "MA" 2 1 112 34.2615292062405 1.07969923328475
"285" "MA" 2 2 56 3.61826920904017 1.00783593176509
"286" "MA" 2 2 56 7.48669316618493 1.02642867254438
"287" "MA" 2 2 56 12.0594885349691 1.10721222102964
"288" "MA" 2 2 56 17.7722797273504 1.07555391818072
"289" "MA" 2 2 56 31.1668224818146 1.03667732978467
"290" "MA" 2 2 56 72.6229910274853 1.05202914344227
"291" "MA" 2 2 56 3.81692678336021 1.00879073631188
"292" "MA" 2 2 56 6.56089110533682 1.02197900572374
"293" "MA" 2 2 56 10.6554014174253 1.08240745051401
"294" "MA" 2 2 56 14.1954933202497 1.09537522504958
"295" "MA" 2 2 56 22.2811268093619 1.06246735036267
"296" "MA" 2 2 56 31.8319976411639 1.03692365368421
"297" "MA" 2 2 112 3.61826920904017 0.987950173548933
"298" "MA" 2 2 112 7.48669316618493 1.01387073488233
"299" "MA" 2 2 112 12.0594885349691 1.10286987144544
"300" "MA" 2 2 112 17.7722797273504 1.12129252370119
"301" "MA" 2 2 112 31.1668224818146 1.05762860173793
"302" "MA" 2 2 112 72.6229910274853 1.03032544666609
"303" "MA" 2 2 112 3.81692678336021 0.989281288208689
"304" "MA" 2 2 112 6.56089110533682 1.00766735351394
"305" "MA" 2 2 112 10.6554014174253 1.07554248610608
"306" "MA" 2 2 112 14.1954933202497 1.10975807583637
"307" "MA" 2 2 112 22.2811268093619 1.09986208788599
"308" "MA" 2 2 112 31.8319976411639 1.05719051541296
"309" "MA" 4 1 56 6.49136095865141 0.959743161785935
"310" "MA" 4 1 56 8.96275627046939 0.978611565564766
"311" "MA" 4 1 56 14.6431857206676 0.959312108406853
"312" "MA" 4 1 56 27.2285284872824 1.00928762329886
"313" "MA" 4 1 56 4.04775917421211 0.930303889306208
"314" "MA" 4 1 56 5.26064563835994 0.949735798700537
"315" "MA" 4 1 56 8.85629760362432 0.978973262598041
"316" "MA" 4 1 56 16.1076791402996 0.954336440940506
"317" "MA" 4 1 56 21.8531479781055 0.974113995030371
"318" "MA" 4 1 56 34.2615292062405 1.05530783572445
"319" "MA" 4 1 112 6.49136095865141 0.943969174413386
"320" "MA" 4 1 112 8.96275627046939 0.980112689915871
"321" "MA" 4 1 112 14.6431857206676 0.998577727261821
"322" "MA" 4 1 112 27.2285284872824 1.07997710119411
"323" "MA" 4 1 112 4.04775917421211 0.928542772290344
"324" "MA" 4 1 112 5.26064563835994 0.925340143338977
"325" "MA" 4 1 112 8.85629760362432 0.97976663099967
"326" "MA" 4 1 112 16.1076791402996 1.00333826973902
"327" "MA" 4 1 112 21.8531479781055 1.04838172393739
"328" "MA" 4 1 112 34.2615292062405 1.12131562794266
"329" "MA" 4 2 56 7.48669316618493 0.934304418571578
"330" "MA" 4 2 56 12.0594885349691 1.02031854601215
"331" "MA" 4 2 56 17.7722797273504 1.03982388789351
"332" "MA" 4 2 56 31.1668224818146 1.1098204022507
"333" "MA" 4 2 56 3.81692678336021 0.948259828699342
"334" "MA" 4 2 56 6.56089110533682 0.911998919261461
"335" "MA" 4 2 56 10.6554014174253 1.01064862075153
"336" "MA" 4 2 56 14.1954933202497 1.03502917640816
"337" "MA" 4 2 56 22.2811268093619 1.04586803435048
"338" "MA" 4 2 56 31.8319976411639 1.11460781879938
"339" "MA" 4 2 112 7.48669316618493 0.94277750523519
"340" "MA" 4 2 112 12.0594885349691 0.999554375403678
"341" "MA" 4 2 112 17.7722797273504 1.05441253861299
"342" "MA" 4 2 112 31.1668224818146 1.06746565844252
"343" "MA" 4 2 112 3.81692678336021 0.954576724406808
"344" "MA" 4 2 112 6.56089110533682 0.935667682012773
"345" "MA" 4 2 112 10.6554014174253 0.967112032519667
"346" "MA" 4 2 112 14.1954933202497 1.04890815037968
"347" "MA" 4 2 112 22.2811268093619 1.06135129368506
"348" "MA" 4 2 112 31.8319976411639 1.0679233742705
"349" "MC" 2 1 56 5.69647348576017 0.642658726920564
"350" "MC" 2 1 56 8.95285532412459 0.741669049341225
"351" "MC" 2 1 56 12.9294821194041 1.00185295705004
"352" "MC" 2 1 56 22.2002837818154 1.20897923181456
"353" "MC" 2 1 56 37.2013569017024 1.33136965577297
"354" "MC" 2 1 56 44.7660200379512 1.40800210060054
"355" "MC" 2 1 56 8.14991363647719 0.717255599283756
"356" "MC" 2 1 56 12.452797065191 0.97066426710338
"357" "MC" 2 1 56 16.5594764468921 1.08295351661841
"358" "MC" 2 1 56 29.3256466801744 1.26711348521218
"359" "MC" 2 1 112 5.69647348576017 0.880544901002897
"360" "MC" 2 1 112 8.95285532412459 0.970966537991012
"361" "MC" 2 1 112 12.9294821194041 0.962990145417697
"362" "MC" 2 1 112 22.2002837818154 1.03062198444991
"363" "MC" 2 1 112 37.2013569017024 1.16060978110972
"364" "MC" 2 1 112 44.7660200379512 1.17946039052097
"365" "MC" 2 1 112 8.14991363647719 0.948670841292389
"366" "MC" 2 1 112 12.452797065191 0.963946289235555
"367" "MC" 2 1 112 16.5594764468921 0.989471479069771
"368" "MC" 2 1 112 29.3256466801744 1.09236491551605
"369" "MC" 2 2 56 5.28459552809041 0.782622271294179
"370" "MC" 2 2 56 8.78962527343434 1.00132115508289
"371" "MC" 2 2 56 13.5077616914474 1.15279870710306
"372" "MC" 2 2 56 26.1406977287567 1.25025933041503
"373" "MC" 2 2 56 40.4482036315304 1.40339312170249
"374" "MC" 2 2 56 51.5698934838156 1.39145132468463
"375" "MC" 2 2 56 5.50899638938514 0.796623926473162
"376" "MC" 2 2 56 8.02629013448469 0.953692303126141
"377" "MC" 2 2 56 10.4833093453556 1.05569752201681
"378" "MC" 2 2 56 16.3917406893154 1.17504803931853
"379" "MC" 2 2 56 27.0575110634895 1.26007201913972
"380" "MC" 2 2 112 5.28459552809041 0.952896281309761
"381" "MC" 2 2 112 8.78962527343434 0.963643245462047
"382" "MC" 2 2 112 13.5077616914474 1.05670530242567
"383" "MC" 2 2 112 26.1406977287567 1.10480741611821
"384" "MC" 2 2 112 40.4482036315304 1.11537047979137
"385" "MC" 2 2 112 51.5698934838156 1.17217232169108
"386" "MC" 2 2 112 5.50899638938514 0.953584329111718
"387" "MC" 2 2 112 8.02629013448469 0.961302741680198
"388" "MC" 2 2 112 10.4833093453556 0.997050020852805
"389" "MC" 2 2 112 16.3917406893154 1.06768655692048
"390" "MC" 2 2 112 27.0575110634895 1.10548428864211
"391" "MC" 4 1 56 5.69647348576017 0.751686688348717
"392" "MC" 4 1 56 8.95285532412459 0.886873871769454
"393" "MC" 4 1 56 12.9294821194041 1.02464165460749
"394" "MC" 4 1 56 22.2002837818154 1.19837357345208
"395" "MC" 4 1 56 3.23632003664934 0.635069813046501
"396" "MC" 4 1 56 5.27645760613619 0.733370154090144
"397" "MC" 4 1 56 8.14991363647719 0.858679120663893
"398" "MC" 4 1 56 12.452797065191 1.00977194493148
"399" "MC" 4 1 56 16.5594764468921 1.13787566792141
"400" "MC" 4 1 56 29.3256466801744 1.2747934023705
"401" "MC" 4 1 112 5.69647348576017 0.94755697537753
"402" "MC" 4 1 112 8.95285532412459 0.968744713903104
"403" "MC" 4 1 112 12.9294821194041 0.970273986545671
"404" "MC" 4 1 112 22.2002837818154 1.05109757098013
"405" "MC" 4 1 112 3.23632003664934 0.872342921135414
"406" "MC" 4 1 112 5.27645760613619 0.943852892303435
"407" "MC" 4 1 112 8.14991363647719 0.9691936481236
"408" "MC" 4 1 112 12.452797065191 0.966787854966174
"409" "MC" 4 1 112 16.5594764468921 0.996821153792904
"410" "MC" 4 1 112 29.3256466801744 1.11965853155173
"411" "MC" 4 2 56 5.28459552809041 0.775868660754674
"412" "MC" 4 2 56 8.78962527343434 1.04101103677046
"413" "MC" 4 2 56 13.5077616914474 1.19501039715625
"414" "MC" 4 2 56 26.1406977287567 1.33203883628173
"415" "MC" 4 2 56 3.96311303811425 0.62506536283115
"416" "MC" 4 2 56 5.50899638938514 0.801476559608283
"417" "MC" 4 2 56 8.02629013448469 0.989868465810317
"418" "MC" 4 2 56 10.4833093453556 1.1544859096179
"419" "MC" 4 2 56 16.3917406893154 1.23365268924294
"420" "MC" 4 2 56 27.0575110634895 1.34129128566613
"421" "MC" 4 2 112 5.28459552809041 0.943886054977488
"422" "MC" 4 2 112 8.78962527343434 0.992554353081797
"423" "MC" 4 2 112 13.5077616914474 1.04764107857366
"424" "MC" 4 2 112 26.1406977287567 1.12709982315342
"425" "MC" 4 2 112 3.96311303811425 0.853160208619683
"426" "MC" 4 2 112 5.50899638938514 0.959292205432612
"427" "MC" 4 2 112 8.02629013448469 0.979993741838803
"428" "MC" 4 2 112 10.4833093453556 1.02042377256788
"429" "MC" 4 2 112 16.3917406893154 1.07359425287334
"430" "MC" 4 2 112 27.0575110634895 1.13213160451391
"431" "MP" 2 1 56 3.06693235292892 0.809562915305919
"432" "MP" 2 1 56 5.69220034625091 0.86865982378381
"433" "MP" 2 1 56 8.9404973966165 0.88524968147421
"434" "MP" 2 1 56 15.7255965861081 0.947692887653462
"435" "MP" 2 1 56 20.5618707512775 0.997462548988781
"436" "MP" 2 1 56 33.312408944368 1.01655533244869
"437" "MP" 2 1 56 3.13697800358115 0.811139699625234
"438" "MP" 2 1 56 4.56699442793573 0.843330527368129
"439" "MP" 2 1 56 7.26274243659078 0.876680971287112
"440" "MP" 2 1 56 10.8966959379421 0.903252558872484
"441" "MP" 2 1 56 17.7089978970712 0.968103891696531
"442" "MP" 2 1 56 27.1266998401599 1.00729278974782
"443" "MP" 2 1 112 3.06693235292892 1.10596661347174
"444" "MP" 2 1 112 5.69220034625091 1.06623883253356
"445" "MP" 2 1 112 8.9404973966165 1.12906194129442
"446" "MP" 2 1 112 15.7255965861081 1.1357829084275
"447" "MP" 2 1 112 20.5618707512775 1.23579731206581
"448" "MP" 2 1 112 33.312408944368 1.23505155927119
"449" "MP" 2 1 112 3.13697800358115 1.10490662330241
"450" "MP" 2 1 112 4.56699442793573 1.08326640242238
"451" "MP" 2 1 112 7.26274243659078 1.09661362123825
"452" "MP" 2 1 112 10.8966959379421 1.13099965004927
"453" "MP" 2 1 112 17.7089978970712 1.17679975166605
"454" "MP" 2 1 112 27.1266998401599 1.23541334869383
"455" "MP" 2 2 56 3.92170437570779 0.852376344913723
"456" "MP" 2 2 56 6.06525559148159 0.879514398839782
"457" "MP" 2 2 56 8.66663620185264 0.882125351998323
"458" "MP" 2 2 56 15.4359414251913 0.958619759190424
"459" "MP" 2 2 56 22.3557817221364 0.97877269261248
"460" "MP" 2 2 56 34.6628274310807 1.068717074494
"461" "MP" 2 2 56 5.2376425674387 0.869036549413508
"462" "MP" 2 2 56 8.33355939409299 0.881791049536088
"463" "MP" 2 2 56 10.698457486517 0.90508531015693
