"subject" "radius" "speed" "number" "freq" "tf" "durationTest" "x" "xmin" "xmax" "meandur" "pse" "psemin" "psemax" "angle" "speedMatch" "speedMatchMin" "speedMatchMax" "freqMatch" "freqMatchMin" "freqMatchMax" "tfMatch" "tfMatchMin" "tfMatchMax" "freqMatchDif" "freqMatchMinDif" "freqMatchMaxDif"
"25" "AB" 4 10 1 0.397887357729738 0.397887357729738 56 6.90207860272965 6.85095349777618 6.95462290489686 956.666666666667 0.960620830352737 0.904547100275154 1.01242370290392 0.371361533881089 9.34877095815 8.50368821620833 10.1892078312133 0.495967703274509 0.451134671373953 0.540554264176084 0.495967703274509 0.451134671373953 0.540554264176084 0.0980803455447707 0.0532473136442144 0.142666906446346
"26" "AB" 4 10 1 0.397887357729738 0.397887357729738 112 7.66372009023204 7.60794480225965 7.72391843537886 1906.66666666667 0.883042697135298 0.813738649038399 0.943635805951725 0.742723067762178 9.34877095815 8.50368821620833 10.1892078312133 0.495967703274509 0.451134671373953 0.540554264176084 0.495967703274509 0.451134671373953 0.540554264176084 0.0980803455447707 0.0532473136442144 0.142666906446346
"27" "AB" 4 10 2 0.397887357729738 0.795774715459477 112 7.55482651654975 7.50974630381911 7.59850803221821 1906.66666666667 0.998283808181547 0.95355758353432 1.04243865480097 0.742723067762178 10.74862453864 9.46264757260308 11.7867794607167 0.570232242254466 0.502009045305435 0.625308071435694 0.570232242254466 0.502009045305435 0.625308071435694 0.172344884524728 0.104121687575697 0.227420713705956
"28" "AB" 4 10 2 0.397887357729738 0.795774715459477 56 6.76897551247627 6.71306996735877 6.82031011104969 956.666666666667 1.09015362063752 1.04222740989202 1.13962337772973 0.371361533881089 10.74862453864 9.46264757260308 11.7867794607167 0.570232242254466 0.502009045305435 0.625308071435694 0.570232242254466 0.502009045305435 0.625308071435694 0.172344884524728 0.104121687575697 0.227420713705956
"29" "AB" 4 15.849 1 0.630611673265862 0.630611673265862 56 6.84047075822995 6.79558365485126 6.88282321632787 956.666666666667 1.02272213580762 0.980443023436406 1.06561934031577 0.588570895048138 13.4438516743167 11.5758914174 15.7145594615892 0.713218482720584 0.614120113258086 0.833683272274476 0.713218482720584 0.614120113258086 0.833683272274476 0.0826068094547213 -0.0164915600077767 0.203071599008614
"30" "AB" 4 15.849 1 0.630611673265862 0.630611673265862 112 7.52777653736126 7.48088216502168 7.57763456457675 1906.66666666667 1.02501701395273 0.975174075029149 1.06968275810325 1.17714179009628 13.4438516743167 11.5758914174 15.7145594615892 0.713218482720584 0.614120113258086 0.833683272274476 0.713218482720584 0.614120113258086 0.833683272274476 0.0826068094547213 -0.0164915600077767 0.203071599008614
"31" "AB" 4 15.849 2 0.630611673265862 1.26122334653172 56 6.76226240313128 6.7038113544452 6.81220455331292 956.666666666667 1.09624106317434 1.04995931289458 1.14755250881587 0.588570895048138 15.4663632691833 13.4113829631167 17.8485785121117 0.820516055315151 0.711495964092816 0.94689649912212 0.820516055315151 0.711495964092816 0.94689649912212 0.189904382049289 0.0808842908269536 0.316284825856257
"32" "AB" 4 15.849 2 0.630611673265862 1.26122334653172 112 7.4996365556999 7.44359111498233 7.55199022153757 1906.66666666667 1.05207058856007 1.00112094543894 1.10373637120975 1.17714179009628 15.4663632691833 13.4113829631167 17.8485785121117 0.820516055315151 0.711495964092816 0.94689649912212 0.820516055315151 0.711495964092816 0.94689649912212 0.189904382049289 0.0808842908269536 0.316284825856257
"33" "AB" 4 25.119 1 0.99945325388133 0.99945325388133 112 7.42600308079393 7.36340136062297 7.47756143734692 1906.66666666667 1.11936207108191 1.07276696457563 1.17280137303074 1.86564607391182 24.2983175252 22.7012245409833 25.9875620715654 1.289065780984 1.20433736664551 1.37868298753236 1.289065780984 1.20433736664551 1.37868298753236 0.289612527102673 0.204884112764184 0.379229733651034
"34" "AB" 4 25.119 1 0.99945325388133 0.99945325388133 56 6.7995121947842 6.7502366291602 6.84822612986594 956.666666666667 1.06194136878292 1.01511351708174 1.10704437458545 0.932823036955908 24.2983175252 22.7012245409833 25.9875620715654 1.289065780984 1.20433736664551 1.37868298753236 1.289065780984 1.20433736664551 1.37868298753236 0.289612527102673 0.204884112764184 0.379229733651034
"35" "AB" 4 25.119 2 0.99945325388133 1.99890650776266 112 7.46132827171412 7.40349655607167 7.51328270175234 1906.66666666667 1.0876973801999 1.03904634209042 1.13896079354096 1.86564607391182 20.9778157806667 18.8341433642 23.1045341338 1.11290769225476 0.99918233843795 1.22573360507656 1.11290769225476 0.99918233843795 1.22573360507656 0.113454438373426 -0.000270915443380093 0.226280351195234
"36" "AB" 4 25.119 2 0.99945325388133 1.99890650776266 56 6.74400252719788 6.6883779099232 6.80130320983304 956.666666666667 1.11259383507798 1.0602597862374 1.16060770740233 0.932823036955908 20.9778157806667 18.8341433642 23.1045341338 1.11290769225476 0.99918233843795 1.22573360507656 1.11290769225476 0.99918233843795 1.22573360507656 0.113454438373426 -0.000270915443380093 0.226280351195234
"37" "AB" 4 3.981 1 0.158398957112209 0.158398957112209 56 6.93611414302218 6.88090736317569 7.00178917652877 956.666666666667 0.924636092460383 0.851640782200128 0.982394474939628 0.147839026638062 3.89205969062 2.81677565502021 4.89737610757333 0.206480179523629 0.149434589692459 0.259813871900147 0.206480179523629 0.149434589692459 0.259813871900147 0.0480812224114198 -0.00896436741974962 0.101414914787938
"38" "AB" 4 3.981 1 0.158398957112209 0.158398957112209 112 7.72777199484965 7.67431623000727 7.79750572415866 1906.66666666667 0.809158501106242 0.723152782118711 0.87114433440087 0.295678053276123 3.89205969062 2.81677565502021 4.89737610757333 0.206480179523629 0.149434589692459 0.259813871900147 0.206480179523629 0.149434589692459 0.259813871900147 0.0480812224114198 -0.00896436741974962 0.101414914787938
"39" "AB" 4 3.981 2 0.158398957112209 0.316797914224418 112 7.68370841926239 7.63791847527501 7.73232671991325 1906.66666666667 0.860491962106093 0.803722174395976 0.911493384210985 0.295678053276123 5.32111040157833 4.68894124588488 6.10454101420767 0.282293674382964 0.248756059050016 0.323855959239454 0.282293674382964 0.248756059050016 0.323855959239454 0.123894717270755 0.0903571019378072 0.165457002127245
"40" "AB" 4 3.981 2 0.158398957112209 0.316797914224418 56 6.89978463220372 6.84076475839669 6.96412554101665 956.666666666667 0.963002402860225 0.894087793194319 1.02243477371241 0.147839026638062 5.32111040157833 4.68894124588488 6.10454101420767 0.282293674382964 0.248756059050016 0.323855959239454 0.282293674382964 0.248756059050016 0.323855959239454 0.123894717270755 0.0903571019378072 0.165457002127245
"41" "AB" 4 39.182 1 1.55900224505666 1.55900224505666 56 6.74853797488563 6.69674938776547 6.79406886603303 956.666666666667 1.10855990992586 1.06703365822412 1.1535512581803 1.45506876205288 32.8521933877 30.7987346468783 34.9693102096667 1.74286298968778 1.63392362000877 1.85517952546078 1.74286298968778 1.63392362000877 1.85517952546078 0.183860744631117 0.074921374952108 0.296177280404117
"42" "AB" 4 39.182 1 1.55900224505666 1.55900224505666 112 7.41061207780062 7.33345424140897 7.47263466955794 1906.66666666667 1.13281220107853 1.07732399150296 1.19720633586271 2.91013752410577 32.8521933877 30.7987346468783 34.9693102096667 1.74286298968778 1.63392362000877 1.85517952546078 1.74286298968778 1.63392362000877 1.85517952546078 0.183860744631117 0.074921374952108 0.296177280404117
"43" "AB" 4 39.182 2 1.55900224505666 3.11800449011332 56 6.6977528629934 6.62983015274086 6.75249321287042 956.666666666667 1.15270144152249 1.10502707021514 1.20834126275615 1.45506876205288 32.9463561777333 30.10979807655 35.6744943314758 1.74785848085082 1.59737439979393 1.89259070505273 1.74785848085082 1.59737439979393 1.89259070505273 0.18885623579416 0.0383721547372642 0.333588459996065
"44" "AB" 4 39.182 2 1.55900224505666 3.11800449011332 112 7.44874802194779 7.39007276702359 7.50368661371061 1906.66666666667 1.09910248506904 1.04822363451861 1.15044196936279 2.91013752410577 32.9463561777333 30.10979807655 35.6744943314758 1.74785848085082 1.59737439979393 1.89259070505273 1.74785848085082 1.59737439979393 1.89259070505273 0.18885623579416 0.0383721547372642 0.333588459996065
"45" "AB" 4 6.31 1 0.251066922727465 0.251066922727465 112 7.68039381233424 7.62334998961515 7.75312777730446 1906.66666666667 0.86426273058319 0.778577721715082 0.927236323401705 0.468658255757934 6.10077236615167 5.27809020279558 6.88394735441 0.323656026250492 0.280011381953274 0.365204749812909 0.323656026250492 0.280011381953274 0.365204749812909 0.0725891035230272 0.0289444592258089 0.114137827085444
"46" "AB" 4 6.31 1 0.251066922727465 0.251066922727465 56 6.89303126448063 6.83584963264859 6.95301702400861 956.666666666667 0.969982034425189 0.906304855400361 1.0272278408134 0.234329127878967 6.10077236615167 5.27809020279558 6.88394735441 0.323656026250492 0.280011381953274 0.365204749812909 0.323656026250492 0.280011381953274 0.365204749812909 0.0725891035230272 0.0289444592258089 0.114137827085444
"47" "AB" 4 6.31 2 0.251066922727465 0.50213384545493 56 6.80133731029839 6.75450404306017 6.85261155829313 956.666666666667 1.06022774011242 1.01078488338271 1.10322562103172 0.234329127878967 7.72266925691333 6.528013547435 9.08660629592754 0.409700328700524 0.346321874881713 0.482059435975602 0.409700328700524 0.346321874881713 0.482059435975602 0.158633405973059 0.0952549521542482 0.230992513248137
"48" "AB" 4 6.31 2 0.251066922727465 0.50213384545493 112 7.64129278272331 7.59333419609005 7.69261818863628 1906.66666666667 0.907814224412544 0.850293844313833 0.95895772334927 0.468658255757934 7.72266925691333 6.528013547435 9.08660629592754 0.409700328700524 0.346321874881713 0.482059435975602 0.409700328700524 0.346321874881713 0.482059435975602 0.158633405973059 0.0952549521542482 0.230992513248137
"49" "FE" 2 10 1 0.795774715459477 0.795774715459477 56 6.83206080945634 6.76430810613543 6.89419175421103 956.666666666667 1.03090652918031 0.96878601530428 1.09439034844132 0.742723067762178 9.50953299227167 8.412843162225 10.6172256156683 0.504496394071833 0.446315191574987 0.563261312885169 0.504496394071833 0.446315191574987 0.563261312885169 -0.291278321387644 -0.34945952388449 -0.232513402574308
"50" "FE" 2 10 1 0.795774715459477 0.795774715459477 112 7.58708331812977 7.53263107003553 7.64893653179969 1906.66666666667 0.965444855314109 0.899433842433929 1.02027242011498 1.48544613552436 9.50953299227167 8.412843162225 10.6172256156683 0.504496394071833 0.446315191574987 0.563261312885169 0.504496394071833 0.446315191574987 0.563261312885169 -0.291278321387644 -0.34945952388449 -0.232513402574308
"51" "FE" 2 10 2 0.795774715459477 1.59154943091895 112 7.50318396682673 7.43634098092628 7.56219570193853 1906.66666666667 1.04870192172802 0.990874709876775 1.110210903693 1.48544613552436 12.7479991503233 10.90178334527 14.3129117262417 0.676302359768413 0.57835756930554 0.759323550423105 0.676302359768413 0.57835756930554 0.759323550423105 -0.119472355691063 -0.217417146153937 -0.036451165036372
"52" "FE" 2 10 2 0.795774715459477 1.59154943091895 56 6.80454308430264 6.72646752067306 6.8845517056615 956.666666666667 1.05721020845374 0.978679206146842 1.12801887365965 0.742723067762178 12.7479991503233 10.90178334527 14.3129117262417 0.676302359768413 0.57835756930554 0.759323550423105 0.676302359768413 0.57835756930554 0.759323550423105 -0.119472355691063 -0.217417146153937 -0.036451165036372
"53" "FE" 2 15.849 1 1.26122334653172 1.26122334653172 56 6.76216107464822 6.69742651123906 6.81477745094362 956.666666666667 1.09633263505696 1.04751180822233 1.15297791377745 1.17714179009628 17.5848945217333 15.22884702285 20.6572768287 0.93290762896115 0.80791542709229 1.09590257270176 0.93290762896115 0.80791542709229 1.09590257270176 -0.328315717570574 -0.453307919439434 -0.165320773829966
"54" "FE" 2 15.849 1 1.26122334653172 1.26122334653172 112 7.50629241599145 7.46265881038779 7.55012101295982 1906.66666666667 1.04574025930742 1.00298631481052 1.08648271838409 2.35428358019255 17.5848945217333 15.22884702285 20.6572768287 0.93290762896115 0.80791542709229 1.09590257270176 0.93290762896115 0.80791542709229 1.09590257270176 -0.328315717570574 -0.453307919439434 -0.165320773829966
"55" "FE" 2 15.849 2 1.26122334653172 2.52244669306345 56 6.64989660977275 6.45385996467577 6.74229429052338 956.666666666667 1.19229501952788 1.11410844081324 1.33608095386503 1.17714179009628 19.9505833939833 18.3415677291929 21.97155829355 1.05841132157318 0.973050389385281 1.16562736995007 1.05841132157318 0.973050389385281 1.16562736995007 -0.202812024958548 -0.288172957146444 -0.0955959765816541
"56" "FE" 2 15.849 2 1.26122334653172 2.52244669306345 112 7.43886767981297 7.3820666990818 7.48836780052517 1906.66666666667 1.10795983188126 1.06269261212623 1.15721643407891 2.35428358019255 19.9505833939833 18.3415677291929 21.97155829355 1.05841132157318 0.973050389385281 1.16562736995007 1.05841132157318 0.973050389385281 1.16562736995007 -0.202812024958548 -0.288172957146444 -0.0955959765816541
"57" "FE" 2 25.119 1 1.99890650776266 1.99890650776266 112 7.3877883096444 7.31501921583629 7.45024127657057 1906.66666666667 1.15238053334846 1.09775621077522 1.21187027723072 3.73129214782363 24.457442179 21.7162226544 27.9322284585992 1.29750760605736 1.15208139357732 1.48185074358606 1.29750760605736 1.15208139357732 1.48185074358606 -0.701398901705304 -0.846825114185339 -0.517055764176603
"58" "FE" 2 25.119 1 1.99890650776266 1.99890650776266 56 6.7672027328673 6.70202935022628 6.82683730952374 956.666666666667 1.09176514888189 1.03595539101527 1.14907022115504 1.86564607391182 24.457442179 21.7162226544 27.9322284585992 1.29750760605736 1.15208139357732 1.48185074358606 1.29750760605736 1.15208139357732 1.48185074358606 -0.701398901705304 -0.846825114185339 -0.517055764176603
"59" "FE" 2 25.119 2 1.99890650776266 3.99781301552532 112 7.30632059872201 7.17756641142206 7.38800802152083 1906.66666666667 1.21869618490613 1.15219428082475 1.31308545578355 3.73129214782363 28.2559653848 26.3846593517333 29.6996142296333 1.49902552094147 1.39974965254139 1.57561347085618 1.49902552094147 1.39974965254139 1.57561347085618 -0.49988098682119 -0.599156855221272 -0.42329303690648
"60" "FE" 2 25.119 2 1.99890650776266 3.99781301552532 56 6.76464779372174 6.7109215121374 6.81797925114003 956.666666666667 1.09408267183064 1.04445724389999 1.14146987410853 1.86564607391182 28.2559653848 26.3846593517333 29.6996142296333 1.49902552094147 1.39974965254139 1.57561347085618 1.49902552094147 1.39974965254139 1.57561347085618 -0.49988098682119 -0.599156855221272 -0.42329303690648
"61" "FE" 2 3.981 1 0.316797914224418 0.316797914224418 56 7.0457371672228 6.96085158224481 7.19533416859014 956.666666666667 0.800047290656188 0.60641557842594 0.89770258359844 0.295678053276123 3.19592499411333 2.74210814083221 3.69199067438667 0.169549086854691 0.145473355035324 0.195866188559273 0.169549086854691 0.145473355035324 0.195866188559273 -0.147248827369726 -0.171324559189093 -0.120931725665145
"62" "FE" 2 3.981 1 0.316797914224418 0.316797914224418 112 7.88142119755992 7.77712508833108 8.11480091393543 1906.66666666667 0.611381453016424 0.246367908022958 0.748912350442761 0.591356106552246 3.19592499411333 2.74210814083221 3.69199067438667 0.169549086854691 0.145473355035324 0.195866188559273 0.169549086854691 0.145473355035324 0.195866188559273 -0.147248827369726 -0.171324559189093 -0.120931725665145
"63" "FE" 2 3.981 2 0.316797914224418 0.633595828448835 112 7.72670598245058 7.66686937473844 7.81094400623202 1906.66666666667 0.810427276524083 0.705878339586001 0.879519536000586 0.591356106552246 4.81183315104167 4.279761579985 5.31870972065937 0.255275677107244 0.227048403569798 0.282166314304618 0.255275677107244 0.227048403569798 0.282166314304618 -0.0615222371171737 -0.0897495106546201 -0.0346315999197999
"64" "FE" 2 3.981 2 0.316797914224418 0.633595828448835 56 6.9988845831223 6.91986908393771 7.11972169950265 956.666666666667 0.854971459339327 0.707902742258319 0.94196431261795 0.295678053276123 4.81183315104167 4.279761579985 5.31870972065937 0.255275677107244 0.227048403569798 0.282166314304618 0.255275677107244 0.227048403569798 0.282166314304618 -0.0615222371171737 -0.0897495106546201 -0.0346315999197999
"65" "FE" 2 39.182 1 3.11800449011332 3.11800449011332 56 6.85071023781047 6.7917106570901 6.90646678694364 956.666666666667 1.01266391146234 0.956049821208063 1.06923119565014 2.91013752410577 39.7991890122 35.7474551072 43.9529979285908 2.11141255411343 1.89646139442217 2.33177896134769 2.11141255411343 1.89646139442217 2.33177896134769 -1.0065919359999 -1.22154309569116 -0.786225528765633
"66" "FE" 2 39.182 1 3.11800449011332 3.11800449011332 112 7.40273096453734 7.31847895415601 7.46949017118035 1906.66666666667 1.13961974559191 1.0802207878421 1.20913883231017 5.82027504821153 39.7991890122 35.7474551072 43.9529979285908 2.11141255411343 1.89646139442217 2.33177896134769 2.11141255411343 1.89646139442217 2.33177896134769 -1.0065919359999 -1.22154309569116 -0.786225528765633
"67" "FE" 2 39.182 2 3.11800449011332 6.23600898022664 56 6.7323147465335 6.64907872734935 6.7987811838258 956.666666666667 1.12290526743214 1.06262684934454 1.19295535715862 2.91013752410577 46.6581819676333 43.2897833131833 49.9581258442267 2.47529343194333 2.29659433322339 2.65036089190521 2.47529343194333 2.29659433322339 2.65036089190521 -0.642711058169995 -0.821410156889931 -0.467643598208108
"68" "FE" 2 39.182 2 3.11800449011332 6.23600898022664 112 7.2615727802183 7.14359007564485 7.33123633290406 1906.66666666667 1.25288713593823 1.19898488569861 1.33603226334479 5.82027504821153 46.6581819676333 43.2897833131833 49.9581258442267 2.47529343194333 2.29659433322339 2.65036089190521 2.47529343194333 2.29659433322339 2.65036089190521 -0.642711058169995 -0.821410156889931 -0.467643598208108
"69" "FE" 2 6.31 1 0.50213384545493 0.50213384545493 112 7.62556245025943 7.57759632249908 7.68156055509348 1906.66666666667 0.924860248469715 0.862936844013834 0.975213265752392 0.937316511515869 6.33913587922333 4.75968144347396 7.77961372614833 0.33630160336986 0.252508943090549 0.412721326620689 0.33630160336986 0.252508943090549 0.412721326620689 -0.165832242085069 -0.24962490236438 -0.0894125188342412
