"subject" "radius" "number" "durationTest" "sample" "freq" "psesample"
"1025" "AB" 2 2 112 13 0.795774715459477 1.06034837513054
"1026" "AB" 2 2 112 13 0.99945325388133 1.09595023801817
"1027" "AB" 2 2 112 13 1.26122334653172 1.141706177838
"1028" "AB" 2 2 112 13 1.55900224505666 1.12698612670004
"1029" "AB" 2 2 112 13 1.99890650776266 1.10524041780356
"1030" "AB" 2 2 112 13 3.11800449011332 1.09227938004254
"1031" "AB" 2 2 112 14 0.316797914224418 0.892036447555075
"1032" "AB" 2 2 112 14 0.397887357729738 0.925033398739485
"1033" "AB" 2 2 112 14 0.50213384545493 0.967453424305311
"1034" "AB" 2 2 112 14 0.630611673265862 1.00656895901327
"1035" "AB" 2 2 112 14 0.795774715459477 1.05685343859603
"1036" "AB" 2 2 112 14 0.99945325388133 1.09563255896498
"1037" "AB" 2 2 112 14 1.26122334653172 1.14547194808538
"1038" "AB" 2 2 112 14 1.55900224505666 1.12733709627737
"1039" "AB" 2 2 112 14 1.99890650776266 1.10054675400194
"1040" "AB" 2 2 112 14 3.11800449011332 1.05791332123149
"1041" "AB" 2 2 112 15 0.316797914224418 0.915698914222391
"1042" "AB" 2 2 112 15 0.397887357729738 0.961638927080262
"1043" "AB" 2 2 112 15 0.50213384545493 1.02069821740785
"1044" "AB" 2 2 112 15 0.630611673265862 1.04379521792367
"1045" "AB" 2 2 112 15 0.795774715459477 1.0734872740219
"1046" "AB" 2 2 112 15 0.99945325388133 1.09768470102616
"1047" "AB" 2 2 112 15 1.26122334653172 1.12878352350341
"1048" "AB" 2 2 112 15 1.55900224505666 1.12937412097668
"1049" "AB" 2 2 112 15 1.99890650776266 1.1302466016908
"1050" "AB" 2 2 112 15 3.11800449011332 1.05905466023256
"1051" "AB" 2 2 112 16 0.316797914224418 0.911143838888051
"1052" "AB" 2 2 112 16 0.397887357729738 0.954269694489377
"1053" "AB" 2 2 112 16 0.50213384545493 1.00971117715644
"1054" "AB" 2 2 112 16 0.630611673265862 1.03547668781094
"1055" "AB" 2 2 112 16 0.795774715459477 1.06859921327605
"1056" "AB" 2 2 112 16 0.99945325388133 1.10740318381006
"1057" "AB" 2 2 112 16 1.26122334653172 1.15727451065968
"1058" "AB" 2 2 112 16 1.55900224505666 1.17737160709579
"1059" "AB" 2 2 112 16 1.99890650776266 1.20706074368019
"1060" "AB" 2 2 112 16 3.11800449011332 1.08356212847382
"1061" "AB" 2 2 112 17 0.316797914224418 0.920984567075383
"1062" "AB" 2 2 112 17 0.397887357729738 0.964519829169595
"1063" "AB" 2 2 112 17 0.50213384545493 1.02048763421711
"1064" "AB" 2 2 112 17 0.630611673265862 1.04947642527728
"1065" "AB" 2 2 112 17 0.795774715459477 1.08674259799043
"1066" "AB" 2 2 112 17 0.99945325388133 1.11519403608956
"1067" "AB" 2 2 112 17 1.26122334653172 1.1517601644846
"1068" "AB" 2 2 112 17 1.55900224505666 1.14140598473347
"1069" "AB" 2 2 112 17 1.99890650776266 1.12610991160031
"1070" "AB" 2 2 112 17 3.11800449011332 1.0869497648405
"1071" "AB" 2 2 112 18 0.316797914224418 0.930786025166328
"1072" "AB" 2 2 112 18 0.397887357729738 0.961156226097452
"1073" "AB" 2 2 112 18 0.50213384545493 1.00019936959085
"1074" "AB" 2 2 112 18 0.630611673265862 1.02630615222666
"1075" "AB" 2 2 112 18 0.795774715459477 1.05986739555935
"1076" "AB" 2 2 112 18 0.99945325388133 1.07057565906204
"1077" "AB" 2 2 112 18 1.26122334653172 1.08433804733792
"1078" "AB" 2 2 112 18 1.55900224505666 1.09646855939885
"1079" "AB" 2 2 112 18 1.99890650776266 1.11438878138518
"1080" "AB" 2 2 112 18 3.11800449011332 1.0768624796423
"1081" "AB" 2 2 112 19 0.316797914224418 0.930205895216317
"1082" "AB" 2 2 112 19 0.397887357729738 0.965457350342461
"1083" "AB" 2 2 112 19 0.50213384545493 1.01077570776665
"1084" "AB" 2 2 112 19 0.630611673265862 1.02943834216248
"1085" "AB" 2 2 112 19 0.795774715459477 1.05342985513153
"1086" "AB" 2 2 112 19 0.99945325388133 1.10130820362944
"1087" "AB" 2 2 112 19 1.26122334653172 1.16284202952664
"1088" "AB" 2 2 112 19 1.55900224505666 1.16609417295017
"1089" "AB" 2 2 112 19 1.99890650776266 1.17089851523913
"1090" "AB" 2 2 112 19 3.11800449011332 1.0731228342264
"1091" "AB" 2 2 112 20 0.316797914224418 0.94488243316864
"1092" "AB" 2 2 112 20 0.397887357729738 0.975681606339449
"1093" "AB" 2 2 112 20 0.50213384545493 1.01527622543048
"1094" "AB" 2 2 112 20 0.630611673265862 1.04713851154122
"1095" "AB" 2 2 112 20 0.795774715459477 1.08809866937512
"1096" "AB" 2 2 112 20 0.99945325388133 1.09442566481278
"1097" "AB" 2 2 112 20 1.26122334653172 1.1025571949914
"1098" "AB" 2 2 112 20 1.55900224505666 1.09603663034959
"1099" "AB" 2 2 112 20 1.99890650776266 1.0864038988317
"1100" "AB" 2 2 112 20 3.11800449011332 1.04424329469981
"1101" "AB" 2 2 112 21 0.316797914224418 0.924881432837154
"1102" "AB" 2 2 112 21 0.397887357729738 0.942816251540478
"1103" "AB" 2 2 112 21 0.50213384545493 0.965872789814625
"1104" "AB" 2 2 112 21 0.630611673265862 1.0102591034268
"1105" "AB" 2 2 112 21 0.795774715459477 1.06731936598614
"1106" "AB" 2 2 112 21 0.99945325388133 1.09987116499677
"1107" "AB" 2 2 112 21 1.26122334653172 1.14170712625696
"1108" "AB" 2 2 112 21 1.55900224505666 1.12130077667287
"1109" "AB" 2 2 112 21 1.99890650776266 1.0911547850906
"1110" "AB" 2 2 112 21 3.11800449011332 1.08779321804258
"1111" "AB" 2 2 112 22 0.316797914224418 0.921972266146666
"1112" "AB" 2 2 112 22 0.397887357729738 0.947663367578683
"1113" "AB" 2 2 112 22 0.50213384545493 0.980691181980981
"1114" "AB" 2 2 112 22 0.630611673265862 1.01790607335515
"1115" "AB" 2 2 112 22 0.795774715459477 1.06574720500401
"1116" "AB" 2 2 112 22 0.99945325388133 1.08797585377162
"1117" "AB" 2 2 112 22 1.26122334653172 1.11654437892148
"1118" "AB" 2 2 112 22 1.55900224505666 1.10304524338066
"1119" "AB" 2 2 112 22 1.99890650776266 1.08310317462876
"1120" "AB" 2 2 112 22 3.11800449011332 1.05914701314891
"1121" "AB" 2 2 112 23 0.316797914224418 0.895144685664295
"1122" "AB" 2 2 112 23 0.397887357729738 0.940484114141202
"1123" "AB" 2 2 112 23 0.50213384545493 0.998771308748413
"1124" "AB" 2 2 112 23 0.630611673265862 1.03968825442677
"1125" "AB" 2 2 112 23 0.795774715459477 1.09228851503714
"1126" "AB" 2 2 112 23 0.99945325388133 1.10456659033281
"1127" "AB" 2 2 112 23 1.26122334653172 1.12034651949284
"1128" "AB" 2 2 112 23 1.55900224505666 1.1274851715702
"1129" "AB" 2 2 112 23 1.99890650776266 1.13803099430768
"1130" "AB" 2 2 112 23 3.11800449011332 1.13896965245154
"1131" "AB" 2 2 112 24 0.316797914224418 0.971602928623586
"1132" "AB" 2 2 112 24 0.397887357729738 0.974496396812606
"1133" "AB" 2 2 112 24 0.50213384545493 0.978216164553152
"1134" "AB" 2 2 112 24 0.630611673265862 1.02002353494608
"1135" "AB" 2 2 112 24 0.795774715459477 1.07376846975594
"1136" "AB" 2 2 112 24 0.99945325388133 1.08111885623506
"1137" "AB" 2 2 112 24 1.26122334653172 1.09056566081528
"1138" "AB" 2 2 112 24 1.55900224505666 1.08367681690692
"1139" "AB" 2 2 112 24 1.99890650776266 1.073500031999
"1140" "AB" 2 2 112 24 3.11800449011332 1.11047818847146
"1141" "AB" 2 2 112 25 0.316797914224418 0.916719221512475
"1142" "AB" 2 2 112 25 0.397887357729738 0.949125281057981
"1143" "AB" 2 2 112 25 0.50213384545493 0.990785671641508
"1144" "AB" 2 2 112 25 0.630611673265862 1.02645986585591
"1145" "AB" 2 2 112 25 0.795774715459477 1.07232037381006
"1146" "AB" 2 2 112 25 0.99945325388133 1.07370044951101
"1147" "AB" 2 2 112 25 1.26122334653172 1.07547413930131
"1148" "AB" 2 2 112 25 1.55900224505666 1.07524312018926
"1149" "AB" 2 2 112 25 1.99890650776266 1.07490183914932
"1150" "AB" 2 2 112 25 3.11800449011332 1.0738503889771
"1151" "AB" 2 2 112 26 0.316797914224418 0.842393313459711
"1152" "AB" 2 2 112 26 0.397887357729738 0.908398003318078
"1153" "AB" 2 2 112 26 0.50213384545493 0.993251922566814
"1154" "AB" 2 2 112 26 0.630611673265862 1.03546800353037
"1155" "AB" 2 2 112 26 0.795774715459477 1.08973835103106
"1156" "AB" 2 2 112 26 0.99945325388133 1.09637741831117
"1157" "AB" 2 2 112 26 1.26122334653172 1.10491002695267
"1158" "AB" 2 2 112 26 1.55900224505666 1.12372779491859
"1159" "AB" 2 2 112 26 1.99890650776266 1.1515269989046
"1160" "AB" 2 2 112 26 3.11800449011332 1.0189376150688
"1161" "AB" 2 2 112 27 0.316797914224418 0.918786110616849
"1162" "AB" 2 2 112 27 0.397887357729738 0.93987344896742
"1163" "AB" 2 2 112 27 0.50213384545493 0.966982784825368
"1164" "AB" 2 2 112 27 0.630611673265862 1.00699318297799
"1165" "AB" 2 2 112 27 0.795774715459477 1.05842804291342
"1166" "AB" 2 2 112 27 0.99945325388133 1.08292367601286
"1167" "AB" 2 2 112 27 1.26122334653172 1.11440575652883
"1168" "AB" 2 2 112 27 1.55900224505666 1.11339802123565
"1169" "AB" 2 2 112 27 1.99890650776266 1.11190930912965
"1170" "AB" 2 2 112 27 3.11800449011332 1.06100944576588
"1171" "AB" 2 2 112 28 0.316797914224418 0.957166189051716
"1172" "AB" 2 2 112 28 0.397887357729738 0.967209515543048
"1173" "AB" 2 2 112 28 0.50213384545493 0.980120955880285
"1174" "AB" 2 2 112 28 0.630611673265862 1.0143485363221
"1175" "AB" 2 2 112 28 0.795774715459477 1.05834936828679
"1176" "AB" 2 2 112 28 0.99945325388133 1.08642730091022
"1177" "AB" 2 2 112 28 1.26122334653172 1.12251339560245
"1178" "AB" 2 2 112 28 1.55900224505666 1.1093590635379
"1179" "AB" 2 2 112 28 1.99890650776266 1.08992636774613
"1180" "AB" 2 2 112 28 3.11800449011332 1.07409065276758
"1181" "AB" 2 2 112 29 0.316797914224418 0.900786633606078
"1182" "AB" 2 2 112 29 0.397887357729738 0.964143063904288
"1183" "AB" 2 2 112 29 0.50213384545493 1.04559244927294
"1184" "AB" 2 2 112 29 0.630611673265862 1.05867113599013
"1185" "AB" 2 2 112 29 0.795774715459477 1.07548427583622
"1186" "AB" 2 2 112 29 0.99945325388133 1.13749120080743
"1187" "AB" 2 2 112 29 1.26122334653172 1.21718324210175
"1188" "AB" 2 2 112 29 1.55900224505666 1.15347929532475
"1189" "AB" 2 2 112 29 1.99890650776266 1.0593704183116
"1190" "AB" 2 2 112 29 3.11800449011332 1.07832819540444
"1191" "AB" 2 2 112 30 0.316797914224418 0.937734671211126
"1192" "AB" 2 2 112 30 0.397887357729738 0.954892924821338
"1193" "AB" 2 2 112 30 0.50213384545493 0.976951131130835
"1194" "AB" 2 2 112 30 0.630611673265862 1.02796840517232
"1195" "AB" 2 2 112 30 0.795774715459477 1.0935530148181
"1196" "AB" 2 2 112 30 0.99945325388133 1.1188660583309
"1197" "AB" 2 2 112 30 1.26122334653172 1.15139868448264
"1198" "AB" 2 2 112 30 1.55900224505666 1.14291947282712
"1199" "AB" 2 2 112 30 1.99890650776266 1.13039326170159
"1200" "AB" 2 2 112 30 3.11800449011332 1.06094329935719
"1201" "AB" 4 1 56 1 0.158398957112209 0.927541705710331
"1202" "AB" 4 1 56 1 0.251066922727465 0.985459419159456
"1203" "AB" 4 1 56 1 0.316797914224418 0.965508384583447
"1204" "AB" 4 1 56 1 0.397887357729738 0.9408956675944
"1205" "AB" 4 1 56 1 0.50213384545493 0.964785524814378
"1206" "AB" 4 1 56 1 0.630611673265862 0.994228406098084
"1207" "AB" 4 1 56 1 0.795774715459477 1.02978147300899
"1208" "AB" 4 1 56 1 0.99945325388133 1.0736254020663
"1209" "AB" 4 1 56 1 1.26122334653172 1.07620118693441
"1210" "AB" 4 1 56 1 1.55900224505666 1.0791312939344
"1211" "AB" 4 1 56 2 0.158398957112209 0.901376920000726
"1212" "AB" 4 1 56 2 0.251066922727465 1.03724881889218
"1213" "AB" 4 1 56 2 0.316797914224418 0.98966729477976
"1214" "AB" 4 1 56 2 0.397887357729738 0.930968053774246
"1215" "AB" 4 1 56 2 0.50213384545493 0.965120876409255
"1216" "AB" 4 1 56 2 0.630611673265862 1.00721227499263
"1217" "AB" 4 1 56 2 0.795774715459477 1.03007619841965
"1218" "AB" 4 1 56 2 0.99945325388133 1.05827191608356
"1219" "AB" 4 1 56 2 1.26122334653172 1.07856008543751
"1220" "AB" 4 1 56 2 1.55900224505666 1.10163907304125
"1221" "AB" 4 1 56 3 0.158398957112209 0.899015905430786
"1222" "AB" 4 1 56 3 0.251066922727465 1.02132153093483
"1223" "AB" 4 1 56 3 0.316797914224418 0.9847938537492
"1224" "AB" 4 1 56 3 0.397887357729738 0.939731259255064
"1225" "AB" 4 1 56 3 0.50213384545493 0.983096907017935
"1226" "AB" 4 1 56 3 0.630611673265862 1.03654258511958
"1227" "AB" 4 1 56 3 0.795774715459477 1.03554383775117
"1228" "AB" 4 1 56 3 0.99945325388133 1.03431218567241
"1229" "AB" 4 1 56 3 1.26122334653172 1.06618274422339
"1230" "AB" 4 1 56 3 1.55900224505666 1.10243738173602
"1231" "AB" 4 1 56 4 0.158398957112209 0.925026959384321
"1232" "AB" 4 1 56 4 0.251066922727465 0.979515390662954
"1233" "AB" 4 1 56 4 0.316797914224418 0.974171641941949
"1234" "AB" 4 1 56 4 0.397887357729738 0.967579293338192
"1235" "AB" 4 1 56 4 0.50213384545493 0.997947465608703
"1236" "AB" 4 1 56 4 0.630611673265862 1.03537449929629
"1237" "AB" 4 1 56 4 0.795774715459477 1.05140040999058
"1238" "AB" 4 1 56 4 0.99945325388133 1.07116351209708
"1239" "AB" 4 1 56 4 1.26122334653172 1.09062253926982
"1240" "AB" 4 1 56 4 1.55900224505666 1.11275832880634
"1241" "AB" 4 1 56 5 0.158398957112209 0.91970771816368
"1242" "AB" 4 1 56 5 0.251066922727465 0.995422530336614
"1243" "AB" 4 1 56 5 0.316797914224418 0.972232189312553
"1244" "AB" 4 1 56 5 0.397887357729738 0.943623281923307
"1245" "AB" 4 1 56 5 0.50213384545493 1.00007661726712
"1246" "AB" 4 1 56 5 0.630611673265862 1.06965212101718
"1247" "AB" 4 1 56 5 0.795774715459477 1.07548957066497
"1248" "AB" 4 1 56 5 0.99945325388133 1.08268829500778
"1249" "AB" 4 1 56 5 1.26122334653172 1.10226185384749
"1250" "AB" 4 1 56 5 1.55900224505666 1.12452792990105
"1251" "AB" 4 1 56 6 0.158398957112209 0.918054941619622
"1252" "AB" 4 1 56 6 0.251066922727465 0.968137272555969
"1253" "AB" 4 1 56 6 0.316797914224418 0.950466463980482
"1254" "AB" 4 1 56 6 0.397887357729738 0.928666761875855
"1255" "AB" 4 1 56 6 0.50213384545493 0.953860771519147
"1256" "AB" 4 1 56 6 0.630611673265862 0.984910945999371
"1257" "AB" 4 1 56 6 0.795774715459477 1.02407210791449
"1258" "AB" 4 1 56 6 0.99945325388133 1.07236552825742
"1259" "AB" 4 1 56 6 1.26122334653172 1.09413408195963
"1260" "AB" 4 1 56 6 1.55900224505666 1.11889709395346
"1261" "AB" 4 1 56 7 0.158398957112209 0.865008799783481
"1262" "AB" 4 1 56 7 0.251066922727465 0.974315301089813
"1263" "AB" 4 1 56 7 0.316797914224418 0.95681987923025
"1264" "AB" 4 1 56 7 0.397887357729738 0.935236544030621
"1265" "AB" 4 1 56 7 0.50213384545493 0.977944922625716
"1266" "AB" 4 1 56 7 0.630611673265862 1.03058055410799
"1267" "AB" 4 1 56 7 0.795774715459477 1.0422749522876
"1268" "AB" 4 1 56 7 0.99945325388133 1.05669644693502
"1269" "AB" 4 1 56 7 1.26122334653172 1.08735105181215
"1270" "AB" 4 1 56 7 1.55900224505666 1.12222247040167
"1271" "AB" 4 1 56 8 0.158398957112209 0.931990181189108
"1272" "AB" 4 1 56 8 0.251066922727465 0.93052762620679
"1273" "AB" 4 1 56 8 0.316797914224418 0.976594173820553
"1274" "AB" 4 1 56 8 0.397887357729738 1.03342445471453
"1275" "AB" 4 1 56 8 0.50213384545493 1.02016444534461
"1276" "AB" 4 1 56 8 0.630611673265862 1.00382224295703
"1277" "AB" 4 1 56 8 0.795774715459477 1.02835962342009
"1278" "AB" 4 1 56 8 0.99945325388133 1.05861904297933
"1279" "AB" 4 1 56 8 1.26122334653172 1.08247547303053
"1280" "AB" 4 1 56 8 1.55900224505666 1.10961356734626
"1281" "AB" 4 1 56 9 0.158398957112209 0.947898561565596
"1282" "AB" 4 1 56 9 0.251066922727465 0.9947477104917
"1283" "AB" 4 1 56 9 0.316797914224418 0.984667628784981
"1284" "AB" 4 1 56 9 0.397887357729738 0.972232273749695
"1285" "AB" 4 1 56 9 0.50213384545493 1.00660428773884
"1286" "AB" 4 1 56 9 0.630611673265862 1.04896582711707
"1287" "AB" 4 1 56 9 0.795774715459477 1.05691990145729
"1288" "AB" 4 1 56 9 0.99945325388133 1.06672884064004
"1289" "AB" 4 1 56 9 1.26122334653172 1.08819797891627
"1290" "AB" 4 1 56 9 1.55900224505666 1.1126203882276
"1291" "AB" 4 1 56 10 0.158398957112209 0.980100418863237
"1292" "AB" 4 1 56 10 0.251066922727465 0.960000699400321
"1293" "AB" 4 1 56 10 0.316797914224418 0.949031840809723
"1294" "AB" 4 1 56 10 0.397887357729738 0.935500040684033
"1295" "AB" 4 1 56 10 0.50213384545493 0.952769652660606
"1296" "AB" 4 1 56 10 0.630611673265862 0.974053460703489
"1297" "AB" 4 1 56 10 0.795774715459477 1.00540490193511
"1298" "AB" 4 1 56 10 0.99945325388133 1.04406739956572
"1299" "AB" 4 1 56 10 1.26122334653172 1.07939870583923
"1300" "AB" 4 1 56 10 1.55900224505666 1.11959014772265
"1301" "AB" 4 1 56 11 0.158398957112209 0.925408507547899
"1302" "AB" 4 1 56 11 0.251066922727465 0.938966270273512
"1303" "AB" 4 1 56 11 0.316797914224418 0.958799046701955
"1304" "AB" 4 1 56 11 0.397887357729738 0.983265873797093
"1305" "AB" 4 1 56 11 0.50213384545493 1.00800600176541
"1306" "AB" 4 1 56 11 0.630611673265862 1.03849679306681
"1307" "AB" 4 1 56 11 0.795774715459477 1.04817369790267
"1308" "AB" 4 1 56 11 0.99945325388133 1.06010722617411
"1309" "AB" 4 1 56 11 1.26122334653172 1.07642704365219
"1310" "AB" 4 1 56 11 1.55900224505666 1.09499179726306
"1311" "AB" 4 1 56 12 0.158398957112209 0.932571664550391
"1312" "AB" 4 1 56 12 0.251066922727465 0.945743237006872
"1313" "AB" 4 1 56 12 0.316797914224418 0.951934248859394
"1314" "AB" 4 1 56 12 0.397887357729738 0.959571828856633
"1315" "AB" 4 1 56 12 0.50213384545493 0.975828730969978
"1316" "AB" 4 1 56 12 0.630611673265862 0.995864432086004
"1317" "AB" 4 1 56 12 0.795774715459477 1.01484435638946
"1318" "AB" 4 1 56 12 0.99945325388133 1.03825033868515
"1319" "AB" 4 1 56 12 1.26122334653172 1.08421894969577
"1320" "AB" 4 1 56 12 1.55900224505666 1.13651095224987
"1321" "AB" 4 1 56 13 0.158398957112209 0.91963325400581
"1322" "AB" 4 1 56 13 0.251066922727465 0.928522364803096
"1323" "AB" 4 1 56 13 0.316797914224418 0.956542092391094
"1324" "AB" 4 1 56 13 0.397887357729738 0.991108802333189
"1325" "AB" 4 1 56 13 0.50213384545493 0.992952027705776
"1326" "AB" 4 1 56 13 0.630611673265862 0.99522369744932
"1327" "AB" 4 1 56 13 0.795774715459477 1.01530392656655
"1328" "AB" 4 1 56 13 0.99945325388133 1.04006680125965
"1329" "AB" 4 1 56 13 1.26122334653172 1.08148872468588
"1330" "AB" 4 1 56 13 1.55900224505666 1.12860860231498
"1331" "AB" 4 1 56 14 0.158398957112209 0.947991317041962
"1332" "AB" 4 1 56 14 0.251066922727465 0.960927739840618
"1333" "AB" 4 1 56 14 0.316797914224418 0.974070363259418
"1334" "AB" 4 1 56 14 0.397887357729738 0.990283841786968
"1335" "AB" 4 1 56 14 0.50213384545493 1.01285053515028
"1336" "AB" 4 1 56 14 0.630611673265862 1.04066269273429
"1337" "AB" 4 1 56 14 0.795774715459477 1.04025873907267
"1338" "AB" 4 1 56 14 0.99945325388133 1.03976058470171
"1339" "AB" 4 1 56 14 1.26122334653172 1.07456441412686
"1340" "AB" 4 1 56 14 1.55900224505666 1.11415582002712
"1341" "AB" 4 1 56 15 0.158398957112209 0.978310690760966
"1342" "AB" 4 1 56 15 0.251066922727465 0.907067463418519
"1343" "AB" 4 1 56 15 0.316797914224418 0.955911156054484
"1344" "AB" 4 1 56 15 0.397887357729738 1.01616747905212
"1345" "AB" 4 1 56 15 0.50213384545493 1.01911311496173
"1346" "AB" 4 1 56 15 0.630611673265862 1.02274344257705
"1347" "AB" 4 1 56 15 0.795774715459477 1.04287559416692
"1348" "AB" 4 1 56 15 0.99945325388133 1.06770249948817
"1349" "AB" 4 1 56 15 1.26122334653172 1.07852719684218
"1350" "AB" 4 1 56 15 1.55900224505666 1.09084092765193
"1351" "AB" 4 1 56 16 0.158398957112209 0.886232091119671
"1352" "AB" 4 1 56 16 0.251066922727465 0.949935836478141
"1353" "AB" 4 1 56 16 0.316797914224418 0.955679787783096
"1354" "AB" 4 1 56 16 0.397887357729738 0.962765848775528
"1355" "AB" 4 1 56 16 0.50213384545493 0.992465537776781
"1356" "AB" 4 1 56 16 0.630611673265862 1.02906870410695
"1357" "AB" 4 1 56 16 0.795774715459477 1.05366632120092
"1358" "AB" 4 1 56 16 0.99945325388133 1.08400002438184
"1359" "AB" 4 1 56 16 1.26122334653172 1.10750990626273
"1360" "AB" 4 1 56 16 1.55900224505666 1.1342537816232
"1361" "AB" 4 1 56 17 0.158398957112209 0.923253839404052
"1362" "AB" 4 1 56 17 0.251066922727465 0.988810143433309
"1363" "AB" 4 1 56 17 0.316797914224418 0.978067685898598
"1364" "AB" 4 1 56 17 0.397887357729738 0.96481518683338
"1365" "AB" 4 1 56 17 0.50213384545493 0.988194581003621
"1366" "AB" 4 1 56 17 0.630611673265862 1.01700834580351
"1367" "AB" 4 1 56 17 0.795774715459477 1.03898613942627
"1368" "AB" 4 1 56 17 0.99945325388133 1.06608908463343
"1369" "AB" 4 1 56 17 1.26122334653172 1.10531666280759
"1370" "AB" 4 1 56 17 1.55900224505666 1.14994034346657
"1371" "AB" 4 1 56 18 0.158398957112209 0.945599351233733
"1372" "AB" 4 1 56 18 0.251066922727465 0.977804094522346
"1373" "AB" 4 1 56 18 0.316797914224418 0.972915242376519
"1374" "AB" 4 1 56 18 0.397887357729738 0.966884079741413
"1375" "AB" 4 1 56 18 0.50213384545493 0.984961836244856
"1376" "AB" 4 1 56 18 0.630611673265862 1.00724163614929
"1377" "AB" 4 1 56 18 0.795774715459477 1.03646076529762
"1378" "AB" 4 1 56 18 0.99945325388133 1.07249370244778
"1379" "AB" 4 1 56 18 1.26122334653172 1.08436336054743
"1380" "AB" 4 1 56 18 1.55900224505666 1.09786579575306
"1381" "AB" 4 1 56 19 0.158398957112209 0.982815703534136
"1382" "AB" 4 1 56 19 0.251066922727465 0.989786503372089
"1383" "AB" 4 1 56 19 0.316797914224418 0.957642065762888
"1384" "AB" 4 1 56 19 0.397887357729738 0.9179868818358
"1385" "AB" 4 1 56 19 0.50213384545493 0.978284631571453
"1386" "AB" 4 1 56 19 0.630611673265862 1.0525981559594
"1387" "AB" 4 1 56 19 0.795774715459477 1.08404418359745
"1388" "AB" 4 1 56 19 0.99945325388133 1.12282332488369
"1389" "AB" 4 1 56 19 1.26122334653172 1.12148710511616
"1390" "AB" 4 1 56 19 1.55900224505666 1.11996707642789
"1391" "AB" 4 1 56 20 0.158398957112209 0.915888927824349
"1392" "AB" 4 1 56 20 0.251066922727465 0.976501393258024
"1393" "AB" 4 1 56 20 0.316797914224418 0.961354228318938
"1394" "AB" 4 1 56 20 0.397887357729738 0.942667834768177
"1395" "AB" 4 1 56 20 0.50213384545493 0.980806975677236
"1396" "AB" 4 1 56 20 0.630611673265862 1.02781128330905
"1397" "AB" 4 1 56 20 0.795774715459477 1.04311788702664
"1398" "AB" 4 1 56 20 0.99945325388133 1.06199394205683
"1399" "AB" 4 1 56 20 1.26122334653172 1.08573832444116
"1400" "AB" 4 1 56 20 1.55900224505666 1.11274895793628
"1401" "AB" 4 1 56 21 0.158398957112209 0.931658852677789
"1402" "AB" 4 1 56 21 0.251066922727465 0.941939123170984
"1403" "AB" 4 1 56 21 0.316797914224418 0.933197027299069
"1404" "AB" 4 1 56 21 0.397887357729738 0.922412286750059
"1405" "AB" 4 1 56 21 0.50213384545493 0.964100583996082
"1406" "AB" 4 1 56 21 0.630611673265862 1.01547902361723
"1407" "AB" 4 1 56 21 0.795774715459477 1.04203300568726
"1408" "AB" 4 1 56 21 0.99945325388133 1.0747792919355
"1409" "AB" 4 1 56 21 1.26122334653172 1.08865058917669
"1410" "AB" 4 1 56 21 1.55900224505666 1.10443000680141
"1411" "AB" 4 1 56 22 0.158398957112209 0.919015731353007
"1412" "AB" 4 1 56 22 0.251066922727465 0.914277752753244
"1413" "AB" 4 1 56 22 0.316797914224418 0.948804990142467
"1414" "AB" 4 1 56 22 0.397887357729738 0.991399729730382
"1415" "AB" 4 1 56 22 0.50213384545493 1.0021614336508
"1416" "AB" 4 1 56 22 0.630611673265862 1.01542461760462
"1417" "AB" 4 1 56 22 0.795774715459477 1.02333192027597
"1418" "AB" 4 1 56 22 0.99945325388133 1.03308318078539
"1419" "AB" 4 1 56 22 1.26122334653172 1.0574422512219
"1420" "AB" 4 1 56 22 1.55900224505666 1.0851521285812
"1421" "AB" 4 1 56 23 0.158398957112209 0.948650838968442
"1422" "AB" 4 1 56 23 0.251066922727465 1.02371267315349
"1423" "AB" 4 1 56 23 0.316797914224418 0.9928481658264
"1424" "AB" 4 1 56 23 0.397887357729738 0.954771975794554
"1425" "AB" 4 1 56 23 0.50213384545493 0.985159172616953
"1426" "AB" 4 1 56 23 0.630611673265862 1.02260965297555
"1427" "AB" 4 1 56 23 0.795774715459477 1.03929630922351
"1428" "AB" 4 1 56 23 0.99945325388133 1.05987424064565
"1429" "AB" 4 1 56 23 1.26122334653172 1.07937327165813
"1430" "AB" 4 1 56 23 1.55900224505666 1.10155456791857
"1431" "AB" 4 1 56 24 0.158398957112209 0.903182038122694
"1432" "AB" 4 1 56 24 0.251066922727465 0.977747521971643
"1433" "AB" 4 1 56 24 0.316797914224418 0.971905865104506
"1434" "AB" 4 1 56 24 0.397887357729738 0.964699269042022
"1435" "AB" 4 1 56 24 0.50213384545493 0.991624512441944
"1436" "AB" 4 1 56 24 0.630611673265862 1.02480833341078
"1437" "AB" 4 1 56 24 0.795774715459477 1.03715918608761
"1438" "AB" 4 1 56 24 0.99945325388133 1.0523902183335
"1439" "AB" 4 1 56 24 1.26122334653172 1.06571981709417
"1440" "AB" 4 1 56 24 1.55900224505666 1.08088302079152
"1441" "AB" 4 1 56 25 0.158398957112209 0.897805700541674
"1442" "AB" 4 1 56 25 0.251066922727465 0.942670632380444
"1443" "AB" 4 1 56 25 0.316797914224418 0.947074231966322
"1444" "AB" 4 1 56 25 0.397887357729738 0.952506759784735
"1445" "AB" 4 1 56 25 0.50213384545493 0.976736061922277
"1446" "AB" 4 1 56 25 0.630611673265862 1.00659728963301
"1447" "AB" 4 1 56 25 0.795774715459477 1.02996407022503
