"subject" "radius" "number" "durationTest" "sample" "speed" "psesample"
"187" "AB" 2 1 56 17 31.6243011303319 1.16214429671949
"188" "AB" 2 1 56 18 3.981 0.922133673922303
"189" "AB" 2 1 56 18 6.31 0.962553151936732
"190" "AB" 2 1 56 18 10 1.0462744172869
"191" "AB" 2 1 56 18 15.849 1.10014966225541
"192" "AB" 2 1 56 18 25.119 1.12581646814383
"193" "AB" 2 1 56 18 39.182 1.21702725947876
"194" "AB" 2 1 56 18 5.01199660813932 0.940026479734084
"195" "AB" 2 1 56 18 7.94415940652074 0.999630087789793
"196" "AB" 2 1 56 18 12.5897930372753 1.07012904787349
"197" "AB" 2 1 56 18 19.9535629847777 1.11151438948163
"198" "AB" 2 1 56 18 31.6243011303319 1.16800900629142
"199" "AB" 2 1 56 19 3.981 0.911820250675483
"200" "AB" 2 1 56 19 6.31 0.974781080016075
"201" "AB" 2 1 56 19 10 1.07237168518406
"202" "AB" 2 1 56 19 15.849 1.13518759390338
"203" "AB" 2 1 56 19 25.119 1.15275231676364
"204" "AB" 2 1 56 19 39.182 1.21096623759506
"205" "AB" 2 1 56 19 5.01199660813932 0.939691612416912
"206" "AB" 2 1 56 19 7.94415940652074 1.01800021427714
"207" "AB" 2 1 56 19 12.5897930372753 1.10018502131527
"208" "AB" 2 1 56 19 19.9535629847777 1.14296488746218
"209" "AB" 2 1 56 19 31.6243011303319 1.17968107200688
"210" "AB" 2 1 56 20 3.981 0.973269421969303
"211" "AB" 2 1 56 20 6.31 0.995200562966856
"212" "AB" 2 1 56 20 10 1.05206963443109
"213" "AB" 2 1 56 20 15.849 1.10229995880416
"214" "AB" 2 1 56 20 25.119 1.18085307394468
"215" "AB" 2 1 56 20 39.182 1.20097811860146
"216" "AB" 2 1 56 20 5.01199660813932 0.982977851330017
"217" "AB" 2 1 56 20 7.94415940652074 1.02038569252604
"218" "AB" 2 1 56 20 12.5897930372753 1.07431038401588
"219" "AB" 2 1 56 20 19.9535629847777 1.1370816425954
"220" "AB" 2 1 56 20 31.6243011303319 1.19016257232723
"221" "AB" 2 1 56 21 3.981 0.935178429585872
"222" "AB" 2 1 56 21 6.31 0.996731136788525
"223" "AB" 2 1 56 21 10 1.0431781732533
"224" "AB" 2 1 56 21 15.849 1.10784853070764
"225" "AB" 2 1 56 21 25.119 1.13404267137494
"226" "AB" 2 1 56 21 39.182 1.23086165899358
"227" "AB" 2 1 56 21 5.01199660813932 0.962426446909929
"228" "AB" 2 1 56 21 7.94415940652074 1.01730074696303
"229" "AB" 2 1 56 21 12.5897930372753 1.07181261357701
"230" "AB" 2 1 56 21 19.9535629847777 1.11944675079405
"231" "AB" 2 1 56 21 31.6243011303319 1.17882946434892
"232" "AB" 2 1 56 22 3.981 0.917747102221591
"233" "AB" 2 1 56 22 6.31 0.994465341863841
"234" "AB" 2 1 56 22 10 1.04467675064347
"235" "AB" 2 1 56 22 15.849 1.12617561524655
"236" "AB" 2 1 56 22 25.119 1.14863518414119
"237" "AB" 2 1 56 22 39.182 1.19322042617428
"238" "AB" 2 1 56 22 5.01199660813932 0.951708564159581
"239" "AB" 2 1 56 22 7.94415940652074 1.01670204808929
"240" "AB" 2 1 56 22 12.5897930372753 1.08076243915346
"241" "AB" 2 1 56 22 19.9535629847777 1.13612024471138
"242" "AB" 2 1 56 22 31.6243011303319 1.16925954774739
"243" "AB" 2 1 56 23 3.981 0.936291511821388
"244" "AB" 2 1 56 23 6.31 0.925093130853773
"245" "AB" 2 1 56 23 10 1.00536083479751
"246" "AB" 2 1 56 23 15.849 1.06766970170333
"247" "AB" 2 1 56 23 25.119 1.12479806853306
"248" "AB" 2 1 56 23 39.182 1.19684962741601
"249" "AB" 2 1 56 23 5.01199660813932 0.931334237113675
"250" "AB" 2 1 56 23 7.94415940652074 0.960640616880732
"251" "AB" 2 1 56 23 12.5897930372753 1.03294966531097
"252" "AB" 2 1 56 23 19.9535629847777 1.09296495303775
"253" "AB" 2 1 56 23 31.6243011303319 1.15812787635809
"254" "AB" 2 1 56 24 3.981 0.938774840810516
"255" "AB" 2 1 56 24 6.31 1.00448193371204
"256" "AB" 2 1 56 24 10 1.07416026252138
"257" "AB" 2 1 56 24 15.849 1.14907408545943
"258" "AB" 2 1 56 24 25.119 1.18008431557642
"259" "AB" 2 1 56 24 39.182 1.24432296780679
"260" "AB" 2 1 56 24 5.01199660813932 0.967861912477397
"261" "AB" 2 1 56 24 7.94415940652074 1.03533979182977
"262" "AB" 2 1 56 24 12.5897930372753 1.10733025688634
"263" "AB" 2 1 56 24 19.9535629847777 1.162804769676
"264" "AB" 2 1 56 24 31.6243011303319 1.20980000760268
"265" "AB" 2 1 56 25 3.981 0.909389447203025
"266" "AB" 2 1 56 25 6.31 0.957756852640787
"267" "AB" 2 1 56 25 10 0.996369562288171
"268" "AB" 2 1 56 25 15.849 1.11400299973089
"269" "AB" 2 1 56 25 25.119 1.13485512002087
"270" "AB" 2 1 56 25 39.182 1.23941885063961
"271" "AB" 2 1 56 25 5.01199660813932 0.930800624081871
"272" "AB" 2 1 56 25 7.94415940652074 0.974856940088355
"273" "AB" 2 1 56 25 12.5897930372753 1.04845474902777
"274" "AB" 2 1 56 25 19.9535629847777 1.12323588442306
"275" "AB" 2 1 56 25 31.6243011303319 1.18322449746422
"276" "AB" 2 1 56 26 3.981 0.936782202486721
"277" "AB" 2 1 56 26 6.31 0.968386974925111
"278" "AB" 2 1 56 26 10 1.03816263494001
"279" "AB" 2 1 56 26 15.849 1.09675974471102
"280" "AB" 2 1 56 26 25.119 1.16732425521956
"281" "AB" 2 1 56 26 39.182 1.19633190052196
"282" "AB" 2 1 56 26 5.01199660813932 0.950772933781266
"283" "AB" 2 1 56 26 7.94415940652074 0.99928793729897
"284" "AB" 2 1 56 26 12.5897930372753 1.06410799087939
"285" "AB" 2 1 56 26 19.9535629847777 1.12800424070588
"286" "AB" 2 1 56 26 31.6243011303319 1.18074269138353
"287" "AB" 2 1 56 27 3.981 0.94179274069961
"288" "AB" 2 1 56 27 6.31 0.992718524432413
"289" "AB" 2 1 56 27 10 1.04981160931139
"290" "AB" 2 1 56 27 15.849 1.10802266875342
"291" "AB" 2 1 56 27 25.119 1.13144665271351
"292" "AB" 2 1 56 27 39.182 1.22915065506778
"293" "AB" 2 1 56 27 5.01199660813932 0.964336454866787
"294" "AB" 2 1 56 27 7.94415940652074 1.01800286093709
"295" "AB" 2 1 56 27 12.5897930372753 1.07558603168024
"296" "AB" 2 1 56 27 19.9535629847777 1.11839432112867
"297" "AB" 2 1 56 27 31.6243011303319 1.17664283823247
"298" "AB" 2 1 56 28 3.981 0.921710063617801
"299" "AB" 2 1 56 28 6.31 0.973770892786503
"300" "AB" 2 1 56 28 10 1.04694279612804
"301" "AB" 2 1 56 28 15.849 1.14066817879641
"302" "AB" 2 1 56 28 25.119 1.16760448977368
"303" "AB" 2 1 56 28 39.182 1.20799024538833
"304" "AB" 2 1 56 28 5.01199660813932 0.944756237207261
"305" "AB" 2 1 56 28 7.94415940652074 1.00617592100835
"306" "AB" 2 1 56 28 12.5897930372753 1.08844208548528
"307" "AB" 2 1 56 28 19.9535629847777 1.15259501644299
"308" "AB" 2 1 56 28 31.6243011303319 1.18628624342861
"309" "AB" 2 1 56 29 3.981 0.925527952611194
"310" "AB" 2 1 56 29 6.31 0.976322385821982
"311" "AB" 2 1 56 29 10 1.03538186149326
"312" "AB" 2 1 56 29 15.849 1.09859864040546
"313" "AB" 2 1 56 29 25.119 1.14301776573354
"314" "AB" 2 1 56 29 39.182 1.22547575546234
"315" "AB" 2 1 56 29 5.01199660813932 0.948013520817584
"316" "AB" 2 1 56 29 7.94415940652074 1.0024775613538
"317" "AB" 2 1 56 29 12.5897930372753 1.06337269306546
"318" "AB" 2 1 56 29 19.9535629847777 1.11826650422831
"319" "AB" 2 1 56 29 31.6243011303319 1.18116140889557
"320" "AB" 2 1 56 30 3.981 0.951932709516819
"321" "AB" 2 1 56 30 6.31 0.961575449803051
"322" "AB" 2 1 56 30 10 1.03431474660915
"323" "AB" 2 1 56 30 15.849 1.13504738161432
"324" "AB" 2 1 56 30 25.119 1.14946385710076
"325" "AB" 2 1 56 30 39.182 1.19798044360069
"326" "AB" 2 1 56 30 5.01199660813932 0.956201336622132
"327" "AB" 2 1 56 30 7.94415940652074 0.99378889319042
"328" "AB" 2 1 56 30 12.5897930372753 1.07891667459048
"329" "AB" 2 1 56 30 19.9535629847777 1.1414306967872
"330" "AB" 2 1 56 30 31.6243011303319 1.17190679281845
"331" "AB" 2 1 112 1 3.981 0.884384599884585
"332" "AB" 2 1 112 1 6.31 0.97716337541388
"333" "AB" 2 1 112 1 10 1.09335074136818
"334" "AB" 2 1 112 1 15.849 1.14668310340918
"335" "AB" 2 1 112 1 25.119 1.23927853266627
"336" "AB" 2 1 112 1 39.182 1.09081279287146
"337" "AB" 2 1 112 1 5.01199660813932 0.925455704598205
"338" "AB" 2 1 112 1 7.94415940652074 1.02861830142827
"339" "AB" 2 1 112 1 12.5897930372753 1.11696499677513
"340" "AB" 2 1 112 1 19.9535629847777 1.18768243150932
"341" "AB" 2 1 112 1 31.6243011303319 1.17060084334658
"342" "AB" 2 1 112 2 3.981 0.882262738006361
"343" "AB" 2 1 112 2 6.31 1.005412447351
"344" "AB" 2 1 112 2 10 1.10702796111199
"345" "AB" 2 1 112 2 15.849 1.16373594391087
"346" "AB" 2 1 112 2 25.119 1.25008147649276
"347" "AB" 2 1 112 2 39.182 1.09733979001102
"348" "AB" 2 1 112 2 5.01199660813932 0.936778381040996
"349" "AB" 2 1 112 2 7.94415940652074 1.05041405918324
"350" "AB" 2 1 112 2 12.5897930372753 1.1321368581902
"351" "AB" 2 1 112 2 19.9535629847777 1.20196794789539
"352" "AB" 2 1 112 2 31.6243011303319 1.17942580802099
"353" "AB" 2 1 112 3 3.981 0.847385614056652
"354" "AB" 2 1 112 3 6.31 0.93334720354203
"355" "AB" 2 1 112 3 10 1.063000075409
"356" "AB" 2 1 112 3 15.849 1.14579980065073
"357" "AB" 2 1 112 3 25.119 1.25435229627421
"358" "AB" 2 1 112 3 39.182 1.11220893367048
"359" "AB" 2 1 112 3 5.01199660813932 0.885438901815213
"360" "AB" 2 1 112 3 7.94415940652074 0.990765485423829
"361" "AB" 2 1 112 3 12.5897930372753 1.09966175294693
"362" "AB" 2 1 112 3 19.9535629847777 1.19386458548799
"363" "AB" 2 1 112 3 31.6243011303319 1.18859922954483
"364" "AB" 2 1 112 4 3.981 0.828216092078
"365" "AB" 2 1 112 4 6.31 1.03787127521756
"366" "AB" 2 1 112 4 10 1.08000053409509
"367" "AB" 2 1 112 4 15.849 1.13999806942389
"368" "AB" 2 1 112 4 25.119 1.21235279160846
"369" "AB" 2 1 112 4 39.182 1.11276752539448
"370" "AB" 2 1 112 4 5.01199660813932 0.921025788383588
"371" "AB" 2 1 112 4 7.94415940652074 1.05652870738137
"372" "AB" 2 1 112 4 12.5897930372753 1.10656596395459
"373" "AB" 2 1 112 4 19.9535629847777 1.17203523387402
"374" "AB" 2 1 112 4 31.6243011303319 1.16628636589089
"375" "AB" 2 1 112 5 3.981 0.900183388740777
"376" "AB" 2 1 112 5 6.31 0.980018941416753
"377" "AB" 2 1 112 5 10 1.07912619126683
"378" "AB" 2 1 112 5 15.849 1.12019774712279
"379" "AB" 2 1 112 5 25.119 1.26535702238354
"380" "AB" 2 1 112 5 39.182 1.13006433729215
"381" "AB" 2 1 112 5 5.01199660813932 0.935524815970429
"382" "AB" 2 1 112 5 7.94415940652074 1.02390973941049
"383" "AB" 2 1 112 5 12.5897930372753 1.09731166389221
"384" "AB" 2 1 112 5 19.9535629847777 1.1844712517757
"385" "AB" 2 1 112 5 31.6243011303319 1.20277296085679
"386" "AB" 2 1 112 6 3.981 0.920974504746863
"387" "AB" 2 1 112 6 6.31 0.982193321031697
"388" "AB" 2 1 112 6 10 1.10679236902706
"389" "AB" 2 1 112 6 15.849 1.25545325938071
"390" "AB" 2 1 112 6 25.119 1.19195442094435
"391" "AB" 2 1 112 6 39.182 1.04928250155163
"392" "AB" 2 1 112 6 5.01199660813932 0.948074715972268
"393" "AB" 2 1 112 6 7.94415940652074 1.03737345824719
"394" "AB" 2 1 112 6 12.5897930372753 1.17261574716914
"395" "AB" 2 1 112 6 19.9535629847777 1.22733729586159
"396" "AB" 2 1 112 6 31.6243011303319 1.12595685296511
"397" "AB" 2 1 112 7 3.981 0.837288932882377
"398" "AB" 2 1 112 7 6.31 0.973432997670736
"399" "AB" 2 1 112 7 10 1.08644703201394
"400" "AB" 2 1 112 7 15.849 1.17264186267234
"401" "AB" 2 1 112 7 25.119 1.21915039203757
"402" "AB" 2 1 112 7 39.182 1.0839452667688
"403" "AB" 2 1 112 7 5.01199660813932 0.89755688866387
"404" "AB" 2 1 112 7 7.94415940652074 1.02348257688234
"405" "AB" 2 1 112 7 12.5897930372753 1.1246119785498
"406" "AB" 2 1 112 7 19.9535629847777 1.19323487109833
"407" "AB" 2 1 112 7 31.6243011303319 1.15660683417384
"408" "AB" 2 1 112 8 3.981 0.854331847343937
"409" "AB" 2 1 112 8 6.31 0.95837560266058
"410" "AB" 2 1 112 8 10 1.09535963655707
"411" "AB" 2 1 112 8 15.849 1.14411069599425
"412" "AB" 2 1 112 8 25.119 1.24579990872383
"413" "AB" 2 1 112 8 39.182 1.10256545978256
"414" "AB" 2 1 112 8 5.01199660813932 0.900389708584614
"415" "AB" 2 1 112 8 7.94415940652074 1.01904057489232
"416" "AB" 2 1 112 8 12.5897930372753 1.11694540408831
"417" "AB" 2 1 112 8 19.9535629847777 1.18913656206987
"418" "AB" 2 1 112 8 31.6243011303319 1.17954212428238
"419" "AB" 2 1 112 9 3.981 0.933629521035535
"420" "AB" 2 1 112 9 6.31 1.0050203076267
"421" "AB" 2 1 112 9 10 1.10119320359261
"422" "AB" 2 1 112 9 15.849 1.1172417527882
"423" "AB" 2 1 112 9 25.119 1.20841883191286
"424" "AB" 2 1 112 9 39.182 1.10233690088398
"425" "AB" 2 1 112 9 5.01199660813932 0.965232637749957
"426" "AB" 2 1 112 9 7.94415940652074 1.04761159288281
"427" "AB" 2 1 112 9 12.5897930372753 1.10829910562118
"428" "AB" 2 1 112 9 19.9535629847777 1.15761306498186
"429" "AB" 2 1 112 9 31.6243011303319 1.15934716115769
"430" "AB" 2 1 112 10 3.981 0.839826951710717
"431" "AB" 2 1 112 10 6.31 0.994071789130881
"432" "AB" 2 1 112 10 10 1.11839730917197
"433" "AB" 2 1 112 10 15.849 1.15647416786725
"434" "AB" 2 1 112 10 25.119 1.30295585136205
"435" "AB" 2 1 112 10 39.182 1.13013526615082
"436" "AB" 2 1 112 10 5.01199660813932 0.908107717791949
"437" "AB" 2 1 112 10 7.94415940652074 1.0491307913113
"438" "AB" 2 1 112 10 12.5897930372753 1.13525680370614
"439" "AB" 2 1 112 10 19.9535629847777 1.22133320735168
"440" "AB" 2 1 112 10 31.6243011303319 1.22301203081741
"441" "AB" 2 1 112 11 3.981 0.817035528397907
"442" "AB" 2 1 112 11 6.31 1.02870340766324
"443" "AB" 2 1 112 11 10 1.01336100547444
"444" "AB" 2 1 112 11 15.849 1.15578537276789
"445" "AB" 2 1 112 11 25.119 1.23674064818515
"446" "AB" 2 1 112 11 39.182 1.07984502682727
"447" "AB" 2 1 112 11 5.01199660813932 0.910736200606838
"448" "AB" 2 1 112 11 7.94415940652074 1.0219088464558
"449" "AB" 2 1 112 11 12.5897930372753 1.07642300491963
"450" "AB" 2 1 112 11 19.9535629847777 1.19163068311311
"451" "AB" 2 1 112 11 31.6243011303319 1.16416344111955
"452" "AB" 2 1 112 12 3.981 0.865829615007746
"453" "AB" 2 1 112 12 6.31 0.980834742947922
"454" "AB" 2 1 112 12 10 1.08423025464117
"455" "AB" 2 1 112 12 15.849 1.14535356097585
"456" "AB" 2 1 112 12 25.119 1.27343805857249
"457" "AB" 2 1 112 12 39.182 1.11009958212961
"458" "AB" 2 1 112 12 5.01199660813932 0.916739832622581
"459" "AB" 2 1 112 12 7.94415940652074 1.02662464756189
"460" "AB" 2 1 112 12 12.5897930372753 1.11129414815473
"461" "AB" 2 1 112 12 19.9535629847777 1.20206670960142
"462" "AB" 2 1 112 12 31.6243011303319 1.19788049792181
"463" "AB" 2 1 112 13 3.981 0.8771750865228
"464" "AB" 2 1 112 13 6.31 0.925532011993436
"465" "AB" 2 1 112 13 10 1.11974425242008
"466" "AB" 2 1 112 13 15.849 1.16625474319704
"467" "AB" 2 1 112 13 25.119 1.19432322302525
"468" "AB" 2 1 112 13 39.182 1.0863751293953
"469" "AB" 2 1 112 13 5.01199660813932 0.898581624152801
