"subject" "radius" "speed" "number" "freq" "tf" "durationTest" "x" "xmin" "xmax" "meandur" "pse" "psemin" "psemax" "angle" "speedMatch" "speedMatchMin" "speedMatchMax"
"1" "AD" 2 10 1 0.795774715459477 0.795774715459477 56 6.88416181731527 6.82391014921624 6.94813152301765 956.666666666667 0.979077329605244 0.911635073119291 1.03877317806019 0.742723067762178 12.694585978028 8.890744279736 17.6750257310214
"2" "AD" 2 10 1 0.795774715459477 0.795774715459477 112 7.66718912191745 7.61248670884731 7.7252850890223 1906.66666666667 0.879161208248995 0.812116332321014 0.938826986121297 1.48544613552436 12.694585978028 8.890744279736 17.6750257310214
"3" "AD" 2 10 2 0.795774715459477 1.59154943091895 56 6.8216849274959 6.77931221377412 6.86352336060426 956.666666666667 1.04090974281578 0.999931657146032 1.08070003511635 0.742723067762178 13.532091850444 10.8052152572044 16.599991265
"4" "AD" 2 10 2 0.795774715459477 1.59154943091895 112 7.61017985846588 7.56083295274166 7.66939199001342 1906.66666666667 0.941272132115815 0.876689426729148 0.992248957965011 1.48544613552436 13.532091850444 10.8052152572044 16.599991265
"5" "AD" 2 15.849 1 1.26122334653172 1.26122334653172 56 6.83672503583925 6.78977052783237 6.88498289023353 956.666666666667 1.02637590012007 0.978238733421748 1.07103525681782 1.17714179009628 20.050679566836 14.177618865892 25.8680872784855
"6" "AD" 2 15.849 1 1.26122334653172 1.26122334653172 112 7.56450926019511 7.52312432687322 7.60905941734725 1906.66666666667 0.988537336948236 0.942457710043265 1.02954230555978 2.35428358019255 20.050679566836 14.177618865892 25.8680872784855
"7" "AD" 2 15.849 2 1.26122334653172 2.52244669306345 112 7.47595786744701 7.42245100970421 7.53008307626158 1906.66666666667 1.07425265603803 1.02276558225903 1.12248461058543 2.35428358019255 19.3868180993 15.68982672195 22.1568713631
"8" "AD" 2 15.849 2 1.26122334653172 2.52244669306345 56 6.78420754909269 6.72623260218224 6.84454574083895 956.666666666667 1.07618872033982 1.01873162038844 1.12822369409088 1.17714179009628 19.3868180993 15.68982672195 22.1568713631
"9" "AD" 2 25.119 1 1.99890650776266 1.99890650776266 56 6.80178674673165 6.75850513602931 6.84818998429214 956.666666666667 1.05980527729188 1.01514911572542 1.09963035566995 1.86564607391182 26.29410221948 19.98908308508 31.90212079224
"10" "AD" 2 25.119 1 1.99890650776266 1.99890650776266 112 7.466705323277 7.39877234508742 7.52713451520449 1906.66666666667 1.08277866974349 1.02564277373493 1.14301893112141 3.73129214782363 26.29410221948 19.98908308508 31.90212079224
"11" "AD" 2 25.119 2 1.99890650776266 3.99781301552532 56 6.75120287701034 6.69451066728009 6.80392497311446 956.666666666667 1.10618114115056 1.05779277730728 1.15544410075515 1.86564607391182 26.8929559688 23.22970375816 30.5105828584455
"12" "AD" 2 25.119 2 1.99890650776266 3.99781301552532 112 7.41353897023827 7.35956206284617 7.46111022749089 1906.66666666667 1.13027031757268 1.08789628083062 1.17597114613523 3.73129214782363 26.8929559688 23.22970375816 30.5105828584455
"13" "AD" 2 3.981 1 0.316797914224418 0.316797914224418 112 7.71425157266764 7.60007643340971 7.9418952546642 1906.66666666667 0.825150825814192 0.524814921368555 0.951915054265769 0.591356106552246 6.446575755942 5.435324115602 7.329948594874
"14" "AD" 2 3.981 1 0.316797914224418 0.316797914224418 56 6.81817350347518 6.75115563960867 6.88320300080021 956.666666666667 1.0442716094589 0.980055737990201 1.10622336183381 0.295678053276123 6.446575755942 5.435324115602 7.329948594874
"15" "AD" 2 3.981 2 0.316797914224418 0.633595828448835 112 7.60312378856392 7.53350098461163 7.69628452291513 1906.66666666667 0.948716295803205 0.846070900593374 1.01941977000002 0.591356106552246 6.533312932594 4.835845818498 8.429691496248
"16" "AD" 2 3.981 2 0.316797914224418 0.633595828448835 56 6.76870116404155 6.7095793639809 6.82366195154445 956.666666666667 1.09040320132992 1.03901172271512 1.14262137581849 0.295678053276123 6.533312932594 4.835845818498 8.429691496248
"17" "AD" 2 39.182 1 3.11800449011332 3.11800449011332 112 7.44900264108401 7.38927639910028 7.50052009625673 1906.66666666667 1.09887307011649 1.05123268437339 1.15111826080324 5.82027504821153 50.4738297746 40.0465207296 64.995982325
"18" "AD" 2 39.182 1 3.11800449011332 3.11800449011332 56 6.70479251454719 6.63856349561162 6.76057128857706 956.666666666667 1.14671571089924 1.09776813147826 1.20139715707551 2.91013752410577 50.4738297746 40.0465207296 64.995982325
"19" "AD" 2 39.182 2 3.11800449011332 6.23600898022664 112 7.30551037758863 7.1740421768292 7.38271750896804 1906.66666666667 1.21932895739128 1.15666776368155 1.31550204297133 5.82027504821153 59.45538282434 40.5860057607 85.5024857607
"20" "AD" 2 39.182 2 3.11800449011332 6.23600898022664 56 6.70353822892271 6.62360791820432 6.76178794070386 956.666666666667 1.14778530218994 1.09666976112473 1.21325185581802 2.91013752410577 59.45538282434 40.5860057607 85.5024857607
"21" "AD" 2 6.31 1 0.50213384545493 0.50213384545493 112 7.73217285653943 7.65139827362756 7.86520437367269 1906.66666666667 0.803906223578673 0.633718825291872 0.896721195140787 0.937316511515869 9.473922148244 8.634089082208 10.46028803029
"22" "AD" 2 6.31 1 0.50213384545493 0.50213384545493 56 6.78591575973332 6.72110683503241 6.83812493590109 956.666666666667 1.0746093074811 1.02501196922171 1.1326807836814 0.468658255757934 9.473922148244 8.634089082208 10.46028803029
"23" "AD" 2 6.31 2 0.50213384545493 1.00426769090986 112 7.62500426618864 7.57125317932638 7.68473827032197 1906.66666666667 0.925460206893691 0.859317834061142 0.981693061865524 0.937316511515869 10.1919600797 7.938866279112 12.591808086028
"24" "AD" 2 6.31 2 0.50213384545493 1.00426769090986 56 6.80128036038607 6.73882858046446 6.8564486983267 956.666666666667 1.06028125853626 1.00698183470799 1.11717336995537 0.468658255757934 10.1919600797 7.938866279112 12.591808086028
"25" "AD" 4 10 1 0.397887357729738 0.397887357729738 56 6.8324330924792 6.76539784906846 6.89484874613485 956.666666666667 1.03054568496964 0.968108293440095 1.09340292880438 0.371361533881089 11.550724445166 8.629428226616 15.3472584229007
"26" "AD" 4 10 1 0.397887357729738 0.397887357729738 112 7.71055115877863 7.64627184729118 7.80682034404857 1906.66666666667 0.829490220286423 0.711203872242492 0.902362600183905 0.742723067762178 11.550724445166 8.629428226616 15.3472584229007
"27" "AD" 4 10 2 0.397887357729738 0.795774715459477 112 7.63504150643776 7.58427901440174 7.69384960347783 1906.66666666667 0.914620483383409 0.848877207035225 0.968341998030517 0.742723067762178 8.154265928834 6.659774541056 9.57954621366
"28" "AD" 4 10 2 0.397887357729738 0.795774715459477 56 6.79225234893492 6.74726065232247 6.83579038082019 956.666666666667 1.06872686919697 1.02728547763489 1.1096978395603 0.371361533881089 8.154265928834 6.659774541056 9.57954621366
"29" "AD" 4 15.849 1 0.630611673265862 0.630611673265862 56 6.8299138428996 6.75807830841584 6.90034638471734 956.666666666667 1.03298490854867 0.962419703202243 1.10001457629267 0.588570895048138 12.621617767575 11.7053370957 13.523092877975
"30" "AD" 4 15.849 1 0.630611673265862 0.630611673265862 112 7.68833350012834 7.62398486120602 7.76770335998072 1906.66666666667 0.855209438651057 0.760644403524098 0.926555039978852 1.17714179009628 12.621617767575 11.7053370957 13.523092877975
"31" "AD" 4 15.849 2 0.630611673265862 1.26122334653172 56 6.82495030079894 6.77636485129896 6.8712732795584 956.666666666667 1.03777283629667 0.992151098131892 1.08340555630189 0.588570895048138 15.04538632962 12.343251811679 17.76645666346
"32" "AD" 4 15.849 2 0.630611673265862 1.26122334653172 112 7.59505665112468 7.54646466610155 7.64382606178274 1906.66666666667 0.957163029642703 0.905043905544391 1.00662508630679 1.17714179009628 15.04538632962 12.343251811679 17.76645666346
"33" "AD" 4 25.119 1 0.99945325388133 0.99945325388133 112 7.6197878734959 7.56699584719247 7.67514435871325 1906.66666666667 0.93105083428748 0.870209109429404 0.986019117453587 1.86564607391182 22.77414538536 17.19414296814 30.25738077834
"34" "AD" 4 25.119 1 0.99945325388133 0.99945325388133 56 6.88621780089959 6.83435946040286 6.93544733727095 956.666666666667 0.976976170119483 0.925352912282245 1.02867635934733 0.932823036955908 22.77414538536 17.19414296814 30.25738077834
"35" "AD" 4 25.119 2 0.99945325388133 1.99890650776266 112 7.51820006317832 7.4673523242572 7.57017929451916 1906.66666666667 1.03430934843113 0.982786019255261 1.08218503462321 1.86564607391182 22.09694569284 19.84487303874 24.42667202482
"36" "AD" 4 25.119 2 0.99945325388133 1.99890650776266 56 6.82327818566638 6.77799084518012 6.87583782200541 956.666666666667 1.03938044646885 0.987540213756071 1.08191396701604 0.932823036955908 22.09694569284 19.84487303874 24.42667202482
"37" "AD" 4 3.981 1 0.158398957112209 0.158398957112209 56 6.75977405757249 6.6949497027205 6.81709946134577 956.666666666667 1.0984871320543 1.04529755096379 1.1550732293771 0.147839026638062 6.552470248212 4.671458309328 8.261421075214
"38" "AD" 4 3.981 1 0.158398957112209 0.158398957112209 112 7.53203256943579 7.44968429958195 7.61102410295715 1906.66666666667 1.02085861222346 0.940377929535905 1.09825859988138 0.295678053276123 6.552470248212 4.671458309328 8.261421075214
"39" "AD" 4 3.981 2 0.158398957112209 0.316797914224418 112 7.52230820381772 7.46918138719466 7.57696943127554 1906.66666666667 1.03033399535651 0.975855494237366 1.08050475708836 0.295678053276123 5.770983257356 4.83216323158755 6.56867245721405
"40" "AD" 4 3.981 2 0.158398957112209 0.316797914224418 56 6.73573428356046 6.67862341193797 6.78781900976986 956.666666666667 1.11990087563105 1.0728463804985 1.16875575317399 0.147839026638062 5.770983257356 4.83216323158755 6.56867245721405
"41" "AD" 4 39.182 1 1.55900224505666 1.55900224505666 56 6.77610559977736 6.72914427369089 6.82686396537855 956.666666666667 1.083643154006 1.03592969323964 1.12568166888377 1.45506876205288 33.05928957956 22.90014802316 42.81806125514
"42" "AD" 4 39.182 1 1.55900224505666 1.55900224505666 112 7.51660597260388 7.44908734634833 7.58043238389279 1906.66666666667 1.03584752047812 0.972302782454761 1.09879673668883 2.91013752410577 33.05928957956 22.90014802316 42.81806125514
