"subject" "radius" "number" "durationTest" "freqMatch" "pse"
"153" "FE" 4 2 112 1.53954741810961 1.11317390723662
"154" "FE" 4 2 112 2.40909545077834 1.22316194913802
"155" "MC" 2 1 56 0.474963726540341 0.73893632869505
"156" "MC" 2 1 56 0.685930330307144 1.00121323165398
"157" "MC" 2 1 56 1.17776163397292 1.2082374865426
"158" "MC" 2 1 56 1.97359328021058 1.33023537327972
"159" "MC" 2 1 56 2.37491112386359 1.40721688270943
"160" "MC" 2 1 56 0.432366347005796 0.714456323908406
"161" "MC" 2 1 56 0.660641402748465 0.969383792784666
"162" "MC" 2 1 56 0.878507510512231 1.08253317936097
"163" "MC" 2 1 56 1.55577387617206 1.26643314598534
"164" "MC" 2 1 112 0.474963726540341 0.968470868163693
"165" "MC" 2 1 112 0.685930330307144 0.963009757318153
"166" "MC" 2 1 112 1.17776163397292 1.03037978631791
"167" "MC" 2 1 112 1.97359328021058 1.15940508814994
"168" "MC" 2 1 112 2.37491112386359 1.17926723687957
"169" "MC" 2 1 112 0.432366347005796 0.946114390049414
"170" "MC" 2 1 112 0.660641402748465 0.963985544414463
"171" "MC" 2 1 112 0.878507510512231 0.98933422858445
"172" "MC" 2 1 112 1.55577387617206 1.09164234430323
"173" "MC" 2 2 56 0.466304103397509 0.995262676208527
"174" "MC" 2 2 56 0.716609014433732 1.15099345318632
"175" "MC" 2 2 56 1.38680708646757 1.24517749221154
"176" "MC" 2 2 56 2.14584384904854 1.39136471379882
"177" "MC" 2 2 56 2.73586782089059 1.39218781650323
"178" "MC" 2 2 56 0.29226133561535 0.790517132274991
"179" "MC" 2 2 56 0.425807916530984 0.947622582265647
"180" "MC" 2 2 56 0.556156834091604 1.05303398740753
"181" "MC" 2 2 56 0.869608852195032 1.1735719813846
"182" "MC" 2 2 56 1.435445544506 1.25259039577715
"183" "MC" 2 2 112 0.466304103397509 0.96334552901214
"184" "MC" 2 2 112 0.716609014433732 1.0555962229575
"185" "MC" 2 2 112 1.38680708646757 1.10229925281364
"186" "MC" 2 2 112 2.14584384904854 1.11454076848138
"187" "MC" 2 2 112 2.73586782089059 1.16866915614755
"188" "MC" 2 2 112 0.29226133561535 0.953284238424485
"189" "MC" 2 2 112 0.425807916530984 0.9610044727939
"190" "MC" 2 2 112 0.556156834091604 0.995413646312632
"191" "MC" 2 2 112 0.869608852195032 1.06695804211992
"192" "MC" 2 2 112 1.435445544506 1.10496821140473
"193" "MC" 4 1 56 0.30220730448355 0.749423399439306
"194" "MC" 4 1 56 0.474963726540341 0.885090089765189
"195" "MC" 4 1 56 0.685930330307144 1.02392937062736
"196" "MC" 4 1 56 1.17776163397292 1.19681585124054
"197" "MC" 4 1 56 0.279924770010468 0.730810530803154
"198" "MC" 4 1 56 0.432366347005796 0.856177104130003
"199" "MC" 4 1 56 0.660641402748465 1.00909321222781
"200" "MC" 4 1 56 0.878507510512231 1.13625335135599
"201" "MC" 4 1 56 1.55577387617206 1.27196648483938
"202" "MC" 4 1 112 0.30220730448355 0.947099279067585
"203" "MC" 4 1 112 0.474963726540341 0.968773116380594
"204" "MC" 4 1 112 0.685930330307144 0.970106995008458
"205" "MC" 4 1 112 1.17776163397292 1.04970004192729
"206" "MC" 4 1 112 0.279924770010468 0.94199085819948
"207" "MC" 4 1 112 0.432366347005796 0.968687674833923
"208" "MC" 4 1 112 0.660641402748465 0.966798662166993
"209" "MC" 4 1 112 0.878507510512231 0.996440809513568
"210" "MC" 4 1 112 1.55577387617206 1.11712232878691
"211" "MC" 4 2 56 0.280356500178971 0.759620919094476
"212" "MC" 4 2 56 0.466304103397509 1.03641492350404
"213" "MC" 4 2 56 0.716609014433732 1.19303418898881
"214" "MC" 4 2 56 1.38680708646757 1.33085421739065
"215" "MC" 4 2 56 0.29226133561535 0.782587444972108
"216" "MC" 4 2 56 0.425807916530984 0.986396637667505
"217" "MC" 4 2 56 0.556156834091604 1.1459781713914
"218" "MC" 4 2 56 0.869608852195032 1.23146312419492
"219" "MC" 4 2 56 1.435445544506 1.34015197805741
"220" "MC" 4 2 112 0.280356500178971 0.934111135371472
"221" "MC" 4 2 112 0.466304103397509 0.991425548039648
"222" "MC" 4 2 112 0.716609014433732 1.04631380546815
"223" "MC" 4 2 112 1.38680708646757 1.12645558906926
"224" "MC" 4 2 112 0.29226133561535 0.94792819061388
"225" "MC" 4 2 112 0.425807916530984 0.979612238311696
"226" "MC" 4 2 112 0.556156834091604 1.01833427275561
"227" "MC" 4 2 112 0.869608852195032 1.07212368370513
"228" "MC" 4 2 112 1.435445544506 1.13151201217125
"229" "SY" 2 1 56 0.56302874786131 0.983605217443736
"230" "SY" 2 1 56 0.899116114911248 1.08102336769262
"231" "SY" 2 1 56 1.27581321715713 0.968953424992499
"232" "SY" 2 1 56 2.18319304394091 1.04898063741373
"233" "SY" 2 1 56 3.43465765414661 1.07391689874899
"234" "SY" 2 1 56 0.595227005374208 0.994214718899827
"235" "SY" 2 1 56 0.920802069775635 1.07898441525339
"236" "SY" 2 1 56 1.49986133457929 0.987579246830235
"237" "SY" 2 1 112 0.56302874786131 0.951343196647343
"238" "SY" 2 1 112 0.899116114911248 0.965735703515827
"239" "SY" 2 1 112 1.27581321715713 0.957500890760169
"240" "SY" 2 1 112 2.18319304394091 0.952890347866053
"241" "SY" 2 1 112 3.43465765414661 0.976573852598633
"242" "SY" 2 1 112 0.595227005374208 0.953015956586098
"243" "SY" 2 1 112 0.920802069775635 0.965743778227961
"244" "SY" 2 1 112 1.49986133457929 0.956310791023094
"245" "SY" 2 2 56 0.572406546065618 0.840106722636377
"246" "SY" 2 2 56 0.820189249938777 1.00636952287267
"247" "SY" 2 2 56 1.30560278284852 1.04515150468605
"248" "SY" 2 2 56 2.67206470195374 1.06753083706434
"249" "SY" 2 2 56 4.28212355073793 1.13776213874134
"250" "SY" 2 2 56 0.367337590283953 0.816808658127208
"251" "SY" 2 2 56 0.554688481527956 0.8380937577339
"252" "SY" 2 2 56 0.890162954298791 1.0152900761475
"253" "SY" 2 2 56 1.42668155152422 1.0487581603151
"254" "SY" 2 2 112 0.572406546065618 0.926456847171433
"255" "SY" 2 2 112 0.820189249938777 0.92381388860873
"256" "SY" 2 2 112 1.30560278284852 0.947293581557758
"257" "SY" 2 2 112 2.67206470195374 0.978058784889632
"258" "SY" 2 2 112 4.28212355073793 0.919519692228335
"259" "SY" 2 2 112 0.367337590283953 0.835832478791447
"260" "SY" 2 2 112 0.554688481527956 0.918626854564697
"261" "SY" 2 2 112 0.890162954298791 0.926819155985654
"262" "SY" 2 2 112 1.42668155152422 0.950802734865987
"263" "SY" 4 1 56 0.402842938843116 1.06069524894703
"264" "SY" 4 1 56 0.56302874786131 1.06633947842635
"265" "SY" 4 1 56 0.899116114911248 1.00403903085219
"266" "SY" 4 1 56 1.27581321715713 1.03656536976986
"267" "SY" 4 1 56 0.254249601560876 0.83753978536681
"268" "SY" 4 1 56 0.376240391523202 1.05620921340606
"269" "SY" 4 1 56 0.595227005374208 1.06747400061249
"270" "SY" 4 1 56 0.920802069775635 0.999464338234721
"271" "SY" 4 1 56 1.49986133457929 1.06052903226713
"272" "SY" 4 1 112 0.402842938843116 0.927240572354809
"273" "SY" 4 1 112 0.56302874786131 0.96616081380521
"274" "SY" 4 1 112 0.899116114911248 0.930705556022716
"275" "SY" 4 1 112 1.27581321715713 0.929687367615764
"276" "SY" 4 1 112 0.254249601560876 0.91975887697993
"277" "SY" 4 1 112 0.376240391523202 0.921254991124518
"278" "SY" 4 1 112 0.595227005374208 0.973984003414608
"279" "SY" 4 1 112 0.920802069775635 0.927541508768298
"280" "SY" 4 1 112 1.49986133457929 0.93130612833354
"281" "SY" 4 2 56 0.360839252494653 1.05432123039178
"282" "SY" 4 2 56 0.572406546065618 1.05410270100491
"283" "SY" 4 2 56 0.820189249938777 1.03290604512094
"284" "SY" 4 2 56 1.30560278284852 1.04795529110526
"285" "SY" 4 2 56 0.273470294111694 0.954799506779654
"286" "SY" 4 2 56 0.367337590283953 1.06073799307743
"287" "SY" 4 2 56 0.554688481527956 1.05511868776706
"288" "SY" 4 2 56 0.890162954298791 1.02692012072404
"289" "SY" 4 2 56 1.42668155152422 1.05457152043941
"290" "SY" 4 2 112 0.360839252494653 0.970585363735099
"291" "SY" 4 2 112 0.572406546065618 0.950876561353148
"292" "SY" 4 2 112 0.820189249938777 0.919583007789234
"293" "SY" 4 2 112 1.30560278284852 0.90219594221935
"294" "SY" 4 2 112 0.273470294111694 0.958492510388615
"295" "SY" 4 2 112 0.367337590283953 0.971035279225944
"296" "SY" 4 2 112 0.554688481527956 0.952844268052708
"297" "SY" 4 2 112 0.890162954298791 0.910745724834341
"298" "SY" 4 2 112 1.42668155152422 0.900081089352238
