trial durationTest direction radius durationComparison speed number size iniAngle1 durComp onset response
1 56 -1 2.0 5 6.31 2 1.0 352 89 89 1
2 56 1 4.0 1 15.849 2 1.0 314 35 84 0
3 56 1 4.0 5 3.981 2 1.0 104 89 87 0
4 56 1 2.0 4 3.981 1 1.0 221 71 35 0
5 56 -1 4.0 2 25.119 2 1.0 296 45 76 0
6 56 1 4.0 2 10.0 2 1.0 142 45 35 1
7 56 -1 4.0 2 25.119 1 1.0 344 45 86 0
8 56 -1 4.0 4 15.849 2 1.0 206 71 32 1
9 56 -1 4.0 3 6.31 2 1.0 181 56 63 0
10 56 -1 4.0 3 3.981 2 1.0 319 56 33 0
11 56 -1 4.0 2 39.182 1 1.0 215 45 86 0
12 56 1 2.0 3 25.119 1 1.0 192 56 89 1
13 56 -1 2.0 4 3.981 2 1.0 39 71 52 1
14 56 -1 2.0 1 3.981 2 1.0 218 35 43 1
15 56 -1 2.0 1 10.0 1 1.0 66 35 60 0
16 56 1 4.0 4 15.849 1 1.0 21 71 72 0
17 56 -1 2.0 4 25.119 2 1.0 109 71 30 1
18 56 1 4.0 2 39.182 1 1.0 140 45 76 1
19 56 1 4.0 3 10.0 1 1.0 14 56 88 0
20 56 -1 2.0 4 6.31 2 1.0 304 71 42 0
21 56 -1 2.0 2 6.31 1 1.0 132 45 64 0
22 56 -1 4.0 5 25.119 1 1.0 151 89 33 1
23 56 1 2.0 5 10.0 1 1.0 91 89 74 0
24 56 1 4.0 5 25.119 1 1.0 47 89 71 1
25 56 -1 4.0 5 6.31 2 1.0 335 89 85 0
26 56 1 2.0 1 15.849 2 1.0 17 35 71 0
27 56 1 2.0 2 3.981 1 1.0 125 45 31 0
28 56 1 4.0 3 39.182 2 1.0 130 56 44 0
29 56 -1 4.0 2 10.0 1 1.0 225 45 84 0
30 56 -1 2.0 2 39.182 2 1.0 122 45 84 1
31 56 1 4.0 5 3.981 1 1.0 111 89 31 0
32 56 1 4.0 2 15.849 1 1.0 47 45 48 0
33 56 -1 2.0 1 39.182 1 1.0 350 35 48 1
34 56 -1 2.0 2 10.0 1 1.0 294 45 89 0
35 56 1 4.0 1 25.119 2 1.0 183 35 42 0
36 56 1 2.0 2 15.849 1 1.0 256 45 49 1
37 56 1 4.0 1 3.981 2 1.0 25 35 53 0
38 56 1 2.0 1 39.182 1 1.0 328 35 40 1
39 56 -1 2.0 2 39.182 1 1.0 18 45 72 1
40 56 -1 4.0 1 3.981 1 1.0 345 35 79 0
41 56 1 4.0 5 10.0 1 1.0 95 89 58 1
42 56 1 2.0 1 39.182 2 1.0 58 35 43 1
43 56 -1 2.0 5 10.0 1 1.0 150 89 88 1
44 56 1 2.0 4 6.31 2 1.0 101 71 60 1
45 56 -1 4.0 3 10.0 2 1.0 245 56 80 1
46 56 -1 4.0 2 3.981 1 1.0 127 45 40 0
47 56 -1 4.0 4 10.0 2 1.0 287 71 69 0
48 56 -1 2.0 3 10.0 1 1.0 163 56 42 0
49 56 1 2.0 5 3.981 2 1.0 210 89 64 0
50 56 -1 4.0 5 10.0 1 1.0 58 89 81 0
51 56 -1 2.0 5 15.849 2 1.0 80 89 60 0
52 56 1 2.0 2 39.182 1 1.0 61 45 71 0
53 56 1 4.0 4 15.849 2 1.0 2 71 90 1
54 56 -1 2.0 4 6.31 1 1.0 205 71 38 1
55 56 -1 4.0 2 39.182 2 1.0 186 45 49 1
56 56 -1 2.0 1 6.31 2 1.0 356 35 46 1
57 56 -1 4.0 4 25.119 1 1.0 310 71 60 0
58 56 1 2.0 5 10.0 2 1.0 15 89 83 0
59 56 1 2.0 5 15.849 2 1.0 69 89 46 1
60 56 -1 2.0 2 3.981 1 1.0 164 45 60 0
61 56 -1 4.0 2 3.981 2 1.0 292 45 86 0
62 56 1 2.0 4 10.0 1 1.0 283 71 52 1
63 56 -1 4.0 4 3.981 1 1.0 159 71 49 0
64 56 1 2.0 3 39.182 1 1.0 259 56 38 1
65 56 1 4.0 5 10.0 2 1.0 207 89 31 1
66 56 1 4.0 2 6.31 1 1.0 98 45 50 0
67 56 -1 2.0 3 10.0 2 1.0 248 56 49 0
68 56 1 2.0 2 6.31 2 1.0 27 45 52 0
69 56 -1 2.0 5 10.0 2 1.0 50 89 65 1
