trial durationTest direction radius durationComparison speed number size iniAngle1 durComp onset response
1 112 -1 2.0 2 39.182 2 1.0 55 98 44 0
2 112 -1 2.0 3 6.31 1 1.0 9 112 44 0
3 112 1 4.0 5 25.119 1 1.0 344 148 51 1
4 112 -1 4.0 4 15.849 2 1.0 189 129 38 0
5 112 -1 2.0 5 6.31 2 1.0 316 148 56 0
6 112 -1 2.0 4 3.981 1 1.0 56 129 62 0
7 112 -1 4.0 5 39.182 1 1.0 231 148 64 1
8 112 -1 2.0 2 6.31 2 1.0 329 98 66 0
9 112 1 4.0 1 3.981 2 1.0 312 85 64 0
10 112 -1 2.0 4 6.31 2 1.0 307 129 35 1
11 112 -1 2.0 3 39.182 1 1.0 71 112 51 0
12 112 -1 2.0 1 39.182 1 1.0 257 85 90 0
13 112 1 2.0 2 15.849 1 1.0 1 98 73 0
14 112 -1 2.0 1 10.0 2 1.0 50 85 31 0
15 112 1 2.0 2 10.0 2 1.0 257 98 76 0
16 112 1 2.0 5 10.0 1 1.0 313 148 76 0
17 112 -1 2.0 2 15.849 2 1.0 26 98 30 0
18 112 -1 2.0 3 3.981 1 1.0 14 112 48 0
19 112 1 4.0 3 6.31 2 1.0 156 112 41 0
20 112 -1 2.0 4 25.119 1 1.0 124 129 77 0
21 112 -1 2.0 5 39.182 2 1.0 120 148 73 0
22 112 -1 4.0 1 15.849 2 1.0 282 85 62 0
23 112 -1 2.0 3 10.0 1 1.0 333 112 58 0
24 112 1 2.0 3 10.0 1 1.0 288 112 84 0
25 112 -1 4.0 5 10.0 1 1.0 119 148 71 0
26 112 -1 2.0 1 25.119 2 1.0 182 85 39 0
27 112 -1 4.0 1 39.182 1 1.0 5 85 53 0
28 112 1 2.0 2 39.182 2 1.0 344 98 74 0
29 112 1 4.0 4 6.31 1 1.0 233 129 39 0
30 112 -1 4.0 1 3.981 1 1.0 89 85 77 0
31 112 -1 2.0 3 15.849 1 1.0 268 112 51 0
32 112 1 2.0 3 15.849 2 1.0 93 112 90 0
33 112 1 4.0 2 3.981 1 1.0 147 98 33 0
34 112 -1 2.0 1 15.849 2 1.0 142 85 82 0
35 112 -1 4.0 4 10.0 1 1.0 113 129 45 0
36 112 1 2.0 4 3.981 1 1.0 359 129 63 0
37 112 -1 4.0 2 10.0 1 1.0 356 98 82 0
38 112 1 4.0 1 6.31 1 1.0 209 85 78 0
39 112 1 4.0 1 3.981 1 1.0 237 85 90 0
40 112 -1 4.0 5 25.119 2 1.0 275 148 87 0
41 112 -1 4.0 3 6.31 2 1.0 123 112 33 0
42 112 -1 4.0 5 10.0 2 1.0 48 148 65 0
43 112 -1 2.0 1 25.119 1 1.0 315 85 46 0
44 112 1 4.0 4 10.0 2 1.0 203 129 82 0
45 112 -1 4.0 3 15.849 1 1.0 25 112 74 0
46 112 1 4.0 5 6.31 1 1.0 305 148 73 0
47 112 1 2.0 1 6.31 2 1.0 141 85 38 0
48 112 -1 2.0 4 25.119 2 1.0 272 129 44 1
49 112 -1 2.0 2 25.119 1 1.0 158 98 53 0
50 112 -1 2.0 4 6.31 1 1.0 299 129 64 0
51 112 1 2.0 4 39.182 2 1.0 46 129 60 0
52 112 -1 2.0 1 39.182 2 1.0 1 85 57 0
53 112 1 4.0 2 10.0 1 1.0 312 98 83 0
54 112 -1 2.0 5 25.119 2 1.0 351 148 44 0
55 112 1 4.0 1 10.0 1 1.0 146 85 33 0
56 112 1 4.0 2 39.182 2 1.0 318 98 53 0
57 112 1 2.0 1 3.981 2 1.0 229 85 69 0
58 112 1 2.0 2 39.182 1 1.0 159 98 30 0
59 112 -1 2.0 3 6.31 2 1.0 102 112 58 0
60 112 -1 4.0 1 39.182 2 1.0 276 85 36 0
61 112 1 2.0 5 25.119 1 1.0 56 148 38 0
62 112 -1 2.0 4 10.0 2 1.0 176 129 74 0
63 112 1 2.0 5 15.849 1 1.0 242 148 49 1
64 112 1 2.0 4 25.119 2 1.0 129 129 47 1
65 112 1 4.0 3 15.849 2 1.0 206 112 89 0
66 112 1 4.0 2 25.119 1 1.0 300 98 52 0
67 112 -1 2.0 5 15.849 1 1.0 325 148 70 0
68 112 -1 2.0 2 6.31 1 1.0 144 98 85 0
69 112 1 4.0 2 25.119 2 1.0 285 98 55 0
70 112 -1 4.0 4 6.31 1 1.0 106 129 41 0
71 112 1 2.0 1 25.119 2 1.0 331 85 49 0
72 112 -1 4.0 2 3.981 2 1.0 13 98 37 0
73 112 1 2.0 4 6.31 1 1.0 231 129 88 0
74 112 -1 2.0 1 3.981 1 1.0 170 85 43 0
75 112 1 4.0 1 39.182 2 1.0 72 85 56 0
76 112 1 4.0 5 6.31 2 1.0 13 148 57 0
77 112 -1 4.0 4 39.182 1 1.0 283 129 73 0
78 112 -1 2.0 4 15.849 2 1.0 167 129 88 0
79 112 -1 2.0 4 39.182 2 1.0 61 129 42 0
80 112 -1 4.0 4 25.119 1 1.0 142 129 33 1
81 112 -1 2.0 5 25.119 1 1.0 60 148 56 1
82 112 1 2.0 2 25.119 2 1.0 163 98 73 0
83 112 1 2.0 3 6.31 2 1.0 157 112 44 0
84 112 -1 4.0 2 15.849 1 1.0 143 98 76 0
85 112 1 4.0 3 15.849 1 1.0 184 112 40 0
86 112 -1 2.0 3 3.981 2 1.0 246 112 34 0
87 112 -1 4.0 2 15.849 2 1.0 54 98 43 0
88 112 -1 4.0 1 6.31 1 1.0 128 85 55 0
89 112 -1 4.0 4 3.981 1 1.0 94 129 75 0
90 112 1 2.0 1 3.981 1 1.0 82 85 57 0
91 112 1 4.0 3 25.119 2 1.0 213 112 69 0
92 112 -1 4.0 5 6.31 2 1.0 259 148 73 0
93 112 1 2.0 3 10.0 2 1.0 28 112 41 0
94 112 -1 2.0 5 39.182 1 1.0 67 148 70 1
95 112 1 2.0 3 25.119 1 1.0 200 112 54 0
96 112 1 4.0 4 15.849 2 1.0 359 129 49 0
97 112 1 2.0 5 15.849 2 1.0 15 148 66 0
98 112 1 4.0 1 6.31 2 1.0 142 85 89 0
99 112 1 4.0 5 10.0 1 1.0 268 148 55 0
100 112 -1 4.0 3 3.981 2 1.0 53 112 57 0
101 112 1 2.0 1 10.0 2 1.0 6 85 40 0
102 112 1 4.0 4 15.849 1 1.0 321 129 42 0
103 112 -1 2.0 4 15.849 1 1.0 359 129 39 0
104 112 1 2.0 5 6.31 1 1.0 49 148 50 0
105 112 1 4.0 3 39.182 1 1.0 95 112 68 0
106 112 -1 4.0 5 3.981 1 1.0 24 148 82 0
107 112 1 2.0 3 3.981 2 1.0 281 112 60 0
108 112 -1 4.0 3 3.981 1 1.0 181 112 44 0
109 112 1 2.0 3 39.182 1 1.0 347 112 43 0
110 112 -1 2.0 3 15.849 2 1.0 147 112 49 0
111 112 -1 4.0 4 10.0 2 1.0 172 129 89 1
