trial durationTest direction radius durationComparison speed number size iniAngle1 durComp onset response
1 112 -1 4.0 1 10.0 1 1.0 151 85 83 1
2 112 -1 2.0 5 10.0 2 1.0 349 148 90 1
3 112 -1 4.0 3 25.119 1 1.0 248 112 68 1
4 112 -1 2.0 1 3.981 1 1.0 249 85 60 0
5 112 1 2.0 3 25.119 2 1.0 327 112 90 1
6 112 -1 2.0 3 15.849 1 1.0 281 112 68 1
7 112 -1 2.0 3 3.981 2 1.0 146 112 34 1
8 112 1 2.0 3 3.981 1 1.0 247 112 46 1
9 112 -1 2.0 3 25.119 1 1.0 43 112 41 1
10 112 -1 2.0 5 25.119 2 1.0 47 148 55 1
11 112 1 4.0 2 10.0 1 1.0 256 98 83 1
12 112 1 2.0 3 15.849 1 1.0 356 112 44 1
13 112 1 2.0 1 25.119 2 1.0 255 85 46 1
14 112 -1 2.0 1 6.31 2 1.0 296 85 83 0
15 112 1 4.0 3 6.31 1 1.0 353 112 64 0
16 112 1 4.0 4 10.0 1 1.0 47 129 75 0
17 112 -1 4.0 4 10.0 2 1.0 48 129 83 0
18 112 1 4.0 1 39.182 1 1.0 152 85 86 1
19 112 1 4.0 3 3.981 2 1.0 87 112 31 1
20 112 -1 4.0 3 25.119 2 1.0 185 112 62 0
21 112 1 4.0 4 15.849 1 1.0 229 129 33 1
22 112 1 2.0 5 3.981 2 1.0 49 148 90 0
23 112 -1 4.0 4 15.849 2 1.0 204 129 86 1
24 112 -1 2.0 4 6.31 2 1.0 160 129 64 1
25 112 1 4.0 4 39.182 2 1.0 358 129 43 1
26 112 -1 2.0 2 15.849 2 1.0 59 98 90 0
27 112 1 2.0 4 39.182 2 1.0 312 129 80 1
28 112 1 4.0 5 15.849 2 1.0 26 148 43 1
29 112 -1 4.0 4 3.981 1 1.0 121 129 54 0
30 112 -1 2.0 2 25.119 1 1.0 91 98 36 0
31 112 1 2.0 4 25.119 2 1.0 225 129 82 1
32 112 1 4.0 3 10.0 2 1.0 202 112 68 1
33 112 -1 4.0 4 6.31 2 1.0 253 129 59 1
34 112 1 2.0 2 25.119 1 1.0 123 98 89 0
35 112 -1 4.0 3 6.31 2 1.0 88 112 59 0
36 112 1 2.0 3 39.182 2 1.0 0 112 35 0
37 112 1 2.0 5 10.0 2 1.0 72 148 88 0
38 112 -1 4.0 4 6.31 1 1.0 245 129 72 0
39 112 -1 4.0 4 25.119 1 1.0 122 129 53 0
40 112 1 2.0 5 10.0 1 1.0 225 148 52 0
41 112 -1 2.0 2 39.182 1 1.0 311 98 40 1
42 112 1 4.0 5 3.981 2 1.0 302 148 47 1
43 112 -1 2.0 5 25.119 1 1.0 45 148 85 1
44 112 -1 2.0 4 3.981 1 1.0 303 129 59 0
45 112 1 4.0 5 3.981 1 1.0 38 148 65 0
46 112 1 2.0 5 15.849 1 1.0 331 148 53 0
47 112 1 4.0 3 39.182 2 1.0 27 112 56 1
48 112 -1 4.0 1 3.981 2 1.0 236 85 54 0
49 112 -1 2.0 5 39.182 1 1.0 267 148 85 1
50 112 1 2.0 3 25.119 1 1.0 88 112 69 0
51 112 -1 4.0 1 25.119 1 1.0 88 85 34 0
52 112 1 2.0 4 3.981 2 1.0 42 129 30 1
53 112 1 4.0 3 25.119 2 1.0 110 112 81 0
54 112 -1 4.0 2 15.849 1 1.0 236 98 85 0
55 112 -1 4.0 2 3.981 2 1.0 300 98 44 0
56 112 -1 2.0 4 25.119 2 1.0 307 129 87 1
57 112 1 4.0 1 3.981 2 1.0 298 85 32 0
58 112 1 2.0 1 15.849 1 1.0 111 85 34 0
59 112 -1 4.0 5 10.0 2 1.0 17 148 34 1
60 112 -1 4.0 3 10.0 2 1.0 284 112 48 1
61 112 -1 2.0 5 15.849 2 1.0 169 148 70 0
62 112 -1 4.0 3 10.0 1 1.0 267 112 40 1
63 112 1 2.0 1 6.31 1 1.0 256 85 85 0
64 112 -1 2.0 2 6.31 2 1.0 165 98 81 0
65 112 1 2.0 4 15.849 1 1.0 96 129 70 1
66 112 1 2.0 3 10.0 2 1.0 144 112 47 0
67 112 -1 4.0 3 3.981 1 1.0 17 112 52 1
68 112 -1 4.0 5 6.31 1 1.0 355 148 77 0
69 112 1 2.0 4 10.0 1 1.0 352 129 32 0
70 112 1 2.0 2 39.182 1 1.0 259 98 39 0
71 112 1 2.0 4 6.31 1 1.0 146 129 90 1
72 112 -1 4.0 5 39.182 2 1.0 153 148 62 0
73 112 1 2.0 1 10.0 2 1.0 181 85 75 0
74 112 -1 2.0 3 15.849 2 1.0 322 112 51 0
75 112 1 4.0 4 3.981 2 1.0 9 129 57 0
76 112 -1 4.0 1 6.31 1 1.0 62 85 68 0
77 112 1 4.0 1 15.849 1 1.0 216 85 67 0
78 112 -1 2.0 2 3.981 1 1.0 78 98 79 0
79 112 1 4.0 4 15.849 2 1.0 350 129 38 1
80 112 1 2.0 2 25.119 2 1.0 175 98 86 1
81 112 -1 4.0 4 39.182 1 1.0 71 129 76 1
82 112 1 4.0 2 15.849 2 1.0 135 98 42 0
83 112 1 2.0 4 6.31 2 1.0 324 129 36 1
84 112 1 2.0 3 10.0 1 1.0 30 112 53 1
85 112 -1 2.0 4 25.119 1 1.0 119 129 84 1
86 112 -1 2.0 3 10.0 2 1.0 76 112 30 0
87 112 -1 2.0 3 3.981 1 1.0 157 112 34 0
88 112 -1 4.0 1 6.31 2 1.0 313 85 84 0
89 112 -1 2.0 5 6.31 1 1.0 269 148 32 1
90 112 1 4.0 1 15.849 2 1.0 278 85 60 0
91 112 1 4.0 2 25.119 2 1.0 117 98 67 1
92 112 1 2.0 5 39.182 1 1.0 216 148 82 1
93 112 1 2.0 3 6.31 2 1.0 186 112 56 0
94 112 1 2.0 1 10.0 1 1.0 196 85 46 0
95 112 -1 2.0 2 39.182 2 1.0 253 98 63 1
96 112 -1 2.0 4 6.31 1 1.0 68 129 52 0
97 112 1 4.0 4 25.119 2 1.0 250 129 90 0
98 112 -1 2.0 3 39.182 2 1.0 137 112 45 1
99 112 -1 4.0 5 3.981 2 1.0 90 148 90 1
100 112 -1 2.0 1 25.119 2 1.0 164 85 40 0
101 112 1 4.0 4 10.0 2 1.0 35 129 43 0
102 112 1 4.0 1 10.0 2 1.0 335 85 82 0
103 112 1 2.0 5 6.31 1 1.0 260 148 86 1
104 112 1 2.0 5 39.182 2 1.0 10 148 54 1
105 112 1 2.0 2 3.981 2 1.0 137 98 57 0
106 112 1 4.0 1 6.31 1 1.0 18 85 82 0
107 112 -1 4.0 5 25.119 2 1.0 245 148 30 0
108 112 1 4.0 2 39.182 2 1.0 77 98 78 0
109 112 1 4.0 2 39.182 1 1.0 170 98 75 1
110 112 -1 2.0 1 25.119 1 1.0 152 85 53 0
111 112 1 4.0 2 25.119 1 1.0 97 98 47 0
112 112 1 2.0 2 15.849 1 1.0 301 98 87 0
113 112 1 4.0 1 3.981 1 1.0 26 85 69 0
114 112 -1 2.0 3 6.31 2 1.0 88 112 37 1
115 112 1 4.0 5 6.31 2 1.0 18 148 41 1
116 112 -1 4.0 5 3.981 1 1.0 292 148 44 1
117 112 -1 4.0 4 39.182 2 1.0 20 129 66 1
118 112 -1 4.0 3 15.849 2 1.0 128 112 35 1
119 112 -1 4.0 5 39.182 1 1.0 11 148 85 1
120 112 1 4.0 3 39.182 1 1.0 133 112 48 0
121 112 -1 4.0 2 3.981 1 1.0 154 98 68 0
122 112 -1 4.0 4 3.981 2 1.0 226 129 47 1
123 112 -1 2.0 3 39.182 1 1.0 157 112 31 1
124 112 1 2.0 5 25.119 1 1.0 222 148 36 0
125 112 -1 4.0 2 10.0 1 1.0 161 98 39 0
126 112 1 4.0 1 39.182 2 1.0 238 85 89 0
127 112 1 2.0 5 25.119 2 1.0 220 148 50 1
128 112 -1 4.0 5 15.849 2 1.0 332 148 69 0
129 112 1 2.0 4 10.0 2 1.0 2 129 48 1
