trial durationTest direction radius durationComparison speed number size iniAngle1 durComp onset response
1 112 -1 2.0 5 39.182 1 1.0 299 148 31 0
2 112 1 2.0 5 10.0 1 1.0 56 148 58 1
3 112 1 4.0 2 3.981 1 1.0 272 98 54 0
4 112 -1 4.0 1 3.981 2 1.0 188 85 61 0
5 112 1 4.0 2 39.182 1 1.0 30 98 31 0
6 112 1 2.0 1 15.849 1 1.0 198 85 52 1
7 112 -1 4.0 5 3.981 1 1.0 53 148 54 1
8 112 1 2.0 2 10.0 2 1.0 50 98 80 0
9 112 1 4.0 5 3.981 2 1.0 109 148 60 1
10 112 1 2.0 1 6.31 1 1.0 139 85 81 0
11 112 1 4.0 3 3.981 1 1.0 266 112 81 0
12 112 -1 4.0 2 15.849 2 1.0 20 98 30 0
13 112 -1 2.0 1 25.119 1 1.0 29 85 87 1
14 112 1 2.0 3 10.0 1 1.0 212 112 76 1
15 112 1 4.0 5 10.0 1 1.0 344 148 70 1
16 112 -1 4.0 2 10.0 1 1.0 142 98 89 0
17 112 -1 2.0 1 6.31 1 1.0 142 85 45 0
18 112 1 4.0 1 39.182 2 1.0 230 85 79 0
19 112 1 2.0 1 6.31 2 1.0 186 85 79 0
20 112 -1 2.0 2 6.31 2 1.0 188 98 75 0
21 112 -1 4.0 3 3.981 1 1.0 228 112 56 1
22 112 -1 2.0 3 6.31 2 1.0 207 112 62 1
23 112 -1 4.0 4 6.31 1 1.0 228 129 50 1
24 112 1 4.0 3 15.849 2 1.0 0 112 89 1
25 112 -1 4.0 1 6.31 1 1.0 34 85 61 1
26 112 -1 2.0 1 25.119 2 1.0 158 85 65 1
27 112 -1 4.0 2 3.981 2 1.0 107 98 53 0
28 112 1 4.0 1 3.981 1 1.0 243 85 75 0
29 112 -1 2.0 4 25.119 2 1.0 39 129 72 1
30 112 -1 2.0 3 15.849 2 1.0 256 112 47 0
31 112 1 2.0 4 25.119 2 1.0 114 129 41 1
32 112 -1 4.0 3 39.182 1 1.0 202 112 57 1
33 112 -1 2.0 1 3.981 1 1.0 221 85 51 1
34 112 -1 2.0 4 25.119 1 1.0 219 129 62 1
35 112 -1 2.0 1 39.182 1 1.0 49 85 70 1
36 112 1 2.0 5 15.849 2 1.0 61 148 40 1
37 112 -1 2.0 5 10.0 2 1.0 6 148 63 1
38 112 -1 4.0 1 10.0 2 1.0 267 85 37 1
39 112 -1 2.0 1 15.849 1 1.0 289 85 90 0
40 112 1 2.0 3 3.981 2 1.0 37 112 48 0
41 112 -1 2.0 2 10.0 2 1.0 258 98 59 0
42 112 -1 2.0 2 6.31 1 1.0 130 98 89 0
43 112 1 2.0 5 39.182 2 1.0 40 148 59 1
44 112 1 4.0 5 6.31 1 1.0 261 148 58 0
45 112 -1 2.0 2 3.981 1 1.0 25 98 80 0
46 112 1 4.0 3 6.31 1 1.0 251 112 57 1
47 112 1 2.0 3 25.119 1 1.0 181 112 48 1
48 112 1 2.0 4 25.119 1 1.0 212 129 68 1
49 112 -1 2.0 1 10.0 1 1.0 64 85 86 0
50 112 1 4.0 1 10.0 2 1.0 151 85 60 0
51 112 1 4.0 2 6.31 1 1.0 309 98 90 0
52 112 -1 4.0 2 25.119 1 1.0 134 98 69 1
53 112 -1 4.0 5 3.981 2 1.0 6 148 70 0
54 112 1 4.0 3 10.0 2 1.0 147 112 31 0
55 112 -1 2.0 2 39.182 1 1.0 293 98 52 1
56 112 -1 2.0 2 15.849 2 1.0 208 98 66 0
57 112 1 2.0 4 3.981 1 1.0 359 129 50 1
58 112 -1 4.0 1 25.119 1 1.0 268 85 56 0
59 112 1 4.0 2 15.849 2 1.0 119 98 78 1
60 112 -1 4.0 2 6.31 2 1.0 34 98 37 0
61 112 1 4.0 4 15.849 1 1.0 97 129 43 1
62 112 1 2.0 1 3.981 2 1.0 120 85 67 0
63 112 1 2.0 1 3.981 1 1.0 216 85 62 0
64 112 1 4.0 3 25.119 1 1.0 76 112 43 1
65 112 1 2.0 3 39.182 2 1.0 137 112 74 1
66 112 1 2.0 4 3.981 2 1.0 274 129 54 0
67 112 1 2.0 1 15.849 2 1.0 202 85 90 0
68 112 1 4.0 1 15.849 2 1.0 348 85 65 1
69 112 1 4.0 1 3.981 2 1.0 152 85 53 0
70 112 1 4.0 4 10.0 1 1.0 136 129 63 1
71 112 1 2.0 4 10.0 1 1.0 239 129 61 1
72 112 1 2.0 4 6.31 1 1.0 131 129 81 0
73 112 1 4.0 3 6.31 2 1.0 210 112 66 1
74 112 -1 4.0 4 6.31 2 1.0 282 129 67 1
75 112 -1 2.0 3 25.119 2 1.0 192 112 56 0
76 112 1 2.0 1 10.0 2 1.0 223 85 34 0
77 112 1 2.0 2 3.981 2 1.0 36 98 43 0
