trial durationTest direction radius durationComparison speed number size iniAngle1 durComp onset response
1 112 -1 4.0 1 25.119 1 1.0 318 85 56 1
2 112 1 2.0 3 6.31 1 1.0 215 112 74 0
3 112 -1 2.0 4 39.182 2 1.0 349 129 57 1
4 112 -1 2.0 2 6.31 1 1.0 204 98 70 0
5 112 -1 2.0 3 10.0 2 1.0 201 112 59 1
6 112 1 2.0 3 3.981 2 1.0 164 112 47 0
7 112 -1 4.0 3 10.0 1 1.0 309 112 38 0
8 112 1 4.0 1 25.119 1 1.0 29 85 65 1
9 112 -1 4.0 2 15.849 2 1.0 208 98 86 0
10 112 1 2.0 5 10.0 2 1.0 329 148 88 1
11 112 -1 2.0 5 15.849 1 1.0 61 148 45 1
12 112 -1 2.0 3 25.119 2 1.0 270 112 65 1
13 112 1 4.0 5 10.0 1 1.0 253 148 38 0
14 112 1 4.0 2 15.849 2 1.0 320 98 49 0
15 112 1 2.0 4 25.119 2 1.0 114 129 34 1
16 112 -1 4.0 4 10.0 1 1.0 0 129 40 0
17 112 -1 4.0 5 15.849 2 1.0 35 148 71 1
18 112 -1 2.0 2 10.0 1 1.0 184 98 37 0
19 112 1 2.0 3 39.182 1 1.0 6 112 57 1
20 112 -1 4.0 3 39.182 2 1.0 43 112 49 1
21 112 -1 4.0 5 39.182 1 1.0 346 148 45 1
22 112 1 2.0 1 6.31 1 1.0 350 85 49 0
23 112 -1 2.0 2 39.182 2 1.0 207 98 80 1
24 112 1 4.0 1 15.849 2 1.0 12 85 45 0
25 112 -1 2.0 1 3.981 2 1.0 87 85 81 0
26 112 1 4.0 2 6.31 1 1.0 358 98 38 0
27 112 1 2.0 3 15.849 1 1.0 358 112 50 1
28 112 -1 4.0 1 6.31 1 1.0 286 85 32 0
29 112 1 2.0 5 39.182 2 1.0 258 148 73 1
30 112 -1 2.0 2 10.0 2 1.0 78 98 55 0
31 112 1 2.0 4 10.0 2 1.0 278 129 79 1
32 112 1 2.0 1 15.849 2 1.0 196 85 38 0
33 112 -1 2.0 1 10.0 2 1.0 101 85 81 0
34 112 1 4.0 3 15.849 1 1.0 97 112 86 1
35 112 -1 2.0 1 39.182 1 1.0 189 85 30 1
36 112 -1 4.0 4 25.119 2 1.0 221 129 59 1
37 112 1 4.0 5 6.31 2 1.0 180 148 51 1
38 112 -1 2.0 4 15.849 1 1.0 7 129 34 1
39 112 -1 2.0 3 6.31 1 1.0 287 112 65 0
40 112 1 2.0 1 3.981 1 1.0 207 85 56 0
41 112 1 2.0 4 3.981 1 1.0 341 129 42 0
42 112 1 2.0 1 25.119 1 1.0 329 85 36 1
43 112 -1 4.0 3 15.849 1 1.0 216 112 44 0
44 112 -1 2.0 5 10.0 2 1.0 272 148 66 1
45 112 -1 2.0 3 39.182 2 1.0 207 112 82 1
46 112 -1 4.0 3 15.849 2 1.0 340 112 44 1
47 112 1 4.0 1 39.182 1 1.0 174 85 82 1
48 112 1 2.0 3 10.0 1 1.0 8 112 33 0
49 112 -1 4.0 2 39.182 2 1.0 197 98 73 1
50 112 1 4.0 5 15.849 2 1.0 68 148 69 1
51 112 -1 4.0 5 3.981 2 1.0 275 148 88 0
52 112 -1 4.0 2 10.0 1 1.0 159 98 88 0
53 112 -1 4.0 5 10.0 1 1.0 173 148 40 1
54 112 1 4.0 1 39.182 2 1.0 160 85 69 1
55 112 1 2.0 4 39.182 2 1.0 306 129 36 1
56 112 1 2.0 5 3.981 2 1.0 120 148 57 1
57 112 -1 2.0 1 25.119 2 1.0 83 85 35 0
58 112 1 2.0 2 6.31 1 1.0 290 98 41 0
59 112 1 4.0 1 3.981 2 1.0 142 85 59 0
60 112 1 4.0 5 25.119 1 1.0 79 148 85 1
61 112 1 4.0 1 15.849 1 1.0 191 85 46 0
62 112 -1 4.0 5 3.981 1 1.0 286 148 58 1
63 112 1 2.0 5 15.849 1 1.0 71 148 76 1
64 112 1 2.0 5 6.31 2 1.0 264 148 37 1
65 112 1 2.0 4 15.849 1 1.0 290 129 61 1
66 112 -1 2.0 4 6.31 2 1.0 171 129 79 1
67 112 -1 2.0 5 39.182 1 1.0 247 148 48 1
68 112 1 2.0 3 15.849 2 1.0 13 112 73 1
69 112 -1 2.0 4 25.119 2 1.0 54 129 70 1
70 112 1 2.0 4 25.119 1 1.0 42 129 84 1
71 112 -1 4.0 4 3.981 1 1.0 287 129 75 0
72 112 -1 4.0 1 39.182 1 1.0 23 85 64 0
73 112 -1 4.0 2 6.31 1 1.0 59 98 33 0
