trial durationTest direction radius durationComparison speed number size iniAngle1 durComp onset response
1 112 -1 4.0 4 25.119 2 1.0 352 129 35 1
2 112 -1 4.0 4 10.0 1 1.0 56 129 68 1
3 112 1 4.0 5 10.0 2 1.0 73 148 34 1
4 112 -1 4.0 3 6.31 2 1.0 65 112 40 0
5 112 1 4.0 2 15.849 1 1.0 311 98 51 0
6 112 -1 2.0 5 39.182 1 1.0 160 148 82 1
7 112 1 2.0 3 3.981 2 1.0 283 112 38 0
8 112 -1 4.0 2 10.0 2 1.0 153 98 60 0
9 112 1 4.0 3 6.31 2 1.0 21 112 75 1
10 112 1 2.0 4 39.182 1 1.0 136 129 40 1
11 112 -1 4.0 4 6.31 1 1.0 106 129 39 1
12 112 1 4.0 4 6.31 1 1.0 351 129 39 1
13 112 1 2.0 2 6.31 1 1.0 172 98 86 0
14 112 1 4.0 1 10.0 1 1.0 331 85 56 0
15 112 -1 2.0 1 39.182 2 1.0 321 85 71 0
16 112 -1 4.0 3 15.849 1 1.0 177 112 34 0
17 112 -1 2.0 5 6.31 2 1.0 104 148 40 1
18 112 1 4.0 3 15.849 1 1.0 170 112 36 0
19 112 -1 4.0 5 15.849 2 1.0 10 148 59 1
20 112 -1 2.0 1 15.849 1 1.0 110 85 70 0
21 112 1 4.0 1 15.849 2 1.0 267 85 39 0
22 112 1 2.0 2 39.182 2 1.0 73 98 62 0
23 112 1 2.0 1 10.0 1 1.0 48 85 44 0
24 112 1 4.0 4 15.849 1 1.0 231 129 61 1
25 112 -1 4.0 3 25.119 2 1.0 189 112 79 1
26 112 -1 2.0 2 10.0 2 1.0 302 98 42 0
27 112 1 2.0 5 6.31 2 1.0 159 148 85 1
28 112 -1 4.0 5 10.0 2 1.0 242 148 86 1
29 112 -1 4.0 4 10.0 2 1.0 242 129 56 1
30 112 1 2.0 2 3.981 1 1.0 58 98 58 0
31 112 -1 2.0 3 25.119 2 1.0 150 112 65 0
32 112 1 2.0 2 15.849 1 1.0 155 98 40 0
33 112 1 4.0 4 6.31 2 1.0 322 129 48 1
34 112 -1 2.0 3 25.119 1 1.0 28 112 58 0
35 112 -1 4.0 2 39.182 2 1.0 165 98 69 0
36 112 1 4.0 2 15.849 2 1.0 60 98 44 0
37 112 -1 2.0 2 39.182 2 1.0 93 98 51 1
38 112 -1 2.0 2 10.0 1 1.0 44 98 48 0
39 112 -1 2.0 2 3.981 2 1.0 203 98 78 0
40 112 -1 4.0 4 15.849 2 1.0 91 129 60 1
41 112 1 4.0 3 3.981 1 1.0 152 112 56 0
42 112 -1 4.0 4 6.31 2 1.0 71 129 64 1
43 112 1 2.0 5 3.981 1 1.0 217 148 81 1
44 112 -1 4.0 5 3.981 2 1.0 148 148 40 1
45 112 1 4.0 1 3.981 2 1.0 112 85 81 0
46 112 1 2.0 1 39.182 1 1.0 199 85 59 1
47 112 -1 2.0 1 10.0 1 1.0 104 85 88 0
48 112 1 2.0 3 10.0 2 1.0 141 112 83 1
49 112 -1 2.0 4 15.849 2 1.0 223 129 63 1
50 112 -1 4.0 5 6.31 1 1.0 118 148 81 1
51 112 1 4.0 4 3.981 1 1.0 194 129 47 1
52 112 -1 2.0 3 39.182 2 1.0 158 112 80 1
53 112 -1 4.0 1 25.119 2 1.0 235 85 68 0
54 112 1 4.0 2 3.981 1 1.0 209 98 46 1
55 112 -1 2.0 5 15.849 1 1.0 353 148 34 1
56 112 -1 2.0 4 3.981 2 1.0 25 129 43 1
57 112 1 4.0 5 10.0 1 1.0 203 148 73 1
58 112 1 2.0 1 15.849 2 1.0 142 85 72 0
59 112 1 4.0 3 6.31 1 1.0 32 112 80 1
60 112 -1 4.0 2 3.981 2 1.0 94 98 36 1
61 112 1 4.0 1 39.182 1 1.0 199 85 71 1
62 112 1 4.0 4 15.849 2 1.0 335 129 43 1
63 112 1 4.0 5 39.182 2 1.0 165 148 67 1
64 112 1 4.0 2 6.31 2 1.0 112 98 55 0
65 112 1 2.0 5 15.849 2 1.0 347 148 65 1
66 112 1 2.0 1 6.31 1 1.0 246 85 49 0
67 112 -1 4.0 4 15.849 1 1.0 325 129 59 1
68 112 -1 4.0 1 15.849 2 1.0 62 85 58 1
69 112 -1 2.0 5 39.182 2 1.0 291 148 79 1
70 112 1 2.0 5 3.981 2 1.0 180 148 72 1
71 112 -1 2.0 1 39.182 1 1.0 56 85 81 1
72 112 -1 2.0 5 10.0 1 1.0 293 148 84 1
73 112 1 2.0 1 6.31 2 1.0 176 85 42 0
74 112 1 4.0 5 25.119 1 1.0 102 148 51 1
75 112 1 4.0 5 39.182 1 1.0 151 148 64 1
76 112 -1 4.0 2 25.119 1 1.0 209 98 59 1
77 112 -1 4.0 1 10.0 1 1.0 129 85 70 0
78 112 1 4.0 3 39.182 2 1.0 54 112 49 1
79 112 1 4.0 1 39.182 2 1.0 73 85 38 0
80 112 1 4.0 4 10.0 2 1.0 143 129 34 0
81 112 -1 2.0 3 3.981 1 1.0 2 112 67 0
82 112 -1 2.0 5 10.0 2 1.0 101 148 71 1
83 112 1 2.0 4 3.981 1 1.0 353 129 89 0
84 112 1 2.0 1 15.849 1 1.0 305 85 75 0
85 112 -1 4.0 5 6.31 2 1.0 185 148 44 1
86 112 1 4.0 3 39.182 1 1.0 184 112 59 0
87 112 1 4.0 4 25.119 2 1.0 136 129 72 1
88 112 -1 4.0 3 25.119 1 1.0 347 112 85 1
89 112 1 2.0 4 10.0 2 1.0 4 129 71 1
90 112 1 2.0 3 39.182 2 1.0 173 112 81 1
91 112 1 2.0 5 10.0 2 1.0 275 148 65 1
92 112 -1 4.0 4 3.981 2 1.0 227 129 85 1
93 112 -1 2.0 5 6.31 1 1.0 158 148 39 1
94 112 1 2.0 5 6.31 1 1.0 309 148 85 1
95 112 -1 4.0 2 6.31 1 1.0 211 98 90 0
96 112 -1 2.0 3 6.31 1 1.0 232 112 44 0
97 112 1 2.0 2 3.981 2 1.0 165 98 45 0
98 112 -1 2.0 5 25.119 2 1.0 121 148 83 1
99 112 1 2.0 4 15.849 2 1.0 312 129 52 1
