trial durationTest direction radius durationComparison speed number size iniAngle1 durComp onset response
1 56 1 2.0 5 3.981 2 1.0 200 74 81 0
2 56 -1 2.0 4 15.849 1 1.0 145 65 80 1
3 56 1 2.0 5 10.0 1 1.0 59 74 37 1
4 56 -1 2.0 3 39.182 2 1.0 150 56 33 0
5 56 1 2.0 4 10.0 1 1.0 86 65 57 1
6 56 -1 4.0 1 10.0 1 1.0 7 43 66 1
7 56 1 2.0 3 6.31 2 1.0 260 56 38 0
8 56 1 2.0 4 15.849 2 1.0 314 65 48 0
9 56 1 4.0 2 10.0 2 1.0 345 49 55 1
10 56 -1 4.0 1 39.182 2 1.0 321 43 65 1
11 56 1 4.0 5 15.849 2 1.0 181 74 68 1
12 56 1 2.0 3 15.849 2 1.0 81 56 32 1
13 56 -1 4.0 2 39.182 1 1.0 218 49 37 0
14 56 -1 2.0 5 10.0 2 1.0 273 74 56 1
15 56 1 2.0 2 39.182 2 1.0 51 49 42 0
16 56 1 4.0 4 25.119 2 1.0 258 65 38 1
17 56 1 4.0 1 10.0 1 1.0 318 43 31 0
18 56 -1 2.0 4 6.31 2 1.0 234 65 88 1
19 56 -1 4.0 5 10.0 1 1.0 343 74 31 0
20 56 -1 4.0 3 39.182 1 1.0 209 56 30 1
21 56 -1 2.0 2 39.182 1 1.0 75 49 86 0
22 56 -1 2.0 4 10.0 1 1.0 357 65 60 1
23 56 -1 4.0 4 6.31 2 1.0 93 65 35 1
24 56 1 2.0 3 6.31 1 1.0 239 56 30 1
25 56 -1 4.0 1 3.981 2 1.0 211 43 87 1
26 56 1 4.0 2 3.981 1 1.0 50 49 69 1
27 56 -1 2.0 4 25.119 2 1.0 323 65 43 0
28 56 -1 2.0 3 6.31 1 1.0 309 56 48 0
29 56 -1 4.0 1 25.119 1 1.0 172 43 31 0
30 56 -1 2.0 2 3.981 1 1.0 1 49 85 1
31 56 -1 2.0 3 39.182 1 1.0 262 56 48 1
32 56 -1 2.0 1 15.849 2 1.0 102 43 47 0
33 56 1 4.0 3 6.31 1 1.0 277 56 47 0
34 56 1 2.0 1 3.981 2 1.0 155 43 71 0
35 56 -1 2.0 3 10.0 1 1.0 127 56 66 1
36 56 1 2.0 1 6.31 2 1.0 148 43 65 1
37 56 -1 2.0 3 15.849 2 1.0 278 56 31 0
38 56 1 4.0 5 39.182 2 1.0 264 74 86 1
39 56 1 2.0 1 10.0 1 1.0 172 43 85 1
40 56 1 4.0 1 25.119 1 1.0 210 43 46 0
41 56 -1 4.0 1 10.0 2 1.0 161 43 80 1
42 56 -1 2.0 1 3.981 2 1.0 220 43 74 1
43 56 1 2.0 5 39.182 1 1.0 281 74 40 0
44 56 -1 4.0 3 15.849 1 1.0 92 56 38 0
45 56 -1 2.0 5 25.119 1 1.0 276 74 59 1
46 56 -1 4.0 3 15.849 2 1.0 0 56 76 1
47 56 1 2.0 5 6.31 2 1.0 353 74 67 1
48 56 1 2.0 1 39.182 1 1.0 90 43 82 0
49 56 1 4.0 4 15.849 2 1.0 214 65 56 0
50 56 -1 4.0 1 6.31 1 1.0 281 43 46 1
51 56 -1 4.0 3 10.0 2 1.0 11 56 71 1
52 56 -1 2.0 5 3.981 1 1.0 77 74 62 1
53 56 1 2.0 4 39.182 1 1.0 66 65 52 0
54 56 1 4.0 1 15.849 1 1.0 94 43 67 0
55 56 -1 4.0 2 25.119 2 1.0 221 49 72 0
56 56 -1 2.0 5 15.849 1 1.0 222 74 62 0
57 56 1 4.0 3 25.119 2 1.0 208 56 47 0
58 56 1 2.0 3 10.0 2 1.0 17 56 46 1
59 56 -1 2.0 1 25.119 1 1.0 178 43 76 1
60 56 1 2.0 5 15.849 1 1.0 306 74 90 1
61 56 -1 4.0 1 15.849 2 1.0 86 43 43 0
62 56 1 4.0 1 3.981 2 1.0 327 43 46 0
63 56 1 4.0 2 15.849 1 1.0 336 49 33 0
64 56 -1 4.0 4 3.981 2 1.0 303 65 67 1
65 56 1 4.0 1 3.981 1 1.0 126 43 35 0
66 56 1 4.0 3 39.182 1 1.0 187 56 73 1
67 56 -1 4.0 4 15.849 1 1.0 67 65 85 0
68 56 1 4.0 3 15.849 1 1.0 352 56 72 1
69 56 -1 2.0 2 6.31 2 1.0 248 49 77 1
70 56 -1 4.0 2 6.31 1 1.0 305 49 90 0
71 56 1 4.0 1 15.849 2 1.0 267 43 64 1
72 56 -1 2.0 1 15.849 1 1.0 64 43 60 1
73 56 1 2.0 1 25.119 1 1.0 176 43 39 0
74 56 -1 2.0 2 25.119 1 1.0 20 49 50 1
75 56 1 4.0 5 39.182 1 1.0 244 74 32 1
76 56 1 2.0 4 6.31 1 1.0 347 65 30 0
77 56 -1 4.0 2 6.31 2 1.0 257 49 31 0
78 56 -1 4.0 5 39.182 1 1.0 154 74 69 1
79 56 -1 2.0 4 3.981 2 1.0 321 65 35 1
80 56 -1 2.0 3 10.0 2 1.0 67 56 58 1
81 56 -1 4.0 5 39.182 2 1.0 180 74 89 1
82 56 -1 2.0 5 39.182 2 1.0 65 74 30 0
83 56 -1 2.0 4 25.119 1 1.0 151 65 74 1
84 56 1 4.0 1 25.119 2 1.0 273 43 83 1
85 56 1 4.0 3 3.981 1 1.0 99 56 34 0
86 56 1 2.0 4 3.981 1 1.0 157 65 39 0
