trial durationTest direction radius durationComparison speed number size iniAngle1 durComp onset response
1 56 -1 2.0 4 25.119 2 1.0 221 65 83 1
2 56 -1 4.0 5 15.849 2 1.0 275 74 88 1
3 56 -1 2.0 2 3.981 2 1.0 297 49 80 0
4 56 -1 4.0 3 39.182 1 1.0 156 56 86 1
5 56 -1 2.0 1 10.0 2 1.0 234 43 87 0
6 56 1 4.0 2 10.0 2 1.0 59 49 57 0
7 56 1 4.0 3 39.182 1 1.0 177 56 85 0
8 56 1 4.0 4 39.182 1 1.0 117 65 31 0
9 56 1 4.0 1 3.981 2 1.0 160 43 72 0
10 56 1 4.0 5 25.119 2 1.0 152 74 71 1
11 56 -1 4.0 4 6.31 2 1.0 148 65 66 1
12 56 -1 2.0 2 6.31 1 1.0 83 49 80 0
13 56 -1 2.0 5 39.182 2 1.0 14 74 83 1
14 56 -1 2.0 1 3.981 2 1.0 259 43 66 0
15 56 1 2.0 4 10.0 1 1.0 179 65 37 0
16 56 1 4.0 2 39.182 1 1.0 351 49 58 0
17 56 1 4.0 4 6.31 1 1.0 327 65 44 0
18 56 -1 2.0 2 6.31 2 1.0 52 49 45 0
19 56 -1 4.0 4 10.0 2 1.0 223 65 49 0
20 56 -1 4.0 1 39.182 2 1.0 289 43 56 0
21 56 1 4.0 2 6.31 2 1.0 310 49 76 0
22 56 -1 2.0 2 3.981 1 1.0 30 49 51 0
23 56 -1 2.0 3 6.31 2 1.0 20 56 79 0
24 56 -1 4.0 5 25.119 2 1.0 231 74 32 1
25 56 1 2.0 3 15.849 2 1.0 72 56 65 0
26 56 1 2.0 1 39.182 2 1.0 347 43 61 0
27 56 1 4.0 5 25.119 1 1.0 354 74 83 1
28 56 1 2.0 4 3.981 1 1.0 230 65 72 0
29 56 1 4.0 3 15.849 2 1.0 284 56 63 0
30 56 1 4.0 2 25.119 1 1.0 172 49 88 0
31 56 1 2.0 3 10.0 2 1.0 307 56 38 0
32 56 1 2.0 4 25.119 2 1.0 171 65 37 1
33 56 1 2.0 5 39.182 2 1.0 180 74 35 1
34 56 -1 4.0 1 15.849 2 1.0 53 43 35 0
35 56 -1 4.0 2 3.981 1 1.0 88 49 31 0
36 56 1 4.0 1 10.0 2 1.0 335 43 30 0
37 56 -1 2.0 4 10.0 2 1.0 257 65 86 1
38 56 1 4.0 1 39.182 2 1.0 306 43 86 0
39 56 1 4.0 5 15.849 2 1.0 357 74 32 1
40 56 1 4.0 2 15.849 1 1.0 124 49 39 0
41 56 -1 4.0 5 6.31 1 1.0 293 74 71 0
42 56 1 2.0 4 6.31 2 1.0 156 65 44 0
43 56 -1 2.0 1 3.981 1 1.0 256 43 59 0
44 56 1 2.0 2 10.0 1 1.0 317 49 65 0
45 56 -1 4.0 1 25.119 2 1.0 110 43 63 0
46 56 1 4.0 4 39.182 2 1.0 10 65 47 1
47 56 1 4.0 4 10.0 1 1.0 260 65 33 1
48 56 -1 4.0 2 15.849 2 1.0 27 49 32 0
49 56 -1 2.0 5 3.981 1 1.0 353 74 85 1
50 56 1 4.0 4 15.849 1 1.0 123 65 82 1
51 56 1 4.0 1 25.119 2 1.0 51 43 35 1
52 56 1 2.0 4 3.981 2 1.0 108 65 72 1
53 56 1 2.0 4 15.849 1 1.0 270 65 33 1
54 56 -1 4.0 2 6.31 2 1.0 259 49 89 0
55 56 1 4.0 2 3.981 1 1.0 335 49 58 0
