trial durationTest direction radius durationComparison speed number size iniAngle1 durComp onset speedMatchIni response
1 112 0 4.0 3 15.849 1 1.0 168 112 32 0.1 12.3647238819
2 112 0 4.0 3 39.182 1 1.0 113 112 44 0.1 29.6593104299
3 112 0 4.0 3 25.119 2 1.0 165 112 89 0.1 18.7042821638
4 112 0 4.0 3 6.31 1 1.0 211 112 36 0.1 6.09576141902
5 112 0 2.0 3 15.849 2 1.0 9 112 37 60.0 17.9274077265
6 112 0 2.0 3 25.119 1 1.0 193 112 49 60.0 16.1043016697
7 112 0 2.0 3 6.31 1 1.0 338 112 70 60.0 6.03778334898
8 112 0 4.0 3 15.849 2 1.0 304 112 87 60.0 12.0714327037
9 112 0 4.0 3 39.182 2 1.0 100 112 52 0.1 22.5231084148
10 112 0 4.0 3 3.981 1 1.0 210 112 59 0.1 2.51503092439
11 112 0 2.0 3 10.0 2 1.0 4 112 86 60.0 9.66705870275
12 112 0 4.0 3 3.981 2 1.0 8 112 51 0.1 2.54438183218
13 112 0 2.0 3 39.182 1 1.0 308 112 72 60.0 36.8786644402
14 112 0 2.0 3 15.849 1 1.0 116 112 59 0.1 13.1299564023
15 112 0 4.0 3 10.0 1 1.0 348 112 41 60.0 9.46592459972
16 112 0 2.0 3 10.0 1 1.0 310 112 33 60.0 7.82747502378
17 112 0 2.0 3 3.981 1 1.0 288 112 80 0.1 2.88731917011
18 112 0 4.0 3 6.31 2 1.0 337 112 57 60.0 5.01946281536
19 112 0 2.0 3 39.182 2 1.0 300 112 61 60.0 36.6280704
20 112 0 4.0 3 10.0 2 1.0 47 112 33 0.1 7.27815226051
21 112 0 2.0 3 6.31 2 1.0 60 112 48 0.1 5.64004394271
22 112 0 2.0 3 25.119 2 1.0 41 112 64 0.1 25.8974555339
23 112 0 2.0 3 3.981 2 1.0 85 112 83 60.0 5.33093708905
24 112 0 4.0 3 25.119 1 1.0 11 112 85 0.1 16.7235827375
25 112 0 4.0 3 15.849 1 1.0 68 112 84 0.1 10.051164818
26 112 0 2.0 3 25.119 1 1.0 303 112 47 60.0 29.4749853351
27 112 0 4.0 3 25.119 1 1.0 288 112 35 60.0 17.1261492999
28 112 0 2.0 3 6.31 1 1.0 106 112 67 60.0 5.71009554053
29 112 0 4.0 3 3.981 2 1.0 25 112 71 0.1 2.92095091027
30 112 0 4.0 3 6.31 2 1.0 256 112 62 60.0 3.91378894848
31 112 0 4.0 3 15.849 2 1.0 258 112 79 0.1 12.7704889443
32 112 0 2.0 3 15.849 2 1.0 244 112 36 0.1 15.0128246965
33 112 0 2.0 3 6.31 2 1.0 313 112 64 60.0 7.2
34 112 0 4.0 3 39.182 2 1.0 331 112 67 0.1 30.5912941639
35 112 0 2.0 3 25.119 2 1.0 215 112 75 60.0 27.69997824
36 112 0 2.0 3 15.849 1 1.0 124 112 46 60.0 18.4613968282
37 112 0 2.0 3 3.981 1 1.0 153 112 86 0.1 2.26467597602
38 112 0 2.0 3 39.182 1 1.0 327 112 44 60.0 33.5716722672
39 112 0 2.0 3 39.182 2 1.0 95 112 66 0.1 39.8774849903
40 112 0 2.0 3 10.0 2 1.0 219 112 52 0.1 7.51502520585
41 112 0 4.0 3 39.182 1 1.0 198 112 83 60.0 25.25952
42 112 0 4.0 3 3.981 1 1.0 349 112 45 60.0 4.65944232381
43 112 0 4.0 3 25.119 2 1.0 231 112 90 0.1 17.8397302202
44 112 0 2.0 3 10.0 1 1.0 265 112 70 0.1 9.95992182837
45 112 0 4.0 3 10.0 2 1.0 67 112 83 60.0 6.66690032391
46 112 0 2.0 3 3.981 2 1.0 130 112 33 60.0 4.27798399162
47 112 0 4.0 3 6.31 1 1.0 112 112 41 60.0 4.02512674148
48 112 0 4.0 3 10.0 1 1.0 95 112 77 0.1 7.34574316646
