trial durationTest direction radius durationComparison speed number size iniAngle1 durComp onset response
1 56 1 2.0 2 39.182 1 1.0 78 49 34 1
2 56 1 4.0 1 3.981 2 1.0 269 43 69 0
3 56 -1 2.0 3 3.981 2 1.0 109 56 76 1
4 56 -1 2.0 2 10.0 2 1.0 106 49 67 1
5 56 -1 4.0 5 25.119 1 1.0 155 74 44 1
6 56 -1 4.0 2 3.981 2 1.0 257 49 34 1
7 56 -1 2.0 2 39.182 1 1.0 165 49 82 1
8 56 -1 4.0 2 39.182 1 1.0 245 49 88 0
9 56 1 2.0 3 15.849 2 1.0 165 56 66 1
10 56 -1 2.0 3 10.0 2 1.0 195 56 90 1
11 56 -1 4.0 3 25.119 1 1.0 194 56 41 1
12 56 -1 4.0 5 25.119 2 1.0 31 74 30 1
13 56 1 2.0 4 39.182 1 1.0 49 65 49 1
14 56 -1 2.0 3 39.182 1 1.0 153 56 65 1
15 56 -1 4.0 3 25.119 2 1.0 285 56 77 1
16 56 1 2.0 5 39.182 2 1.0 186 74 41 1
17 56 1 4.0 1 6.31 1 1.0 60 43 34 0
18 56 1 4.0 5 25.119 2 1.0 332 74 75 1
19 56 -1 4.0 3 10.0 2 1.0 346 56 38 1
20 56 -1 2.0 3 15.849 2 1.0 180 56 69 1
21 56 1 4.0 1 3.981 1 1.0 343 43 35 1
22 56 -1 2.0 1 15.849 2 1.0 191 43 42 0
23 56 -1 4.0 3 3.981 1 1.0 150 56 34 1
24 56 1 2.0 1 39.182 2 1.0 300 43 40 0
25 56 -1 2.0 5 15.849 1 1.0 72 74 80 1
26 56 1 4.0 5 10.0 2 1.0 75 74 58 1
27 56 1 4.0 2 15.849 2 1.0 248 49 63 0
28 56 -1 2.0 4 3.981 2 1.0 353 65 84 1
29 56 1 2.0 5 6.31 2 1.0 109 74 50 1
30 56 1 4.0 3 3.981 2 1.0 150 56 56 1
31 56 -1 4.0 2 25.119 1 1.0 303 49 57 1
32 56 -1 4.0 3 15.849 1 1.0 223 56 71 1
33 56 -1 4.0 3 6.31 1 1.0 123 56 88 1
34 56 -1 2.0 1 6.31 1 1.0 70 43 78 0
35 56 -1 4.0 5 15.849 1 1.0 44 74 35 1
36 56 1 2.0 1 6.31 1 1.0 269 43 37 0
37 56 1 4.0 4 15.849 2 1.0 17 65 90 1
38 56 1 2.0 5 3.981 1 1.0 39 74 36 1
39 56 -1 4.0 4 10.0 1 1.0 349 65 81 1
40 56 -1 4.0 1 15.849 2 1.0 245 43 65 0
41 56 -1 4.0 2 10.0 1 1.0 191 49 35 1
42 56 1 2.0 1 10.0 2 1.0 311 43 35 0
43 56 -1 4.0 5 10.0 1 1.0 239 74 45 1
44 56 1 2.0 2 25.119 2 1.0 287 49 37 0
45 56 1 4.0 4 10.0 2 1.0 239 65 61 1
46 56 1 4.0 2 25.119 1 1.0 300 49 58 0
47 56 -1 2.0 4 25.119 2 1.0 132 65 90 1
48 56 -1 4.0 2 25.119 2 1.0 149 49 30 0
49 56 -1 2.0 3 39.182 2 1.0 156 56 80 1
50 56 1 2.0 5 10.0 1 1.0 211 74 54 1
