trial durationTest direction radius durationComparison speed number size iniAngle1 durComp onset speedMatchIni response
1 112 0 4.0 3 15.849 1 1.0 262 112 72 60.0 20.467206144
2 112 0 2.0 3 3.981 2 1.0 261 112 69 0.1 2.16722140289
3 112 0 2.0 3 10.0 1 1.0 139 112 85 60.0 12.3455130841
4 112 0 4.0 3 10.0 1 1.0 276 112 41 60.0 12.0434688
5 112 0 2.0 3 39.182 1 1.0 146 112 78 60.0 53.568
6 112 0 4.0 3 25.119 2 1.0 110 112 46 60.0 24.2596207972
7 112 0 2.0 3 6.31 1 1.0 318 112 32 60.0 6.26578673458
8 112 0 4.0 3 25.119 1 1.0 28 112 82 0.1 18.1878107157
9 112 0 4.0 3 39.182 2 1.0 155 112 49 0.1 33.0078297483
10 112 0 4.0 3 3.981 2 1.0 158 112 54 60.0 3.4930687026
11 112 0 4.0 3 15.849 2 1.0 64 112 84 0.1 13.9862481037
12 112 0 4.0 3 39.182 1 1.0 72 112 52 60.0 31.104
13 112 0 2.0 3 6.31 2 1.0 121 112 69 0.1 8.25280432421
14 112 0 4.0 3 10.0 2 1.0 76 112 90 0.1 8.31245201091
15 112 0 4.0 3 6.31 1 1.0 238 112 75 60.0 4.608
16 112 0 4.0 3 3.981 1 1.0 235 112 38 0.1 2.6490211379
17 112 0 2.0 3 10.0 2 1.0 11 112 50 60.0 21.6
18 112 0 2.0 3 25.119 2 1.0 31 112 38 60.0 40.8
19 112 0 2.0 3 25.119 1 1.0 11 112 31 0.1 26.6693148233
20 112 0 2.0 3 3.981 1 1.0 184 112 62 0.1 2.47592041952
21 112 0 4.0 3 6.31 2 1.0 331 112 52 0.1 5.58496538858
22 112 0 2.0 3 15.849 1 1.0 254 112 84 60.0 17.645636128
23 112 0 2.0 3 39.182 2 1.0 39 112 55 60.0 67.9041338884
24 112 0 2.0 3 15.849 2 1.0 294 112 88 0.1 22.4110780899
25 112 0 4.0 3 10.0 2 1.0 224 112 60 60.0 10.9306585891
26 112 0 2.0 3 10.0 2 1.0 34 112 83 60.0 11.7510662208
27 112 0 4.0 3 25.119 2 1.0 236 112 49 60.0 23.04
28 112 0 2.0 3 10.0 1 1.0 256 112 60 60.0 8.74482777552
29 112 0 2.0 3 3.981 1 1.0 116 112 31 60.0 5.65878864467
30 112 0 2.0 3 15.849 1 1.0 196 112 54 0.1 16.3758290717
31 112 0 4.0 3 10.0 1 1.0 95 112 61 0.1 9.79790340334
32 112 0 4.0 3 6.31 2 1.0 140 112 89 60.0 7.78494778056
33 112 0 2.0 3 6.31 1 1.0 206 112 61 60.0 5.7027443975
34 112 0 4.0 3 3.981 2 1.0 272 112 51 60.0 5.47629760602
35 112 0 2.0 3 15.849 2 1.0 81 112 64 0.1 20.5211682871
36 112 0 2.0 3 39.182 1 1.0 309 112 59 60.0 79.2
37 112 0 4.0 3 39.182 1 1.0 258 112 31 60.0 29.99808
38 112 0 4.0 3 25.119 1 1.0 285 112 41 60.0 17.0201088
39 112 0 2.0 3 25.119 1 1.0 16 112 47 0.1 25.7499207519
40 112 0 2.0 3 6.31 2 1.0 213 112 38 60.0 3.60945557583
41 112 0 4.0 3 15.849 1 1.0 109 112 58 0.1 8.94286632227
42 112 0 4.0 3 39.182 2 1.0 250 112 43 60.0 37.7997100057
43 112 0 2.0 3 39.182 2 1.0 155 112 72 60.0 81.6
44 112 0 2.0 3 3.981 2 1.0 348 112 42 60.0 4.09426925223
45 112 0 4.0 3 6.31 1 1.0 286 112 57 60.0 8.32327910973
46 112 0 4.0 3 15.849 2 1.0 124 112 44 0.1 15.926843037
47 112 0 2.0 3 25.119 2 1.0 188 112 31 60.0 29.376
48 112 0 4.0 3 3.981 1 1.0 189 112 76 60.0 5.59617441381
