trial durationTest direction radius durationComparison speed number size iniAngle1 durComp onset response
1 56 1 4.0 1 39.182 1 1.0 34 43 51 1
2 56 -1 4.0 5 39.182 2 1.0 286 74 84 1
3 56 -1 4.0 1 25.119 2 1.0 38 43 63 0
4 56 1 2.0 3 39.182 1 1.0 251 56 84 1
5 56 1 4.0 4 39.182 1 1.0 79 65 67 1
6 56 -1 2.0 1 10.0 1 1.0 29 43 64 0
7 56 1 4.0 1 3.981 2 1.0 221 43 83 0
8 56 -1 4.0 3 39.182 1 1.0 103 56 68 1
9 56 -1 2.0 4 39.182 2 1.0 316 65 31 1
10 56 1 4.0 2 6.31 1 1.0 117 49 66 0
11 56 -1 2.0 5 10.0 1 1.0 0 74 55 1
12 56 1 2.0 1 10.0 2 1.0 68 43 59 0
13 56 1 2.0 4 15.849 2 1.0 82 65 76 1
14 56 -1 4.0 2 10.0 2 1.0 342 49 74 0
15 56 1 2.0 4 3.981 2 1.0 72 65 76 1
16 56 -1 4.0 5 39.182 1 1.0 105 74 87 1
17 56 -1 4.0 3 15.849 1 1.0 104 56 30 0
18 56 1 4.0 5 25.119 1 1.0 139 74 87 1
19 56 1 2.0 2 39.182 2 1.0 259 49 74 0
20 56 -1 2.0 5 39.182 2 1.0 248 74 69 1
21 56 1 2.0 4 25.119 1 1.0 41 65 63 1
22 56 -1 4.0 1 10.0 1 1.0 358 43 72 0
23 56 -1 2.0 1 3.981 2 1.0 167 43 30 0
24 56 -1 4.0 5 3.981 2 1.0 194 74 86 1
25 56 1 2.0 1 39.182 2 1.0 166 43 74 0
26 56 1 2.0 5 15.849 1 1.0 261 74 74 1
27 56 -1 2.0 1 6.31 2 1.0 98 43 46 0
28 56 -1 4.0 2 3.981 2 1.0 5 49 30 0
29 56 -1 2.0 3 15.849 2 1.0 221 56 52 1
30 56 -1 4.0 4 6.31 1 1.0 347 65 36 1
31 56 1 4.0 2 39.182 1 1.0 125 49 86 0
32 56 1 2.0 3 3.981 2 1.0 242 56 63 0
33 56 1 2.0 4 6.31 1 1.0 20 65 89 1
