trial durationTest direction radius durationComparison speed number size iniAngle1 durComp onset response
1 56 -1 2.0 2 25.119 2 1.0 242 49 53 1
2 56 1 2.0 1 3.981 1 1.0 298 43 88 0
3 56 1 2.0 1 3.981 2 1.0 260 43 66 0
4 56 1 2.0 4 6.31 2 1.0 74 65 84 1
5 56 1 2.0 4 10.0 2 1.0 231 65 54 1
6 56 1 4.0 2 6.31 2 1.0 75 49 50 0
7 56 -1 2.0 5 10.0 1 1.0 184 74 37 1
8 56 1 2.0 2 6.31 2 1.0 228 49 89 0
9 56 -1 2.0 3 3.981 1 1.0 198 56 72 0
10 56 -1 4.0 3 25.119 2 1.0 93 56 67 1
11 56 -1 4.0 2 3.981 2 1.0 250 49 80 0
12 56 -1 2.0 1 3.981 1 1.0 176 43 44 0
13 56 1 4.0 5 3.981 2 1.0 281 74 42 1
14 56 -1 4.0 2 25.119 1 1.0 302 49 90 1
15 56 1 2.0 1 15.849 2 1.0 255 43 77 1
16 56 1 4.0 1 25.119 1 1.0 231 43 34 0
17 56 1 2.0 1 39.182 1 1.0 250 43 67 0
18 56 -1 4.0 1 39.182 2 1.0 232 43 38 0
19 56 1 4.0 3 3.981 1 1.0 350 56 37 1
20 56 -1 2.0 2 6.31 2 1.0 41 49 48 0
21 56 -1 2.0 5 25.119 1 1.0 90 74 54 1
22 56 1 4.0 4 10.0 1 1.0 35 65 38 1
23 56 1 2.0 3 25.119 1 1.0 241 56 50 1
24 56 1 2.0 2 15.849 2 1.0 276 49 87 0
25 56 1 2.0 2 3.981 2 1.0 270 49 69 0
26 56 -1 4.0 3 6.31 1 1.0 76 56 34 0
27 56 1 4.0 4 25.119 2 1.0 119 65 57 1
28 56 -1 2.0 1 15.849 2 1.0 227 43 57 0
29 56 -1 4.0 4 25.119 1 1.0 201 65 85 1
30 56 -1 2.0 1 25.119 2 1.0 328 43 83 1
31 56 -1 4.0 5 10.0 1 1.0 205 74 70 1
32 56 1 2.0 5 25.119 1 1.0 121 74 42 1
33 56 -1 4.0 1 6.31 1 1.0 158 43 70 0
34 56 1 2.0 3 39.182 1 1.0 22 56 47 0
35 56 1 2.0 5 39.182 1 1.0 142 74 49 1
36 56 1 2.0 5 25.119 2 1.0 280 74 32 1
37 56 -1 4.0 3 25.119 1 1.0 275 56 38 0
38 56 1 4.0 5 25.119 1 1.0 314 74 52 1
39 56 1 4.0 2 3.981 1 1.0 36 49 55 0
40 56 -1 2.0 5 6.31 2 1.0 319 74 55 1
41 56 -1 2.0 1 6.31 2 1.0 8 43 85 0
42 56 1 4.0 3 39.182 1 1.0 38 56 56 0
43 56 -1 4.0 2 39.182 2 1.0 326 49 45 0
44 56 -1 4.0 1 6.31 2 1.0 145 43 43 0
45 56 1 2.0 5 15.849 2 1.0 146 74 33 1
46 56 -1 4.0 5 15.849 2 1.0 108 74 62 1
47 56 -1 2.0 2 39.182 2 1.0 351 49 52 0
48 56 -1 4.0 4 3.981 2 1.0 99 65 81 0
49 56 -1 2.0 3 25.119 1 1.0 306 56 67 1
50 56 1 4.0 3 15.849 1 1.0 214 56 89 1
51 56 -1 4.0 2 10.0 2 1.0 75 49 72 0
