trial durationTest direction radius durationComparison speed number size iniAngle1 durComp onset speedMatchIni response
1 112 0 2.0 3 6.31 2 1.0 201 112 48 0.1 7.16092020455
2 112 0 2.0 3 3.981 2 1.0 310 112 70 60.0 5.26192568528
3 112 0 2.0 3 10.0 2 1.0 218 112 49 0.1 8.79608501834
4 112 0 4.0 3 3.981 2 1.0 29 112 39 0.1 9.86405727124
5 112 0 4.0 3 6.31 1 1.0 195 112 52 60.0 9.69563024815
6 112 0 2.0 3 15.849 1 1.0 260 112 44 60.0 16.3958019436
7 112 0 4.0 3 3.981 1 1.0 122 112 79 0.1 6.48102466991
8 112 0 4.0 3 25.119 1 1.0 86 112 30 60.0 29.7357098575
9 112 0 4.0 3 10.0 2 1.0 287 112 49 0.1 14.2665100511
10 112 0 4.0 3 6.31 2 1.0 257 112 59 0.1 10.0155269044
11 112 0 4.0 3 39.182 2 1.0 155 112 38 60.0 47.7467596543
12 112 0 2.0 3 3.981 1 1.0 224 112 82 60.0 3.36392835605
13 112 0 2.0 3 10.0 1 1.0 190 112 49 0.1 10.2318510367
14 112 0 4.0 3 15.849 2 1.0 54 112 85 0.1 21.3307920823
15 112 0 2.0 3 25.119 1 1.0 183 112 83 0.1 25.5953774237
16 112 0 2.0 3 25.119 2 1.0 340 112 30 60.0 28.1792804291
17 112 0 2.0 3 39.182 1 1.0 322 112 35 60.0 40.8
18 112 0 2.0 3 6.31 1 1.0 63 112 51 60.0 5.38719638451
19 112 0 2.0 3 39.182 2 1.0 33 112 41 0.1 51.3958269348
20 112 0 2.0 3 15.849 2 1.0 137 112 89 60.0 17.3085749006
21 112 0 4.0 3 10.0 1 1.0 1 112 43 60.0 12.5688913456
22 112 0 4.0 3 39.182 1 1.0 314 112 74 60.0 38.9299207041
23 112 0 4.0 3 25.119 2 1.0 129 112 37 0.1 33.9767463177
24 112 0 4.0 3 15.849 1 1.0 309 112 43 60.0 19.2484968486
25 112 0 2.0 3 3.981 2 1.0 245 112 43 60.0 5.41145257674
26 112 0 4.0 3 3.981 2 1.0 150 112 74 60.0 8.78796373675
27 112 0 2.0 3 15.849 2 1.0 40 112 72 0.1 19.0528374346
28 112 0 2.0 3 3.981 1 1.0 256 112 76 0.1 2.95059260701
29 112 0 2.0 3 10.0 2 1.0 43 112 61 0.1 14.6848927857
30 112 0 2.0 3 6.31 1 1.0 94 112 46 60.0 5.45374077378
31 112 0 4.0 3 6.31 2 1.0 247 112 79 60.0 13.4930339
32 112 0 2.0 3 25.119 2 1.0 254 112 55 60.0 27.6975272463
33 112 0 2.0 3 25.119 1 1.0 246 112 33 60.0 22.2095526583
34 112 0 4.0 3 15.849 1 1.0 352 112 42 0.1 15.810863502
35 112 0 4.0 3 6.31 1 1.0 51 112 36 60.0 7.23443566352
36 112 0 2.0 3 15.849 1 1.0 154 112 63 60.0 14.9392960033
37 112 0 2.0 3 39.182 1 1.0 227 112 42 60.0 44.4984127591
38 112 0 2.0 3 6.31 2 1.0 357 112 49 0.1 8.57749081499
39 112 0 2.0 3 39.182 2 1.0 20 112 69 0.1 52.7871521611
40 112 0 4.0 3 15.849 2 1.0 30 112 42 60.0 27.5771917839
41 112 0 4.0 3 39.182 2 1.0 248 112 89 0.1 53.1290564645
42 112 0 2.0 3 10.0 1 1.0 275 112 52 60.0 11.0132273108
43 112 0 4.0 3 3.981 1 1.0 354 112 45 0.1 4.28141979516
44 112 0 4.0 3 25.119 2 1.0 54 112 62 0.1 28.7278730746
45 112 0 4.0 3 10.0 1 1.0 100 112 43 0.1 12.3587187148
46 112 0 4.0 3 39.182 1 1.0 28 112 46 60.0 41.2796942362
47 112 0 4.0 3 10.0 2 1.0 310 112 46 0.1 16.7744827997
48 112 0 4.0 3 25.119 1 1.0 142 112 88 0.1 25.1184418278
