trial durationTest direction radius durationComparison speed number size iniAngle1 durComp onset speedMatchIni response
1 112 0 2.0 3 25.119 2 1.0 181 112 88 0.1 44.6629775504
2 112 0 2.0 3 6.31 2 1.0 194 112 76 60.0 11.0110907732
3 112 0 4.0 3 39.182 1 1.0 273 112 80 60.0 34.9037133896
4 112 0 4.0 3 3.981 2 1.0 215 112 47 60.0 6.81610170817
5 112 0 2.0 3 15.849 1 1.0 262 112 68 60.0 25.1388884269
6 112 0 4.0 3 39.182 2 1.0 249 112 39 0.1 29.1952871458
7 112 0 2.0 3 10.0 1 1.0 150 112 88 60.0 14.6800394678
8 112 0 4.0 3 6.31 2 1.0 95 112 60 0.1 6.87491540537
9 112 0 2.0 3 10.0 2 1.0 338 112 60 60.0 17.8612668075
10 112 0 2.0 3 39.182 1 1.0 308 112 40 60.0 55.296
11 112 0 4.0 3 3.981 1 1.0 202 112 53 0.1 1.99998309339
12 112 0 2.0 3 6.31 1 1.0 80 112 84 60.0 8.7762138394
13 112 0 4.0 3 6.31 1 1.0 144 112 70 60.0 7.74662621457
14 112 0 2.0 3 39.182 2 1.0 165 112 88 60.0 60.4697600687
15 112 0 2.0 3 15.849 2 1.0 92 112 74 60.0 28.7762001224
16 112 0 4.0 3 25.119 1 1.0 152 112 50 60.0 21.5821500918
17 112 0 2.0 3 25.119 1 1.0 209 112 55 60.0 41.3296112959
18 112 0 4.0 3 15.849 1 1.0 272 112 45 0.1 14.8504962348
19 112 0 2.0 3 3.981 2 1.0 259 112 36 0.1 5.26140298117
20 112 0 4.0 3 15.849 2 1.0 84 112 54 0.1 11.864764484
21 112 0 2.0 3 3.981 1 1.0 240 112 56 60.0 6.02080183999
22 112 0 4.0 3 25.119 2 1.0 309 112 30 60.0 17.3993695362
23 112 0 4.0 3 10.0 2 1.0 108 112 36 0.1 8.03726920484
24 112 0 4.0 3 10.0 1 1.0 226 112 37 0.1 8.50234503698
25 112 0 2.0 3 10.0 1 1.0 196 112 50 60.0 20.312428392
26 112 0 2.0 3 10.0 2 1.0 35 112 48 60.0 15.2902686948
27 112 0 2.0 3 25.119 2 1.0 164 112 74 60.0 42.1411389065
28 112 0 4.0 3 25.119 2 1.0 319 112 90 0.1 24.9191657633
29 112 0 4.0 3 10.0 2 1.0 157 112 80 60.0 11.7016184525
30 112 0 4.0 3 39.182 1 1.0 218 112 50 0.1 28.7027425484
31 112 0 2.0 3 25.119 1 1.0 128 112 34 0.1 34.2802131272
32 112 0 4.0 3 39.182 2 1.0 232 112 39 60.0 32.2191399087
33 112 0 2.0 3 39.182 2 1.0 229 112 59 0.1 46.9602877259
34 112 0 2.0 3 15.849 1 1.0 292 112 54 60.0 21.511374452
35 112 0 4.0 3 6.31 2 1.0 238 112 37 0.1 5.2594413271
36 112 0 4.0 3 10.0 1 1.0 306 112 62 0.1 7.53128351259
37 112 0 2.0 3 39.182 1 1.0 50 112 66 60.0 55.296
38 112 0 2.0 3 6.31 1 1.0 272 112 61 0.1 6.452874698
39 112 0 2.0 3 3.981 2 1.0 128 112 45 0.1 5.74448433523
40 112 0 4.0 3 15.849 1 1.0 101 112 73 60.0 17.3769406579
41 112 0 4.0 3 15.849 2 1.0 101 112 86 60.0 14.0318299328
42 112 0 4.0 3 6.31 1 1.0 43 112 82 0.1 6.36622675576
43 112 0 2.0 3 6.31 2 1.0 234 112 83 60.0 9.98719619349
44 112 0 2.0 3 15.849 2 1.0 260 112 61 60.0 25.4151399481
45 112 0 4.0 3 3.981 1 1.0 75 112 54 60.0 5.49571979746
46 112 0 2.0 3 3.981 1 1.0 92 112 72 0.1 3.37685705383
47 112 0 4.0 3 3.981 2 1.0 317 112 61 60.0 5.27689611058
48 112 0 4.0 3 25.119 1 1.0 242 112 64 60.0 26.5201460328
