trial durationTest direction radius durationComparison speed number size iniAngle1 durComp onset response
1 56 -1 4.0 1 25.119 1 1.0 206 43 83 0
2 56 1 4.0 3 15.849 1 1.0 16 56 61 0
3 56 1 2.0 4 39.182 2 1.0 140 65 71 1
4 56 -1 4.0 3 10.0 1 1.0 280 56 77 0
5 56 -1 4.0 2 15.849 1 1.0 221 49 74 0
6 56 -1 4.0 2 10.0 1 1.0 202 49 63 0
7 56 -1 2.0 1 3.981 1 1.0 7 43 66 0
8 56 1 2.0 2 3.981 1 1.0 82 49 43 0
9 56 -1 2.0 3 39.182 1 1.0 51 56 82 1
10 56 -1 4.0 2 3.981 1 1.0 126 49 56 0
11 56 -1 2.0 4 6.31 1 1.0 355 65 69 0
12 56 1 4.0 5 10.0 1 1.0 7 74 70 0
13 56 -1 4.0 2 25.119 1 1.0 46 49 69 0
14 56 -1 4.0 5 3.981 2 1.0 230 74 54 1
15 56 -1 4.0 4 3.981 1 1.0 80 65 84 0
16 56 1 4.0 3 25.119 1 1.0 178 56 56 0
17 56 -1 4.0 3 25.119 2 1.0 52 56 78 0
18 56 1 2.0 2 39.182 2 1.0 350 49 43 0
19 56 1 2.0 1 10.0 2 1.0 86 43 77 0
20 56 -1 4.0 3 39.182 2 1.0 151 56 31 0
21 56 -1 2.0 2 3.981 2 1.0 100 49 35 0
22 56 1 4.0 4 6.31 2 1.0 55 65 73 1
23 56 1 2.0 4 10.0 1 1.0 281 65 63 1
24 56 -1 2.0 2 10.0 2 1.0 354 49 30 0
25 56 1 4.0 1 15.849 1 1.0 17 43 64 0
26 56 -1 4.0 5 25.119 2 1.0 3 74 52 1
27 56 1 2.0 1 6.31 2 1.0 77 43 68 0
28 56 -1 2.0 3 3.981 2 1.0 142 56 75 0
29 56 -1 2.0 3 3.981 1 1.0 39 56 84 1
30 56 1 4.0 1 15.849 2 1.0 40 43 75 0
31 56 1 4.0 5 6.31 1 1.0 292 74 31 0
32 56 1 2.0 1 39.182 1 1.0 158 43 61 0
33 56 -1 2.0 5 3.981 2 1.0 173 74 66 1
34 56 1 2.0 5 15.849 1 1.0 303 74 60 1
35 56 1 2.0 1 15.849 1 1.0 315 43 47 0
36 56 -1 4.0 1 15.849 2 1.0 341 43 41 0
37 56 1 4.0 2 6.31 2 1.0 352 49 48 0
38 56 1 2.0 2 10.0 2 1.0 14 49 38 0
39 56 1 4.0 4 25.119 2 1.0 12 65 61 0
40 56 -1 2.0 2 6.31 1 1.0 217 49 71 0
41 56 1 4.0 2 39.182 2 1.0 123 49 38 1
42 56 1 4.0 2 3.981 1 1.0 269 49 85 0
43 56 1 4.0 1 10.0 2 1.0 60 43 52 0
44 56 1 2.0 2 25.119 2 1.0 348 49 33 0
45 56 1 2.0 5 25.119 2 1.0 77 74 81 1
46 56 1 4.0 5 3.981 2 1.0 20 74 37 1
47 56 -1 2.0 5 15.849 2 1.0 324 74 37 0
48 56 -1 4.0 5 15.849 2 1.0 165 74 90 1
49 56 1 2.0 3 25.119 2 1.0 304 56 53 0
50 56 -1 2.0 2 15.849 1 1.0 72 49 80 0
51 56 1 4.0 5 39.182 1 1.0 94 74 76 1
52 56 1 2.0 1 25.119 2 1.0 184 43 60 0
53 56 1 4.0 3 3.981 1 1.0 60 56 63 0
54 56 1 2.0 4 10.0 2 1.0 341 65 34 1
55 56 -1 4.0 5 6.31 1 1.0 87 74 42 1
56 56 -1 2.0 3 25.119 1 1.0 305 56 74 0
57 56 1 4.0 1 10.0 1 1.0 206 43 31 0
58 56 -1 4.0 3 15.849 1 1.0 315 56 31 0
59 56 -1 2.0 4 15.849 1 1.0 88 65 74 1
60 56 -1 2.0 3 39.182 2 1.0 199 56 43 1
61 56 -1 4.0 3 3.981 2 1.0 319 56 44 0
62 56 -1 2.0 3 15.849 1 1.0 291 56 48 0
63 56 1 2.0 5 25.119 1 1.0 155 74 72 1
64 56 1 2.0 3 3.981 1 1.0 267 56 90 0
65 56 -1 4.0 1 6.31 2 1.0 154 43 62 0
66 56 -1 2.0 5 6.31 1 1.0 336 74 75 1
67 56 1 2.0 2 6.31 1 1.0 130 49 62 0
68 56 -1 2.0 3 15.849 2 1.0 191 56 52 0
69 56 -1 2.0 1 6.31 1 1.0 261 43 36 0
70 56 -1 2.0 4 10.0 2 1.0 94 65 76 1
