trial durationTest direction radius durationComparison speed number size iniAngle1 durComp onset speedMatchIni response
1 112 0 4.0 3 3.981 1 1.0 15 112 56 60.0 6.80853876348
2 112 0 4.0 3 6.31 2 1.0 147 112 83 0.1 5.25904855492
3 112 0 2.0 3 25.119 1 1.0 36 112 44 0.1 17.8422568758
4 112 0 2.0 3 10.0 2 1.0 0 112 59 60.0 12.1055370795
5 112 0 4.0 3 39.182 2 1.0 230 112 43 0.1 24.7503390875
6 112 0 4.0 3 25.119 2 1.0 122 112 44 60.0 31.1778135245
7 112 0 2.0 3 39.182 1 1.0 287 112 72 60.0 46.08
8 112 0 2.0 3 6.31 1 1.0 246 112 44 60.0 4.11849897476
9 112 0 2.0 3 39.182 2 1.0 232 112 62 0.1 52.654260457
10 112 0 2.0 3 10.0 1 1.0 31 112 90 0.1 7.79403600477
11 112 0 4.0 3 3.981 2 1.0 48 112 42 0.1 1.88847651972
12 112 0 4.0 3 15.849 2 1.0 198 112 40 0.1 7.06130115339
13 112 0 4.0 3 15.849 1 1.0 234 112 47 60.0 16.3537965529
14 112 0 4.0 3 10.0 1 1.0 15 112 86 0.1 7.5992074288
15 112 0 4.0 3 39.182 1 1.0 336 112 89 0.1 31.4926400396
16 112 0 2.0 3 3.981 2 1.0 12 112 43 60.0 6.32748078912
17 112 0 2.0 3 15.849 1 1.0 92 112 75 60.0 12.5490655321
18 112 0 2.0 3 6.31 2 1.0 11 112 73 60.0 9.65673064858
19 112 0 4.0 3 25.119 1 1.0 222 112 78 0.1 17.7326102021
20 112 0 4.0 3 10.0 2 1.0 53 112 33 60.0 8.98227894354
21 112 0 2.0 3 25.119 2 1.0 111 112 86 0.1 32.469922345
22 112 0 4.0 3 6.31 1 1.0 21 112 63 60.0 8.85117422859
23 112 0 2.0 3 15.849 2 1.0 197 112 69 0.1 16.0400224951
24 112 0 2.0 3 3.981 1 1.0 175 112 67 0.1 2.52437949009
25 112 0 4.0 3 25.119 2 1.0 351 112 41 0.1 13.9034527163
26 112 0 2.0 3 25.119 2 1.0 44 112 36 0.1 21.9094317933
27 112 0 2.0 3 15.849 2 1.0 270 112 47 0.1 14.0787733419
28 112 0 4.0 3 39.182 1 1.0 236 112 54 60.0 40.0497083789
29 112 0 4.0 3 39.182 2 1.0 124 112 54 0.1 29.2957927862
30 112 0 4.0 3 15.849 1 1.0 120 112 60 60.0 15.7773987648
31 112 0 2.0 3 3.981 1 1.0 34 112 84 0.1 2.73091384059
32 112 0 4.0 3 3.981 1 1.0 177 112 74 60.0 7.01571070185
33 112 0 2.0 3 10.0 1 1.0 98 112 79 0.1 6.62065937434
34 112 0 2.0 3 39.182 2 1.0 343 112 33 60.0 60.0
35 112 0 2.0 3 6.31 2 1.0 153 112 43 0.1 8.19667804667
36 112 0 2.0 3 15.849 1 1.0 140 112 43 60.0 14.7309058883
37 112 0 2.0 3 25.119 1 1.0 294 112 85 60.0 31.68
38 112 0 4.0 3 6.31 1 1.0 296 112 89 0.1 3.44633574624
39 112 0 4.0 3 10.0 2 1.0 222 112 49 0.1 8.30077910367
40 112 0 4.0 3 10.0 1 1.0 121 112 36 0.1 4.4818002924
41 112 0 2.0 3 10.0 2 1.0 191 112 64 0.1 10.1710890363
42 112 0 4.0 3 3.981 2 1.0 294 112 86 60.0 5.39267912141
43 112 0 4.0 3 6.31 2 1.0 78 112 90 0.1 6.0778937246
44 112 0 4.0 3 25.119 1 1.0 337 112 59 60.0 37.73184
45 112 0 2.0 3 3.981 2 1.0 266 112 80 0.1 4.18503589574
46 112 0 2.0 3 39.182 1 1.0 300 112 83 60.0 56.1622598812
47 112 0 2.0 3 6.31 1 1.0 301 112 55 60.0 8.95657208547
48 112 0 4.0 3 15.849 2 1.0 139 112 50 60.0 17.03808
