trial durationTest direction radius durationComparison speed number size iniAngle1 durComp onset speedMatchIni response
1 112 0 2.0 3 3.981 1 1.0 319 112 79 60.0 5.56358764829
2 112 0 2.0 3 10.0 2 1.0 179 112 69 0.1 13.5149235837
3 112 0 4.0 3 25.119 2 1.0 146 112 69 60.0 22.7416078079
4 112 0 2.0 3 3.981 2 1.0 277 112 37 0.1 5.64563717448
5 112 0 2.0 3 15.849 1 1.0 223 112 70 60.0 25.3779354788
6 112 0 4.0 3 39.182 2 1.0 334 112 48 0.1 37.1448755858
7 112 0 2.0 3 6.31 1 1.0 75 112 31 60.0 6.82688485677
8 112 0 4.0 3 3.981 1 1.0 164 112 71 0.1 4.24802343357
9 112 0 4.0 3 3.981 2 1.0 152 112 58 0.1 5.68598833466
10 112 0 2.0 3 39.182 2 1.0 344 112 68 60.0 54.4176069961
11 112 0 2.0 3 10.0 1 1.0 174 112 47 0.1 9.55498457074
12 112 0 4.0 3 6.31 1 1.0 58 112 83 0.1 5.67780614151
13 112 0 4.0 3 25.119 1 1.0 113 112 55 60.0 27.5293147149
14 112 0 2.0 3 15.849 2 1.0 313 112 83 60.0 28.7262414416
15 112 0 4.0 3 15.849 1 1.0 211 112 55 60.0 14.6164895134
16 112 0 4.0 3 10.0 2 1.0 340 112 65 60.0 11.2362800031
17 112 0 2.0 3 25.119 1 1.0 71 112 31 60.0 33.3958729711
18 112 0 4.0 3 15.849 2 1.0 179 112 39 0.1 15.4810135297
19 112 0 4.0 3 6.31 2 1.0 0 112 54 60.0 10.8119015057
20 112 0 2.0 3 39.182 1 1.0 180 112 58 0.1 42.943263061
21 112 0 4.0 3 39.182 1 1.0 99 112 87 0.1 29.6220884075
22 112 0 2.0 3 25.119 2 1.0 105 112 70 60.0 41.5520397495
23 112 0 4.0 3 10.0 1 1.0 272 112 72 60.0 10.6470210936
24 112 0 2.0 3 6.31 2 1.0 145 112 57 60.0 15.275847231
25 112 0 4.0 3 39.182 2 1.0 231 112 82 60.0 38.166711967
26 112 0 2.0 3 25.119 2 1.0 359 112 90 0.1 48.8979853551
27 112 0 4.0 3 25.119 2 1.0 66 112 34 60.0 22.7416078079
28 112 0 2.0 3 10.0 1 1.0 198 112 64 60.0 16.6262568215
29 112 0 2.0 3 10.0 2 1.0 296 112 49 0.1 13.5240493668
30 112 0 4.0 3 10.0 1 1.0 253 112 88 60.0 9.48422388129
31 112 0 2.0 3 39.182 1 1.0 84 112 85 0.1 45.7467442281
32 112 0 4.0 3 15.849 2 1.0 124 112 51 0.1 13.8513763165
33 112 0 2.0 3 6.31 2 1.0 357 112 37 60.0 10.6778480431
34 112 0 2.0 3 25.119 1 1.0 161 112 58 60.0 38.0232423923
35 112 0 2.0 3 3.981 1 1.0 79 112 38 0.1 5.66924903487
36 112 0 2.0 3 6.31 1 1.0 115 112 44 0.1 8.1991845838
37 112 0 4.0 3 25.119 1 1.0 110 112 35 60.0 24.3561757836
38 112 0 2.0 3 15.849 1 1.0 181 112 80 60.0 26.5201460328
39 112 0 4.0 3 10.0 2 1.0 130 112 55 0.1 12.7603254013
40 112 0 4.0 3 3.981 2 1.0 337 112 55 0.1 4.78519712111
41 112 0 2.0 3 15.849 2 1.0 230 112 55 60.0 21.548785538
42 112 0 4.0 3 3.981 1 1.0 2 112 71 60.0 4.40105038592
43 112 0 2.0 3 3.981 2 1.0 276 112 41 0.1 4.34664149792
44 112 0 4.0 3 15.849 1 1.0 278 112 83 0.1 12.6836988796
45 112 0 2.0 3 39.182 2 1.0 229 112 51 60.0 64.5849973355
46 112 0 4.0 3 39.182 1 1.0 203 112 46 60.0 33.8803987413
47 112 0 4.0 3 6.31 2 1.0 69 112 81 60.0 7.45404703432
48 112 0 4.0 3 6.31 1 1.0 198 112 43 60.0 5.56818911425
