trial durationTest direction radius durationComparison speed number size iniAngle1 durComp onset speedMatchIni response
1 112 0 2.0 3 3.981 1 1.0 179 112 44 60.0 6.62526193199
2 112 0 2.0 3 3.981 2 1.0 102 112 68 0.1 7.33195160257
3 112 0 2.0 3 6.31 1 1.0 25 112 66 60.0 8.54397422877
4 112 0 2.0 3 39.182 1 1.0 92 112 84 60.0 42.4359936
5 112 0 2.0 3 15.849 2 1.0 313 112 31 60.0 21.84118272
6 112 0 4.0 3 3.981 1 1.0 340 112 56 0.1 8.61436788034
7 112 0 4.0 3 39.182 1 1.0 248 112 77 0.1 28.5439294041
8 112 0 4.0 3 6.31 2 1.0 114 112 63 60.0 8.2372460544
9 112 0 2.0 3 6.31 2 1.0 149 112 67 0.1 8.53232900985
10 112 0 4.0 3 10.0 1 1.0 291 112 61 0.1 11.3847165925
11 112 0 2.0 3 25.119 1 1.0 241 112 68 60.0 32.256
12 112 0 2.0 3 39.182 2 1.0 5 112 31 0.1 41.7551812607
13 112 0 4.0 3 25.119 1 1.0 66 112 74 60.0 21.165441024
14 112 0 2.0 3 10.0 1 1.0 134 112 51 60.0 22.221029376
15 112 0 2.0 3 10.0 2 1.0 105 112 43 60.0 13.140799606
16 112 0 4.0 3 15.849 1 1.0 188 112 61 0.1 13.9239352123
17 112 0 2.0 3 25.119 2 1.0 201 112 37 60.0 32.256
18 112 0 4.0 3 3.981 2 1.0 356 112 50 0.1 5.70506573811
19 112 0 2.0 3 15.849 1 1.0 222 112 33 0.1 14.7574499814
20 112 0 4.0 3 10.0 2 1.0 320 112 41 60.0 8.53991424
21 112 0 4.0 3 6.31 1 1.0 280 112 63 60.0 7.35140024156
22 112 0 4.0 3 15.849 2 1.0 21 112 60 0.1 11.9261759723
23 112 0 4.0 3 25.119 2 1.0 92 112 57 0.1 18.6654963418
24 112 0 4.0 3 39.182 2 1.0 0 112 54 60.0 64.8
25 112 0 2.0 3 6.31 1 1.0 307 112 38 60.0 11.1476736
26 112 0 4.0 3 15.849 1 1.0 29 112 66 0.1 12.9522807831
27 112 0 2.0 3 25.119 2 1.0 159 112 43 60.0 30.48192
28 112 0 4.0 3 10.0 1 1.0 93 112 70 60.0 18.6699911792
29 112 0 4.0 3 25.119 2 1.0 242 112 33 0.1 23.9391504542
30 112 0 4.0 3 39.182 2 1.0 129 112 54 60.0 32.4465001747
31 112 0 4.0 3 15.849 2 1.0 215 112 81 60.0 18.432
32 112 0 2.0 3 15.849 1 1.0 329 112 63 0.1 22.7862255299
33 112 0 4.0 3 3.981 2 1.0 262 112 77 60.0 4.00152610978
34 112 0 2.0 3 39.182 2 1.0 2 112 38 60.0 110.112
35 112 0 4.0 3 10.0 2 1.0 168 112 50 0.1 10.1145866713
36 112 0 2.0 3 15.849 2 1.0 333 112 80 0.1 13.6393747226
37 112 0 2.0 3 3.981 2 1.0 328 112 41 60.0 10.616832
38 112 0 2.0 3 6.31 2 1.0 32 112 30 60.0 13.42464
39 112 0 4.0 3 39.182 1 1.0 150 112 47 0.1 47.8270356276
40 112 0 4.0 3 25.119 1 1.0 314 112 51 60.0 37.2912609559
41 112 0 2.0 3 25.119 1 1.0 3 112 41 0.1 27.1889569596
42 112 0 2.0 3 10.0 2 1.0 101 112 41 60.0 9.84099512942
43 112 0 4.0 3 3.981 1 1.0 268 112 46 0.1 6.45517287631
44 112 0 4.0 3 6.31 1 1.0 232 112 55 60.0 6.13267370734
45 112 0 2.0 3 10.0 1 1.0 22 112 55 60.0 12.7544157064
46 112 0 4.0 3 6.31 2 1.0 110 112 89 60.0 60.0
47 112 0 2.0 3 3.981 1 1.0 206 112 63 0.1 8.14530755745
48 112 0 2.0 3 39.182 1 1.0 198 112 58 60.0 76.032
