trial durationTest direction radius durationComparison speed number size iniAngle1 durComp onset speedMatchIni response
1 112 0 4.0 3 25.119 2 1.0 75 112 78 0.1 16.9757296309
2 112 0 4.0 3 3.981 2 1.0 56 112 45 60.0 4.02339336941
3 112 0 4.0 3 6.31 2 1.0 13 112 77 60.0 5.56260281491
4 112 0 4.0 3 39.182 2 1.0 311 112 51 60.0 24.9189239173
5 112 0 2.0 3 39.182 1 1.0 10 112 74 0.1 41.5431308801
6 112 0 2.0 3 15.849 1 1.0 113 112 89 60.0 20.6103427315
7 112 0 4.0 3 25.119 1 1.0 357 112 35 60.0 18.3528764766
8 112 0 4.0 3 15.849 1 1.0 310 112 89 60.0 12.6763788313
9 112 0 2.0 3 6.31 2 1.0 359 112 88 0.1 8.84228191945
10 112 0 2.0 3 10.0 2 1.0 269 112 65 60.0 12.4146802499
11 112 0 2.0 3 10.0 1 1.0 215 112 63 60.0 12.3028287226
12 112 0 2.0 3 15.849 2 1.0 200 112 51 0.1 21.7954491709
13 112 0 4.0 3 15.849 2 1.0 231 112 30 0.1 7.57484534053
14 112 0 4.0 3 3.981 1 1.0 91 112 55 60.0 2.8952229885
15 112 0 4.0 3 6.31 1 1.0 269 112 87 0.1 4.84231728818
16 112 0 4.0 3 10.0 2 1.0 331 112 82 60.0 8.73946912138
17 112 0 2.0 3 25.119 1 1.0 21 112 52 60.0 37.7933754358
18 112 0 2.0 3 39.182 2 1.0 99 112 30 0.1 62.999511301
19 112 0 2.0 3 3.981 1 1.0 248 112 83 60.0 8.13923216692
20 112 0 2.0 3 25.119 2 1.0 144 112 45 60.0 30.8147207539
21 112 0 4.0 3 10.0 1 1.0 228 112 58 0.1 8.79924349298
22 112 0 2.0 3 6.31 1 1.0 241 112 80 0.1 7.98510901145
23 112 0 2.0 3 3.981 2 1.0 277 112 82 60.0 5.02104200104
24 112 0 4.0 3 39.182 1 1.0 131 112 90 60.0 26.8348304755
25 112 0 2.0 3 3.981 1 1.0 218 112 44 60.0 4.98531460417
26 112 0 2.0 3 25.119 1 1.0 15 112 57 0.1 40.9524033223
27 112 0 2.0 3 39.182 2 1.0 239 112 46 0.1 59.8615651713
28 112 0 4.0 3 3.981 1 1.0 92 112 71 60.0 5.0855780287
29 112 0 2.0 3 39.182 1 1.0 276 112 46 60.0 44.7212086355
30 112 0 4.0 3 6.31 2 1.0 325 112 46 60.0 5.52125277602
31 112 0 4.0 3 39.182 2 1.0 191 112 52 0.1 30.3491275095
32 112 0 2.0 3 25.119 2 1.0 51 112 85 0.1 57.4376188147
33 112 0 4.0 3 3.981 2 1.0 271 112 43 0.1 4.1184003374
34 112 0 4.0 3 15.849 1 1.0 238 112 81 60.0 12.5701248972
35 112 0 4.0 3 39.182 1 1.0 207 112 42 0.1 25.035222092
36 112 0 2.0 3 10.0 1 1.0 13 112 62 0.1 12.3984510865
37 112 0 2.0 3 3.981 2 1.0 79 112 43 0.1 5.36431448903
38 112 0 4.0 3 25.119 2 1.0 337 112 79 60.0 13.7064084819
39 112 0 4.0 3 15.849 2 1.0 169 112 78 60.0 9.63470442657
40 112 0 2.0 3 15.849 2 1.0 0 112 63 60.0 21.0837163772
41 112 0 2.0 3 15.849 1 1.0 255 112 66 0.1 22.3406861446
42 112 0 2.0 3 6.31 1 1.0 159 112 83 0.1 8.34044575839
43 112 0 4.0 3 25.119 1 1.0 80 112 32 0.1 18.2440629371
44 112 0 4.0 3 10.0 2 1.0 323 112 49 60.0 8.68550315951
45 112 0 2.0 3 10.0 2 1.0 53 112 71 0.1 14.5882448138
46 112 0 4.0 3 6.31 1 1.0 17 112 49 0.1 5.56414656077
47 112 0 2.0 3 6.31 2 1.0 264 112 80 60.0 11.910933338
48 112 0 4.0 3 10.0 1 1.0 89 112 89 60.0 6.81098387628
